Duration,Refund_Policy,Description,LowPrice,HighPrice,Currency,Organizer,EventStatus,StartTime,EndTime,Title,Subtitle,url,City,Ticket_Type
2 hours,Contact the organiser to request a refund.,"Calling all creative practitioners and freelancers, come along to GMAC’s Get Together on Wednesday 13th March, 7-9pm. This is the perfect opportunity to get to know us a bit better and tell us about yourself too. Expect to check out our space, do some gentle networking and share opportunities/contact details on our business card wall - all with a drink upon arrival! Tickets are available on a sliding scale, with all proceeds going towards a new projector for our screening room. We can’t wait to see you there.",0,0,GBP,GMAC Film,https://schema.org/EventScheduled,2024-03-13T19:00:00Z,2024-03-13T21:00:00Z,GMAC's Get Together,"Calling all creative practitioners and freelancers, come along to GMAC’s Get Together on Wednesday 13th March, 7-9pm",https://www.eventbrite.co.uk/e/gmacs-get-together-tickets-818211401327,glasgow,NA
NA,No Refunds,"Please note that our customer lift will be undergoing repairs from Monday 4 March for four weeks, with current expected completion date of Monday 1 April.During that time our events space will unfortunately only be accessible via stairs. We apologise for any inconvenience this may cause. If you expect you will have difficulty accessing one of our events during this period please contact us on Events.GlasgowSauchiehallST@waterstones.com The second book in the Nightfall Saga, the stunning new epic fantasy series set in the world of the Demon Cycle, from New York Times bestselling author Peter V. Brett. Humanity thought the war with demonkind was over. Now, after less than a generation to rebuild, the demon corelings have returned with a vengeance. The Spear of Ala—the fortress that stands at the gates of the demon’s hive—is the last bastion against the horde, and reports say it may already have fallen. Olive Paper is expected to take the vanguard in the fight. Only an heir of Kaji can wield the artifact that opens the gates of the Spear of Ala, and as Ahmann Jardir’s child, Olive seems destined for a role as leader and savior. But Olive does not wish to follow in her father’s footsteps any more than she did her mother’s. Darin Bales was born with supernatural senses that he struggles to process, so much that even those who love him believe he can barely take care of himself. Yet to save his mother from the clutches of Alagai Ka, the demon king, Darin will brave anything to mount a rescue. Darin and Olive each strive to walk their own path but find themselves inextricably tied to the legacies of their parents and to a fated confrontation with the demon king and his new hatchling queen. If they fail, humanity may not survive.",5,25,GBP,Waterstones,https://schema.org/EventScheduled,2024-03-13T19:00:00Z,2024-03-13T22:00:00Z,An evening with Peter V Brett - Glasgow Sauchiehall St,Join best selling author as he launches The Hidden Queen,https://www.eventbrite.co.uk/e/an-evening-with-peter-v-brett-glasgow-sauchiehall-st-tickets-797216765807,glasgow,Sold out
2 hours,Contact the organiser to request a refund.,"Don't Miss Out on Scotland's Premier Networking Event at Hampden Park, Glasgow! Are you ready to take your business to new heights? Join us at the Scottish National Network Event for an unparalleled opportunity to expand your customer base and supercharge your growth! Here's why attending this event at the iconic Hampden Park is a must: Don't miss this chance to position your business for growth and success! Secure your spot now and get ready to unlock new possibilities at the Scottish National Network Event. Grab your tickets today!",8.83,8.83,GBP,Scottish National Network,https://schema.org/EventScheduled,2024-03-13T09:30:00Z,2024-03-13T11:30:00Z,Scottish National Network Business Network Event,"Mix, Mingle, and Make Magic: Business Mavericks Unite at Networking Extravaganza!",https://www.eventbrite.co.uk/e/scottish-national-network-business-network-event-tickets-839952128427,glasgow,NA
2 hours 30 minutes,Contact the organizer to request a refund.,"Chemistry of the Evening Raise your glasses, you fine and eligible singles, you are in for a wonderful night of dating. Meet like-minded singles face-to-face at our busy speed dating event at August House. It's time to relax, make real life connections and meet your perfect partner in crime! Here, at SpeedDater we know that chemistry only happens in person, so our events are perfect for singles that want to meet people in real life. During the event, you will be going on between 8 and 12 mini dates lasting about four minutes each. Our professional hosts and well-organised events make meeting people easy and lots of fun. Come with a smile and an open mind, you never know who you could meet at one of our events. What to Expect: Mix, Match, Date When you arrive, our lovely SpeedDater host will welcome you and sign you in. You will be given a badge number that will match a table in the room and the ladies stay seated while the men rotate from table to table until they meet each woman. To help you remember all participants you will have a card to mark down all individuals that you like. There will be a break halfway through the dating for you to refill and recharge. And after the event? The day after your speed dating event you can log in to our secure website and click the 'matches' tab. You will find out who you mutually matched with and can get in touch again via our messaging system. Don’t forget about SpeedDater’s guarantee - if you didn’t meet someone you liked the first time your next singles event is free! What have you got to lose? Itinerary 19:00 Registration opens 19:30 Speed Dating begins 20:15 Break for drinks and chatting 20:30 Speed Dating resumes 21:30 Speed Dating ends and post event socialising begins Please have a look at our upcoming events: www.speeddater.co.uk",24.3,24.3,GBP,SpeedDater,https://schema.org/EventScheduled,2024-03-13T19:00:00Z,2024-03-13T21:30:00Z,Glasgow Speed Dating | Ages 24-38,Glasgow Speed Dating | Ages 24-38,https://www.eventbrite.co.uk/e/glasgow-speed-dating-ages-24-38-tickets-770346837127,glasgow,NA
NA,No Refunds,"*DOES NOT INCLUDE A CONCERT TICKET* <-Get tickets here-> ADDITIONAL INFO: -FILTER representative will email all VIPs the day before the show with the confirmed VIP check-in time and location. -Additional information is provided in your confirmation email after you purchase. -VIP Upgrades DO NOT include a concert ticket. You will also need to purchase a separate concert ticket through the venue to see the show AND participate in the meet and greet. No exceptions! -*ALL PRICES ARE IN US DOLLARS* DISCLAIMER: ***FILTER has no affiliation with the venue or the other acts the band is performing with. The Meet and Greet packages are done specifically through FILTER. The venue will have no details on the Meet and Greet packages the band is offering. Therefore, any questions regarding your Meet and Greet package please contact us here. Any questions regarding set times, general admission tickets, other bands on the bill, age restrictions, directions to the venue, etc. should be directed to the venue. *ALL SALES ARE FINAL. VIPS ARE NONREFUNDABLE UNLESS THE SHOW IS CANCELED* *ALL SERVICE FEES ARE NONREFUNDABLE FOR ANY REASON, INCLUDING A SHOW CANCELATION*",75,75,USD,FILTER,https://schema.org/EventScheduled,NA,NA,"THE FILTER FANATIC VIP HANG - March 13, 2024",THE FILTER FANATIC VIP HANG,https://www.eventbrite.com/e/the-filter-fanatic-vip-hang-march-13-2024-tickets-778607785847,glasgow,Sold out
3 hours,Contact the organizer to request a refund.,"Love Music Hate Racism comes back to the West End! We're hosting a gig at Jim’s Bar in the Queen Margaret Union! Line-up includes: Suzy Lee Kidd is a resident DJ for Radio Buena Vida. She was part of Common People which ran for 7 years in the Flying Duck and can now be found running Different Class at The Rumshack. Specialising in indie, post punk and britpop. More TBA... Open to all students and the general public Join anti-racist music lovers from across Glasgow to celebrate what unites us and build for the #MarchOnTheHomeOffice to #StopRacism #StopTheHate and say #AyeWelcomeRefugees! We are the majority and we will stand up to racism. Love Music Hate Racism (LMHR) uses the energy and vibrancy of the music scene to promote unity and celebrate diversity through education and events. Our message is simple, there is more that unites us than divides us; and nothing demonstrates this more than music. Whatever the genre, music is living testimony to the fact that cultures can and do mix. Music has the power to unite, to give strength and to effect positive social change. Racism, on the other hand, weakens us; it creates barriers and turns friends and neighbours against one another. Sadly, racism is on the rise in the UK and internationally. We believe that if we work together we can harness the power of music to stop this destructive force in its tracks. Our aim is to use the power of music to bring together individuals and communities in a beautiful resistance against bigotry and hatred.",6.13,22.38,GBP,Love Music Hate Racism,https://schema.org/EventScheduled,2024-03-13T19:00:00Z,2024-03-13T22:00:00Z,Party with a purpose: Love Music Hate Racism @ QMU,"Dance against hate, boogie against the bigots",https://www.eventbrite.co.uk/e/party-with-a-purpose-love-music-hate-racism-qmu-tickets-844748434307,glasgow,NA
NA,Contact the organiser to request a refund.,"Montessori for All Join us for our Montessori for All sessions on Wednesdays at 10AM and 1PM. At Montessori for All session, we aim to make Montessori accesible so that every child can explore our calm and nurturing learning environment for children 0-5 years. This is a unique opportunity to como to our space, engage in hands-on activities, and connect with like-minded individuals. Explore our Montessori classroom and discover how Montessori education fosters independence from the start. Whether you're an educator, parent, or simply curious about Montessori, this day welcomes everyone who would like to find out more. Suggested donation is £5-£10. Your donation gives back to those who otherwise wouldn't be able to attend.",0,0,GBP,Willow Montessori,https://schema.org/EventScheduled,2024-03-13T10:00:00Z,2024-03-13T11:00:00Z,Montessori for All,"Experience the magic of Montessori in our one-hour playgroup , on Wednesdays at 10am.",https://www.eventbrite.com/e/montessori-for-all-tickets-836233556077,glasgow,Sold out
3 hours,Contact the organiser to request a refund.,"The Health & Safety Executive’s latest guidance states that managers must make sure that their risk assessment covers home workers. They advise that employers: · meet any special requirement, such as for a worker with a disability. · assess if the work activity includes significant hazards like tools or chemicals. · assess how work can be done safely. · determine control measures that should be put in place. They also state that you should consider the safe use of computer equipment, assess the working environment for accident risk, and monitor workers’ stress and mental health. This half day course, delivered by an experienced workplace health & safety tutor, will help managers to get an overview on the topic. We also provide checklists and templates for you to use as part of your own assessment process. -------------------------------------- FAQS ABOUT THE COURSE Do I have to book using Eventbrite? No. You can simply contact us at training@civicostraining.org with your name, organisation, billing address and a note of any access issues. We will issue an invoice in advance of your attendance. Is my registration/ticket transferrable? If you want to transfer to another training course, please contact us with five or more days’ notice at training@civicostraining.org What is the refund policy? Civicos Training requires five working days' notice of cancellation. We will always attempt to place you on a later version of the same course, or transfer your booking to another course at no extra cost. However, if you cancel with less than the required notice, we do reserve the right to charge for the full cost of the course",55,55,GBP,Civicos Training and Communications CiC,https://schema.org/EventScheduled,2024-03-13T09:30:00Z,2024-03-13T12:30:00Z,Risk Assessing Your Home Working Environment,Make sure that you and other staff have a safe home working environment,https://www.eventbrite.co.uk/e/risk-assessing-your-home-working-environment-tickets-609280192457,glasgow,NA
7 hours,Contact the organiser to request a refund.,"This training is suitable for everyone who has an interest in learning the basic first-intervention skills that can prevent an accident or medical emergency from escalating into something much worse.  The course first looks at how best to assess the situation. What is the issue? Is the person responsive? Can they breathe? Are you the best person available to help? We then look at the skills to make basic interventions in different accidents and emergencies, whether it be bleeding, choking, chest pains or burns. This training is certificated by FAA and is SCQF Level 6. FAQs Do I have to book using Eventbrite? No. You can simply contact us at training@civicostraining.org with your name, organisation, billing address and a note of any access issues. We will issue an invoice in advance of your attendance.  What refreshments are served at the training? Two free rounds of tea, coffee and biscuits are served on arrival and at mid-morning. A sandwich lunch is served as part of the day. Is there disabled access? The venue is fully accessible. There is a flight of stairs at the front of the building, however, so wheelchair access is at the rear. A Civicos staff member can be on hand to assist, as the entry point is not obvious. Please let us know in advance of any access requirements.  What are my transport/parking options getting to the event? Please refer to the venue website  What can/can't I bring to the event?  No need to bring equipment or laptop unless we specifically ask in the training descriptor. Pen and paper may be handy for notes. Is my registration/ticket transferrable? If you want to transfer to another training course, please contact us with five or more days’ notice at training@civicostraining.org Do I have to bring my printed ticket to the event? No need  What is the refund policy? Civicos Training requires five working days' notice of cancellation. We will always attempt to place you on a later version of the same course, or transfer your booking to another course at no extra cost. However, if you cancel with less than the required notice, we do resrve the right to charge for the full cost of the course",146,146,GBP,Civicos Training and Communications CiC,https://schema.org/EventScheduled,2024-03-13T09:30:00Z,2024-03-13T16:30:00Z,Emergency First Aid at Work,"This is certified training, suitable for everyone who needs the basic first-intervention skills.",https://www.eventbrite.co.uk/e/emergency-first-aid-at-work-tickets-608371755297,glasgow,NA
2 hours,Contact the organizer to request a refund.,"Join our Boozy Brushes Sip and Paint, Fiesta Art Party! Embrace the lively spirit of a fiesta with vibrant colors and Mexican-inspired themes and accompanied by the sounds of Southern America. Painting is a fantastic way to unwind, explore your creative potential and socialise with your friends or someone new. We want to show people that art is not restricted to a particular type of individual and learning new painting skills can be lighthearted, fun and therapeutic. All of our classes are beginner friendly and are taught by a professional artist who will guide you through the painting process. You can also chose to show off your own skills and paint something entirely different should you choose to. All of the supplies will be provided, including: Alongside potentially winning one of our exciting prizes, guests can also take home their own masterpiece. Look forward to getting creative with you all :)",25.63,29.96,GBP,Boozy Brushes,https://schema.org/EventScheduled,2024-03-13T18:00:00Z,2024-03-13T20:00:00Z,"Boozy Brushes, Fiesta Paint Party! Glasgow","Join our Boozy Brushes Sip and Paint, Fiesta Art Party! Embrace the lively spirit of a fiesta with vibrant colors and Mexican-inspired theme",https://www.eventbrite.co.uk/e/boozy-brushes-fiesta-paint-party-glasgow-tickets-851757639027,glasgow,NA
