Duration,Ticket_Type,Refund_Policy,Description,LowPrice,HighPrice,Currency,Organizer,EventStatus,StartTime,EndTime,Title,Subtitle,url,City
4 days 8 hours,Mobile eTicket,No Refunds,"Welcome to Conversations in Design at London Design Week 2024, Design Centre, Chelsea Harbour’s renowned series of talks. You will find inspiration and insights into the ever-evolving world of interior design and decoration. Our programme offers A-list access to world-class speakers across an array of topics from building a business to creating extraordinary interiors. For more information visit www.dcch.co.uk/london-design-week/ or call the team on 020 7225 9166. PLEASE BRING THIS TICKET WITH YOU ON THE DAY Please arrive at least 10 minutes before the start of the talk, unfortunately admission cannot be guaranteed 15 minutes after the talk begins. WHAT TO DO ON ARRIVAL: Registration teams will be on hand to show you the way to TALK, First Floor, Design Centre East. HOW TO GET HERE: BY TRAIN Imperial Wharf, linking mainline stations Clapham Junction and Willesden Junction, connects to West Brompton, Olympia and Shepherd’s Bush for the London Underground. For information: www.tfl.gov.uk BY BUS The C3 runs between Earl’s Court tube and Clapham Junction via Chelsea Harbour. The number 11 and 22 buses run along the King’s Road. BY CAR Design Centre, Chelsea Harbour is outside the congestion zone. There is a secure underground car park. Please be advised that local traffic could be heavier than usual. Allow adequate time for travel – all talks start promptly. TALKS Tickets cost £10 each. Terms and conditions: Tickets are sold on a first-come, first-served basis and are non-refundable. Design Centre, Chelsea Harbour reserves the right to change the format without notice and accepts no liability if any events are varied, relocated or cancelled.",10,10,GBP,"Design Centre, Chelsea Harbour",https://schema.org/EventScheduled,NA,NA,London Design Week 2024 - Conversations In Design,"Spring's unmissable interiors event.
Discover the spring/summer 24 interiors collections and network with the biggest names in design",https://www.eventbrite.co.uk/e/london-design-week-2024-conversations-in-design-tickets-836262763437,london
4 hours,Mobile eTicket,Contact the organiser to request a refund.,"Haḍra 1 will be 'A Night Of Dhikr’ exploring Islamic Metaphysics and The Polished Mirror,' part of Reference Point’s Sacred Space/Haḍra حضر series. This ongoing series welcomes spiritual practitioners and scholars from different disciplines for discussions on spiritual practice in today's socio-political landscape framed by audio-visual responses, alongside rhythmic invocations to connect with the Divine Presence. In honor of Ramadan, our first Haḍra event features sacred sounds from the Muslim world by Yamen Mekdad, a knowledge circle led by Shaykh Rakin Niasse and a guest speaker exploring Islamic Metaphysics in the context of anti-colonial struggle. The night concludes with a guided Sufi dhikr meditation, devotional songs and poetry.Curated by artist and musician Silai, the evening includes visual films screened for the first time by directors Raheela Suleman and Imran Sesay, alongside a display of curated artworks and paintings. A light Iftar will be provided, and Haqiqah will offer referential objects for guests to take home.Expect Alchemy. All welcome.",0,0,GBP,Reference Point,https://schema.org/EventScheduled,2024-03-11T19:00:00Z,2024-03-11T23:00:00Z,Haḍra 1 حضر,A Night of Dhikr: Islamic Metaphysics and The Polished Mirror,https://www.eventbrite.co.uk/e/hadra-1-tickets-854386060707,london
3 hours,Mobile eTicket,Contact the organiser to request a refund.,"Meet Laura Alvarez and Rob Cowan at The Gallery Cowcross Street, London This live in-person event will be of interest to anyone involved in urban design – from highway engineers through to regeneration professionals, teachers, students, or individuals who finds themselves somehow involved in this field – willingly or not. Here we have two practitioners with over 70 years of experience between them, who really understand their craft and care about getting the best outcome possible, and have put it all in writing to enable others. This event will be a chaired speakeasy in The Gallery with our two authors: Laura Alvarez and Rob Cowan. Their books will be available for purchase. Drinks and snacks will be available, as will, we hope, copies for sale of a special cartoon made just for the event. Plus, an opportunity to sign up for writing book reviews for the Urban Design Journal. Laura’s book introduces us to her 6 chosen tools, for creating a coherent place vision as well as an intelligible measurable quality assurance system that brings everyone on board, along with her much researched and recommended 15 Stage Urban Design Plan of Work. For 30 years Laura has constantly striven to evolve a clear methodical working system to access and record the unique character of locations, ensure public consultations happen in a genuine and meaningful way, and teams are enabled to identify and resolve problems at an early stage. Rob’s book starts with a brief introduction to some great pioneers behind the brightest ideas in urban design, and guides us through a comprehensive and well-illustrated overview of this multi-disciplinary challenge, arming the reader with the key information required for the understanding of the processes involved. Both have produced clearly written accessible and invaluable works enabling the urban designer to obtain all round engagement, collaborate effectively, and arrive at the best design solution for a coherent and confident public space. Amy Burbidge, Head of Master Design and Development at Homes England has diligently read both books, will chair the event Laura Alvarez will be interviewed about her book, ‘A Beginner’s Guide to Urban Design and Development. The ABC of Quality, Sustainable Design’ Rob Cowan will be interviewed about his book, ‘Essential Urban Design: A Handbook for Architects, Designers and Planners’ Followed by discussion and free-flowing conversation. All welcome",0,5.5,GBP,Urban Design Group,https://schema.org/EventScheduled,2024-03-11T18:00:00Z,2024-03-11T21:00:00Z,Book Launch: Meet Laura Alvarez and Rob Cowan,This live in-person event will be of interest to anyone involved in urban design: from highway engineers through to regeneration specialists,https://www.eventbrite.co.uk/e/book-launch-meet-laura-alvarez-and-rob-cowan-tickets-776860279007,london
1 hour,Mobile eTicket,No Refunds,"Join Faridah as she chats to Benjamin Dean, author of The King is Dead and former celebrity journalist about her new book, Where Sleeping Girls Lie, a haunting and compulsive contemporary mystery of secrets, lies and revenge tapping into the TikTok Dark Academia aesthetic. Faridah Àbíké-Íyímídé is the instant New York Times, international bestselling and award-winning author of Ace of Spades. She is an avid tea drinker, a collector of strange mugs and a graduate from a Scottish university where she studied English Literature. Faridah is currently pursuing an MA in Shakespeare Studies from King’s College, London. When she isn't spinning dark tales, Faridah can be found examining the deeper meanings in Disney Channel original movies. In 2024 Faridah is an official World Book Day author with The Doomsday Date publishing in time for the Day on Thursday 7th March. In June 2024, Faridah will partner with YA Book Prize-winner, Adiba Jaigirdar for the joyous romcom Four Eids and a Funeral. Find out more at: Faridah Àbíké-Íyímídé (faridahabikeiyimide.com); @faridahlikestea Benjamin is a full-time author with a background in celebrity journalism. He has interviewed a host of glitzy celebrities and broke the news that Rihanna can't wink (she blinks, in case you were wondering). His award-winning middle-grade debut, Me, My Dad and the End of the Rainbow, was described as 'One of the most joyful books you'll read this year' (The Bookseller), and he's since gone on to publish The Secret Sunshine Project, as well The King is Dead and How to Die Famous for older readers. Benjamin can be found on Twitter as @notagainben tweeting about Rihanna and LGBTQ+ culture to his 10,000+ followers. For those booking the book & ticket option, you will receive the Waterstones exclusive edition of Where Sleeping Girls Lie (RRP £8.99) and a tote bag with exclusive Where Sleeping Girls Lie merchandise.",6,13,GBP,Waterstones,https://schema.org/EventScheduled,2024-03-11T18:30:00Z,2024-03-11T19:30:00Z,Faridah Àbíké-Íyímídé in conversation with Benjamin Dean at Piccadilly,"Join best-selling YA author, Faridah Àbíké-Íyímídé, in conversation with Benjamin Dean about her new book, Where Sleeping Girls Lie",https://www.eventbrite.co.uk/e/faridah-abike-iyimide-in-conversation-with-benjamin-dean-at-piccadilly-tickets-844618094457,london
3 hours 30 minutes,Mobile eTicket,Contact the organiser to request a refund.,"Will Downing With a career that spans over 36 years and 26 albums, Will Downing is one of the most versatile and loved voices of our time.  Known as The Prince of Sophisticated Soul, his repertoire consists of signature interpretations of R&B classics like ""I Go Crazy"", ""Wishing On A Star"" and ""I Try"", with original hits ""A Million Ways"", ""Sorry I"" and the show-stopping duet with Rachelle Ferrell, ""Nothing Has Ever Felt Like This"". His distinctive baritone voice has resonated in the hearts of women world-wide and carved a unique niche in the music marketplace. With fresh melodies and lush arrangements that satisfy all musical palates, Downing continues to serve his fan base through his own Sophisticated Soul record label and sold out tour dates across the country. His latest release entitled “Pieces"" was released on February 10, 2023. He also hosts his weekly radio show The Wind Down which is aired on this site and over 20 stations around the world in the USA, UK, Japan, and Spain. Maysa  We knew and appreciated her even when we didn’t know it. Maysa lent her backing vocals to Stevie Wonder’s “Jungle Fever” soundtrack. We knew her as the best known and best loved of the rotating roster of super talented vocalists who helped create Incognito’s signature jazz/funk throughout the 1990s and into the 21 st Century. Maysa voice – sultry, jazzy and soulful – powered Incognito to international super stardom on a series of albums in the 1990s - “Tribes Vibes a Scribes,” “Positivity,” “100° and Rising,” “Beneath the Surface” and “No Time Like the Future.” Maysa seamlessly made the transition to a solo career that has yielded 14 highly acclaimed albums and sold-out live performances, cementing her reputation as one of the best artists working in the game today. Now as Maysa prepares to release her highly anticipated 14 th studio album – “Music For Your Soul” the public will see her in a different and fuller light. What’s different? Maysa adds the title of label executive to a resume that includes lead and backing vocalist, songwriter and producer. Maysa established Blue Velvet Soul in 2018 to exercise fuller control over all creative and commercial aspects of music making. “I wasn’t getting the kind of publicity or marketing backup for my albums that I thought I deserved, and I just thought if they are going to just throw my music out there, I might as well just throw it out there too and own it,” Maysa recalled. “That is what prompted me to start my own record label. I thought why not.” The learning curve was steep. Maysa knows every aspect of the production side – from songwriting to video production. However, she had a lot to learn about distribution and promotion. Fortunately, a mentor and longtime advisor helped her set up the label. The Blue Velvet Soul Records roll out began in 2018 when she released the songs “You Are Not Alone,” “It’s Gonna Be Alright,” “Loving You is Easy” and “Soft Words” as singles and then as a four song EP titled “The Fab First Four.” The carefully planned roll out of Blue Velvet Records will culminate with the release of “Music For Your Soul” early next year. Sporting 19 songs, “Music For Your Soul” is ambitious in scope. Maysa worked hard to get these 19 songs ‘in the can,’ and could have easily dropped a couple of EPs on various streaming platforms. That is what many people urged her to do. “My colleagues told me don’t do this,” Maysa recalled. “Don’t put 19 songs on the album because nobody has that kind of attention span anymore.” Maysa stood firm because her vision for “Music For Your Soul” is rooted in an idea that hearkens back to a time when music was more than a commodity. With Music “For Your Soul, Maysa” seeks to create an experience that will be the soundtrack for cleaning the house on a Saturday morning, musical sustenance for the long-haul trucker driving down a lonely highway or a mood creator for lovers spending a quiet evening together. “I am going to do full length albums for the rest of my career,” Maysa states. “I don’t want to do the EPs. I want to give people the experience that I had growing up. I loved my albums. I loved listening to both sides.”. While Maysa plans to release “Music For Your Soul” in early 2023, but she’s blessed fans by dropping three singles from the album this year. The single “Whatever” is climbing charts and filling dance floors on both sides of the Atlantic. Aimed directly at the steppers set, “Whatever” is a percolating, percussive, breezy, mid-tempo jam that finds Maysa seductively telling her love interest that she has a single-minded focus on making him happy. The simmering R&B ballad “Just Stay” finds Maysa taking a conversational but sultry tone that finds her dispensing with all pretenses as she asks her man to follow his heart and surrender to love. The Stevie Wonder ballad “Make Sure You’re Sure” holds a special place in Maysa’s heart. That tune appeared on the “Jungle Fever” soundtrack and Maysa served as a backing vocalist on that project. Maysa showcases her jazz chops on this tune as her torchy vocals and the piano engage in a dance. Maysa notes that she always loved the album and plays it frequently, However, her decision to record “Make Sure You’re Sure” and include the tune on her new album were deeply personal. “I went through a little bit of a heartbreak during the pandemic, and that song just jumped out at me, so when I was going through what I went through I decided that I would remake this song.” Maysa is crafting a masterpiece with “Music For Your Soul,” and the world will see that mas- tery when the album drops on March 31. In the meantime, Maysa released the latest single, “I Don’t Mind,” to commercial and critical",18.31,92.8,GBP,Soulgigs,https://schema.org/EventScheduled,2024-03-11T19:00:00Z,2024-03-11T22:30:00Z,Will Downing & Maysa London,Will Downing and Maysa live together for the first time together in the UK,https://www.eventbrite.co.uk/e/will-downing-maysa-london-tickets-649345127757,london
4 hours 30 minutes,Mobile eTicket,Contact the organiser to request a refund.,"AI, Digital, and tech connector bring together those who offer AI-based solutions, those who offer digital-based solutions and tech-based solutions as well as entrepreneurs, company directors, and business people who are interested in implementing the above solutions in their businesses to increase profit and efficiency. We recognize that there is a lot of overlap between AI, digital, and tech and those working in these areas will be able to explore alliances and partnerships. The programme is very simple, we start at 7pm and the hosts will be there to introduce guests to each other. Those who want, can also join the Whatsapp group of the attendees for the night. If you want to do so, once you have purchase your ticket, send a Whatsapp message to 07789740193 with your name and surname and ask to be added to it. Dress code is either business or office attire or smart casual, no T-shirts, no trainers. Set in a stunning six-story Georgian building in the heart of Marylebone and part of the Home House Collection, Home Grown offers a space for like-minded people to network, entertain and grow. For our event, we have reserved a part of the Club and we will mix and mingle and build long-lasting relationships, on a human-to-human level.",7.21,136.14,GBP,London Connector,https://schema.org/EventScheduled,2024-03-11T19:00:00Z,2024-03-11T23:30:00Z,"AI, Digital and Tech Connector event at HomeGrown Club","Welcome to the 5th edition of AI Connector, the last 3 editions were sold out in advance",https://www.eventbrite.co.uk/e/ai-digital-and-tech-connector-event-at-homegrown-club-tickets-826783330197,london
5 hours,Mobile eTicket,Contact the organiser to request a refund.,"Literary translators assemble!Limber up for the 2024 book season with an afternoon of thought provoking panels exploring what it is to be a professional literary translator today. Join us for an afternoon of conversations and networking with fellow literary translators on Monday 11 March just a few minutes' walk from London's Waterloo station. Getting to venueThe event will take place at the striking Siobhan Davies Studios located in London's zone 1 just minutes from Waterloo station and other great transport connections.  Use the Northern Line to Elephant & Castle, take the London South Bank University exit from the station and follow directions to the Imperial War Museum. The venue is also walking distance from Lambeth North and Waterloo stations and served by many bus routes. PROGRAMMEMentorship – how helping you helps me This session will explore different models of mentorship in the literary translation sphere and what these offer to both mentor and mentee.  Allison M. Charette (chair) – founder of the ALTA Emerging Translator Mentorship Program Trine Garrett – Co-Artistic Director of theatre company Foreign Affairs Ruth Martin – former Co-Chair of the Translators Association Rachel Rankin – alumna of the National Centre for Writing Emerging Translator Mentorship schemeNeurodiversity – thinking differently is not a bloody trend Panel speakers will discuss the impact of neurodiversity in creative and freelance workplaces and beyond. Kat Brown – journalist and author of It’s Not A Bloody Trend: Understanding Life as an ADHD Adult whose work on ADHD, mental health stigma and other social and arts commentary has appeared in the Telegraph, Grazia and Woman's Hour Helen Giles – data scientist with autistic-majority consultancy firm auticon Nick Rosenthal – translator, former Chair of the ITI and autism awareness trainer Careering – steering safely to professional success A literary translator often finds the most sustainable, satisfying approach to making a living is to assemble a portfolio career. The panel will discuss professional activities taken up by translators that are complementary to their ‘core’ literary translation pursuits. Paul Russell Garrett – translator, language teacher and theatre-maker Susan Pickford – academic translator and professor of translation studies at the University of Geneva focusing on the history and sociology of professional translators Saskia Vogel – translator and author Publishers – what do editors want? This conversation will explore what publishers expect and hope for from their translators and translations. Elizabeth DeNoma – literary consultant and former acquiring editor with Amazon Crossing Nichola Smalley – translator and former publicist with And Other Stories",44.04,54.88,GBP,Literary Translation Events Ltd,https://schema.org/EventScheduled,2024-03-11T13:00:00Z,2024-03-11T18:00:00Z,The Assembly of Literary Translators,An event for literary translators,https://www.eventbrite.co.uk/e/the-assembly-of-literary-translators-tickets-796840028977,london
3 days 10 hours,Mobile eTicket,Contact the organizer to request a refund.,"After four years in the making we can't wait to share this film with you and hope that you can also join us for the Q&A afterwards and drinks in the Kiln theatre bar. Tickets are free, but there is an option to make a donation if you can afford it. This will help cover some of the costs of screening and support the film.",0,0,GBP,Adrian Tanner,https://schema.org/EventScheduled,2024-03-11T20:00:00Z,2024-03-15T06:00:00Z,The Power of Friendship - film premiere,'The Power of Friendship' is a feature-length documentary about the decline of social connection and what we can do about it.,https://www.eventbrite.co.uk/e/the-power-of-friendship-film-premiere-tickets-838500356137,london
5 hours,Mobile eTicket,No Refunds,"Meet yuv® Colour Ambassadors at the first ever yuv® Colour Sessions event. An exciting education event hosted by Chlöe Swift, tailor-made and led by Grace Dalgleish, Samantha Cusick, Jack Mead and Lydia Wolfe. Join Grace Dalgleish as she dives into the creative process of crafting her first signature palette in 'Palette Talks'. Grace's brand new education session offers an insight into the creative mixing process of colour; a formulation masterclass. Learn how Grace created her signature shades and how she works to blend, layer, and build the colours on stage with a live model demonstration. Sit down with Samantha Cusick as she educates on the 'Business of Commercial Colour'. Sam outlines her story in the industry, the growth of SCL from a single salon model into three central London locations, followed by a deep dive into the world of commercial colour while Sam showcases a live model demonstration. Delve into the world of fashion forecasting and translating trends with Jack Mead and Lydia Wolfe as they share inspirational looks that will put you ahead of the game. This crash course edition of their 'Trend Craft' workshop will take you in a Time Machine and get you future-ready for your fashion-forward clients. Wrapping things up on a high note, we're bringing you a panel discussion that's not to be missed! Our talented artists will be sharing industry insights and advice. Get ready for some creative education, industry secrets, and a whole lot of inspiration!",15,15,GBP,yuv® Beauty,https://schema.org/EventScheduled,2024-03-11T13:30:00Z,2024-03-11T18:30:00Z,yuv® Colour Sessions,"Join yuv® Colour Ambassadors, Grace Dalgleish, Samantha Cusick, Jack Mead, and Lydia Wolfe for a tailor-made educational event",https://www.eventbrite.co.uk/e/yuv-colour-sessions-tickets-828441650277,london
3 hours,Mobile eTicket,No Refunds,Event Speakers:,19.5,32.67,GBP,Steve Curtis,https://schema.org/EventScheduled,2024-03-11T18:30:00Z,2024-03-11T21:30:00Z,Rent 2 Rent Live! Event: 11th Mar (Inperson Ticket page),"The UK's No.1 R2R property networking event, brought to you each month live in-person AND online. ""Your Network is Your Net Worth""",https://www.eventbrite.co.uk/e/rent-2-rent-live-event-11th-mar-inperson-ticket-page-tickets-795368487557,london
