Duration,Ticket_Type,Refund_Policy,Description,LowPrice,HighPrice,Currency,Organizer,EventStatus,StartTime,EndTime,Title,Subtitle,url,City
2 Stunden,Mobile E-Tickets,"Kontaktieren Sie den Veranstalter, um eine Rückerstattung anzufordern.","Im Konzert VIERseitig wird ein Programm präsentiert, das Musik aus allen vier Ecken Deutschlands erforscht. Die vier Chöre schauen gemeinsam nach Norden, Osten, Süden und Westen und zeigen die riesige Vielfalt der Chormusik, die im ganzen Land geschrieben wurde. Dabei tut sich nicht nur regional, sondern auch zeitlich eine enorme Spannweite vom Mittelalter bis in die Gegenwart auf. Ein besonderer Schwerpunkt des Programms liegt in der Musik zeitgenössischer Komponisten. Mit Yannick Wittmann und Rory Wainwright Johnston stehen zwei junge Berliner Komponisten auf dem Programm, die zugleich auch als Chorleiter zu sehen sein werden. Jede Himmelsrichtung wird durch ein von allen ca. 100 Sänger:innen gemeinsam gesungenes Stück repräsentiert. Dabei bringen die vier Chöre selten aufgeführte vierchörige Musik zur Aufführung.  Durch die Vielfalt der Besetzungen vom Kammerchor bis zur groß besetzten Vierchörigkeit und der Epochen vom Mittelalter bis in die Gegenwart erhält das Publikum einen lebendigen Eindruck der Chormusik aus Deutschland in all ihren Formen.",0,18,EUR,Chorverband Berlin e.V.,https://schema.org/EventScheduled,2024-03-10T14:30:00Z,2024-03-10T16:30:00Z,Sonntagskonzert Nr. 3 | VIERseitig,"consortium vocale berlin, Junger Kammerchor Berlin, Kammerchor JEUNESSE Berlin, Kammerchor Vocantare Berlin",https://www.eventbrite.de/e/sonntagskonzert-nr-3-vierseitig-tickets-728802777727,berlin
8 hours,Mobile eTicket,Contact the organizer to request a refund.,"Gather with us with a new cast of raconteurs for this one night only redux special edition! Heaux Tales, mo’ tales…The Black Sex Worker Collective’s iconic “Heaux Tales” Black Sex Worker storytelling event is BACK and bigger than before! Back and still Black The Black Sex Workers Collective presents two nights of storytelling and performances by Black Sex Workers inspired by the seminal feminist text, ‘Women Who Run With the Wolves’ a novel which represents the instinctual nature of women by Clarissa Pinkola Estes. Join us for one or both nights as we sit around the proverbial fire to channel the wild femme spirit of divine Black folk. Our very special lineup includes new and seasoned performers, each of whom is a certified heauxstess with tha’ mostest! This multi-media/intersensory experience aims to re-acquaint us all with our instinctual nature, where we tear apart systems of oppression which have taken us away from who we are. This showcase is an opportunity to join Black Sex Workers to reconnect with the wild spirit that lives within us! Due to stigmatization and the criminalization of sexual labor, Black Sex Worker narratives are often the missing component when we seek enlightenment and progression without our societies and ourselves. Regardless of your gende orgin or choice of labor, we present to you the opportunity to reconnect with your wild nature, as you experience the magic of Sex Worker artistry. The showcases take place at event space Studio DB in Wedding. With a sliding scale of 25-50euro euro, this show is easily accessible to most. [Black] Sex Worker groups are the most underfunded globally, you honor our time and energy by paying for a ticket—as Black people and as Sex Workers, we cannot work for free! With food on sale by the Jamerican (American and Jamaican soul food kitchen), a sober bar option, AND a dance party after the show, how could anyone miss this! There will be an awareness team on site for those who may be triggered or feel uncomfortable in anyway. We will make them visible to you early in the evening. If due to financial need you cannot afford to attend, please email us through the website to access a reduced price ticket OR to volunteer in exchange for free entry! These are very limited options and should only go to those who need it most and who would genuinely like to support our first funded project. Once presales are finished, tickets WILL be available at the door C AST: Curated by MF AKYNOS for The Black Sex Worker Collective featuring words and introduction by Sangria Red with your MC for the evening Serene X Performances by Bishop Black Shayla (Black Sex Worker Collective, Berlin) Natalia The Incredible, Edible, Akynos (BSWC) Music by Ixa Psyborg Serene X is an Afro-Latinx queer sex worker, artist and scholar. They have been in the trade for over 10 years, working as a stripper, companion and pro-domme. Shayla is a in Berlin born & based Black, lesbian, sexy lil thing ‘charging the patriarchy’ for almost a year now. She believes that especially in this white country, more representation of the intersection of being Black, queer and a S€x Worker is very important.She perceives her body as a temple - a temple that makes moneyyyyy!!!🌟 Shayla considers herself a wild womxn whenever using the softness and beauty of her body to take money from men who want to be embraced by her beauty. S€x Work to her means freedom. It is HER choice when to work. It is HER choice which boundaries she sets for the night. It is HER choice who she wants to see. Her work mantra is “Exploit the Exploitation” (-Frau Lexi Dark)💋 Bishop Black (they/them) is a Berlin based, Black British porn performer, sex worker, dancer, theater performer and director. They have worked with some of the adult industry’s most provocative figures including Venice Biennale artist Shu Lea Cheang, directors Bruce LaBruce, Erika Lust, Paulita Pappel, Davey Wavey and more. They also work in cabaret and are a part of the Lunacy collective. In their stage and screen performances Bishop regularly addresses themes of sexual fluidity and race using mythology, occultism, queerness and dance. Instagram: Thebishopblack3000 From a race of bioluminescent extraterrestrial creatures with Nubian features booming in speakers. Natalia is an young queer bipoc artist which also considers sex work as part of her journey to empowerment. Also active in the ballroom scene were she walks the categories face and Vogue fem World reknowned bitch. Queen of the profane.",11.83,54.45,EUR,The BSWC,https://schema.org/EventScheduled,2024-03-10T18:00:00Z,2024-03-11T02:00:00Z,"ONE NIGHT ONLY! HEAUX TALES - RUNNING W/WOLVES, JOURNEY OF TRANFORMATION","ONE NIGHT ONLY - SWers come together to bring a revamped edition of the last storytelling/performance theme. New cast, stories, and venue",https://www.eventbrite.de/e/one-night-only-heaux-tales-running-wwolves-journey-of-tranformation-tickets-837542651617,berlin
2 hours 30 minutes,Mobile eTicket,No Refunds,"WE GOT LIMITED CAPACITY. Because of that we have special seat reservations for 3€ to ensure audience members with this reservation a seat at the show as well as the best seating at the venue. However, you can still come to the show without a reservation and try your luck that way. But no guarantees that you will get a seat. The only guarantee is a FREE SHOT at the door. :) HAPPY HOUR with special discounted drinks offers is from 6.30pm! Berlin's most scenic comedy show will brighten up your evening and make you laugh. Laughing Spree Comedy is a weekly comedy show, hosted by Chris Doering, with an extremely friendly atmosphere and some of Berlin's finest comedians, lots of guest comedians and the occasional first timer. When? Every Sunday & Tuesday Where? The Floating Lounge When again? show start at 7.30pm Each Comedian has 5-7 minutes to make you laugh. This is a donation based show with suggested donations of 10-12€. Seat reservations are only valid till 7.15pm. Please come to the venue before then. No refunds for people who arrive after the show started. See you buoys and gulls aboard. Keep on laughing! Some words from the audience: ★★★★★  ""It was hilarious. Best comedy ever. Will go back there again."" - Xinqi – South Korea ★★★★★ ""So much fun. Chris and co-host drago[s] very entertaining. Also much fun with other guests. Great evening and good venue."" - Estelle - France ★★★★★ ""The comedy was fantastic, and the venue was a blast! Thanks for everything Chris. A truly unique, belly-laugh-filled evening in Berlin."" - Joey - USA ★★★★★ ""Fun evening experiencing European comedy but in English. Nice evening for a very nice price!"" - Robyn - USA ★★★★★ ""I absolutely LOVED my evening on this amazing boat with Chris and all the performers ! They are funny, friendly, respectful and professional. If you just arrived in Berlin and are scared of going there by yourself, don’t be ! I did it myself and I’ll do it again as soon as I get the opportunity. I highly recommend it.""  - Alexia - Indonesia ★★★★★ ""Wonderful experience. Very intimate and inclusive energy from the comedians and the audience too. This is the kind of event that draws the best kinds of people to an enclosed space. I had lots of laughs and I met lots of great people. Definitely worth coming back to Berlin for."" - Chipo - Venezuela ★★★★★ ""Great evening! A very international audience and line-up (from Azerbaijan, Czech Republic, Malaysia to the Netherlands), of all ages, laughing with each other in a foreign language and artists trying out new material. Love how Chris brings this all together. Special evening!"" - Reinoud - Switzlerand★★★★★ ""Great value and a great location which was easy to find. Chris made you feel really welcome. It was a busy night - all seats taken! There were quite a few comedy acts, all very different and both hosts that night were very funny. A very enjoyable evening and highly recommend :-)"" - Shameem - Pakistan ★★★★★ ""Free shots and an awesome night of laughter. Chris took the time to engage the entire crowd and he has a great lineup of comedians to round it all off. Highly recommended!"" - Jody - Ireland ★★★★★ ""HIGHLY RECOMMENDED!! Both solo and group travelers will have a great time with Chris. It's also a good way to meet some new people."" - Zishan - Turkey ★★★★★ ""If you are coming to Berlin DON’T miss this! We’ve been to the usual tourist spots and museums but for the price and time I can vouch that you are gonna have the best time here. Chris & the other guys made us really feel welcome and the diverse culture & jokes of the comedians and guests will make you feel like home."" - Abdulla – Sri Lanka ★★★★★  ""This is one of the funnest & funniest places in Berlin. Definitely worth a stop whether you're a local or tourist. It's absolutely packed! You'll meet people and comics from literally all over the world who are looking to have a good time and poke a little well-meaning fun at you and themselves. Don't be alarmed by the grungy outside, the inside is lovely and cozy. (Only wish I had been able to take pictures!) Add it to your trip!"" - Rowan - Ireland ★★★★★ ""The comedy show was really good and genuinely funny. There were a mix of new comedians as well as seasoned ones. It was great place to meet people as well."" - Hari - India ★★★★★ ""The whole evening was amazing, start to finish. I went alone and tend to be really socially awkward, but ended up being one of the last people leaving as I found myself talking to the performers and the people sat at my table. Chris created a super relaxed atmosphere for everyone. I also have to say he stuck to safety rules re: covid, which many places currently don't and for me personally, that really made a difference. I will for sure go and see the show again, it's definitely a great night out!!"" - Pamela - Argentina  ★★★★★ ""perfect!"" - ""栋辉 - Japan",3.39,3.39,EUR,Laughing Spree Comedy,https://schema.org/EventScheduled,2024-03-10T18:00:00Z,2024-03-10T20:30:00Z,Laughing Spree: English Comedy on a BOAT (FREE SHOTS) 10.03.,It's Berlin's #1 (and only) English Comedy Show on a Boat. On the Spree. It's Laughing Spree Comedy!,https://www.eventbrite.de/e/laughing-spree-english-comedy-on-a-boat-free-shots-1003-registration-787556822657,berlin
3 Stunden,Mobile E-Tickets,Keine Rückerstattungen,"""Steh auf und leuchte - Damit das Glück dich finden kann"" Lesung, Coaching, Konzert  Komm und lass dich von diesem inspirierenden Event mitreißen! Saina Bayatpour liest nicht nur aus ihrem Buch ""Steh auf leuchte"" vor und singt mit Manuel Cortez den gleichnamigen Song, sie zeigt dir zudem auch Wege, wie du in 5 Schritten zu mehr Selbstliebe und Sichtbarkeit gelangst. Hier geht es darum, dein Glück zu finden und es in die Welt zu tragen. Wir möchten dich ermutigen, aufzustehen und dein volles Potenzial zu entfalten. Erlebe eine einzigartige Atmosphäre, in der du dich von Gleichgesinnten umgeben fühlst. Tauche ein in spannende Vorträge und Gespräche, die dir helfen werden, deine innere Stärke zu entdecken. Lerne von ihrer inspirierenden Geschichte und teile deine eigenen Erfahrungen. Gemeinsam werden wir lachen, lernen und uns gegenseitig unterstützen. Sei dabei und lasse das Glück in dein Leben strömen! Dieses Event ist eine einmalige Gelegenheit, um dich zu motivieren und neue Wege zu entdecken. Verpasse nicht die Chance, deine Träume zu verwirklichen und ein erfülltes Leben zu führen. Reserviere dir jetzt deinen Platz und sei Teil dieser besonderen Veranstaltung. Wir freuen uns darauf, dich kennenzulernen und gemeinsam zu wachsen!",11.78,22.38,EUR,Sheciety GmbH,https://schema.org/EventScheduled,2024-03-10T17:30:00Z,2024-03-10T20:30:00Z,Steh auf und leuchte - Damit das Glück dich finden kann - Berlin,"Komm und lass uns gemeinsam aufstehen und leuchten, um das Glück in unserem Leben zu finden - ein persönliches Event, das dich inspirieren u",https://www.eventbrite.de/e/steh-auf-und-leuchte-damit-das-gluck-dich-finden-kann-berlin-tickets-839237862037,berlin
2 Stunden 30 Minuten,Mobile E-Tickets,"Kontaktieren Sie den Veranstalter, um eine Rückerstattung anzufordern.","Evi Filippou - vibraphon, marimba / Robert Lucaciu - bass / Natalia Manta - visuals Ihrer musikalische Forschungsreise liegt eine Vielzahl von Quellen zu Grunde: von den komplizierten Kompositionen der klassischen Musik des 20. und 21. Jahrhunderts, über die temperamentvollen Rhythmen des Jazz bis hin zu beschwörenden Geschichten, die in den Traditionen der Folklore verwoben sind. Als dritte Performerin improvisiert Natalia Manta mit analogen Live-Visuals und schafft so einen Multimedia-Effekt, bei dem weder die Musik noch die Visuals eine begleitende Rolle einnehmen. Die musikalische Reise wird zu einem audiovisuellen Erlebnis.",8.64,11.83,EUR,Jazzkeller 69 e.V.,https://schema.org/EventScheduled,2024-03-10T14:30:00Z,2024-03-10T17:00:00Z,Filippou & Lucaciu feat. Natalia Manta,"Evi Filippou - vibraphon, marimba / Robert Lucaciu - bass / Natalia Manta - visuals",https://www.eventbrite.de/e/filippou-lucaciu-feat-natalia-manta-tickets-808301971957,berlin
2 hours 30 minutes,Mobile eTicket,Contact the organizer to request a refund.,"We meet and sketch each other in Berlin. This is just an art gym that we also exercise our social skills. Afterwards usually we go for lunch as a group. This event is simple, we meet and sketch each other doing portraits. Most of the participants use pencils or watercolors. Main aim is to socialize while we draw. There will be plenty of time to talk and get to know each other. We have to mention that this event is suitable for all levels. Many have started to draw in our event actually. A. Warmup Phase: We pose to each other for 1 minute. B. Main Phase: We pose to each other for 10 minutes. C. Showcase Phase: We show some of the drawings we did to each other. Creative Sessions is an art events group located in Berlin. At the cafe in Berlin. The event is free of charge. I t is advisable to get a drink though. This is a cafe, we need to have at least half of the people on each table with a drink. They accept only cash and most hot drinks cost from 2.50 to 3.50. B ring your own art materials. B y cash at the event or with a Donation ticket here on Eventbrite. Follow us on instagram @icreativesessions Use the hashtag #icreativesessions on your post description there to find out drawings from the event!",0,0,EUR,Creative Sessions,https://schema.org/EventScheduled,2024-03-10T10:00:00Z,2024-03-10T12:30:00Z,Drawing Cafe [#10] Coffee & Sketching in Berlin,Weekly portrait drawing -sketch each other- session. At a cafe in Berlin!,https://www.eventbrite.com/e/drawing-cafe-10-coffee-sketching-in-berlin-tickets-852054216097,berlin
2 hours,Mobile eTicket,Contact the organizer to request a refund.,"TRANSFERENCE – an experiment on sound, light & movementwithYuko Kaseki - butoh danceKriton Beyer - daxophone, light controllerTeo Vlad - light ninjaTeaser: https://www.youtube.com/watch?v=1Od35yBPSxcHomepage: https://kritonbeyer.com/enlightenment/Facebook Event: https://www.facebook.com/events/922284289407832 TRANSFERENCE is an inter- and transdisciplinary art and performance project that explores the phenomena of sound, light and movement from three different perspectives of three different art forms.Three performers – a musician, a dancer and a moving light designer – influence each other through their interaction and fundamental interplay and, similar to the fundamental forces of physics, transfer this influence to the audience.The Kleiner Wasserspeicher, a historic water reservoir in Prenzlauer Berg, was deliberately chosen as the venue, and the performance is adapted to its unique architectural and acoustic characteristics in a site-specific way.Warm clothing is recommended. Only limited seating possibilities.Venue: Kleiner WasserspeicherAddress: Diedenhofer Straße, 10405 BerlinDate: 9 March 2024Doors: 19:30 / Start: 20:00Admission: 15 / 10 EURKindly supported by: Projektförderung des Bezirksamts Pankow von Berlin & Uferstudios für Zeitgenössischen Tanz",17.17,17.17,EUR,Kriton Beyer,https://schema.org/EventScheduled,2024-03-10T19:00:00Z,2024-03-10T21:00:00Z,"TRANSFERENCE – an experiment on sound, light & movement  (DAY 2)","interdisciplinary art & performance project that explores the phenomena of sound, light and movement",https://www.eventbrite.de/e/transference-an-experiment-on-sound-light-movement-day-2-tickets-828357689147,berlin
1 hour 45 minutes,Mobile eTicket,Refunds up to 1 day before event,"Welcome to ""Comedy Vulvas,"" the ultimate playground for womxn comics to experiment, push boundaries, and develop new material. Come for the comedy, stay for more comedy! Spend your Sunday evening with funny vulvas! It's in English! English Stand-up Comedy, Babe! 🚫 We are cencored by Facebook due to the word ""Vulva"". Now unable to do paid marketing, we fully rely on word-of-vulva. Help us spread the word! ⭐⭐⭐⭐⭐ “My jaw is hurting from all the laughs!!"" - Franziaka, Berlin ⭐⭐⭐⭐⭐ “It's so funny I laughed so hard, despite being German"" - German dude who loves karaoke ⭐⭐⭐⭐⭐ “This is my first time watching live stand-up comedy. It’s way better than my first time having sex!” - Cute girl with curly hair ⭐⭐⭐⭐⭐ “I was here last week, and I come back again this week with more friends. They all loved it too!” - Hot turkish guy from Luxembourg ⭐⭐⭐⭐⭐ ""I had a blast. Can't wait to come back!"" - Emilio, Argentina ⭐⭐⭐⭐⭐ ""Great vibes and even better jokes."" - Oliver, Australia ⭐⭐⭐⭐⭐ ""Each comedian is like a magician, turning words into laughter in ways I couldn't imagine. "" - Laila, Egypt ⭐⭐⭐⭐⭐ ""The host's energy lit up the room! Easily the best Asian comic in the city. Had us in stitches from start to finish. "" - John, UK ⭐⭐⭐⭐⭐ ""Each act was unique, it was incredible!"" - Lily, UK ⭐⭐⭐⭐⭐ ""These ladies are comedy powerhouses!"" - Anna, Poland ⭐⭐⭐⭐⭐ ""Berlin's best-kept secret :)"" - Kai, Germany ⭐⭐⭐⭐⭐ ""Not only was the comedy great, but the beer and cake were fantastic too! "" - Carlos, Spain ⭐⭐⭐⭐⭐ ""It's my go-to place for a guaranteed good laugh"" - Simone, Italy ⭐⭐⭐⭐⭐ ""Smart, sassy, and spot-on"" - Erik, Sweden 🍑🍑🍑 Lineup 🍑🍑🍑  🎤 Nora Anderson 🇸🇪 (IG: @jadedbiitch) 🎤 Sofia May 🇺🇸 (IG: @sofiamaycomedy) 🎤 Mairita Rosicka 🇱🇻 (IG: @futurmamma) 🎤 Zoe Langer 🇩🇪 (IG: @zoe__langer) 🎤 Ster Voorpijl 🇳🇱 (IG: @ster_wars) 🎤 Sepideh 🇮🇷 (IG: @sepcomedy) 🎤 Host by Moni Zhang 🇨🇳 (IG: @moni.zhang.comedy) Winner of Berlin New Standup Award 2019 & Founder of Berlin Mental Health Festival. Moni is featured by BBC, Euronews, Scottish Field, and The Scotsman. She produces & performs at stand-up comedy shows all over Berlin and in UK. Check more at www.monizhang.com ### Ticket ### 🤑 This ain't no free comedy. It's a Pay What You Want comedy show. How does it work? You get to decide how much to donate AFTER you've laughed your butt off. If you're planning on soaking up the jokes without leaving a tip, better skip this comedy show! 💰 We suggest a donation of 10€ - 15€. 💰 Students & unemployed 7€ - 12€. 💰 We accept cards & cash. ### When & where ### Entry & Drinks & Mingle: 8pm Comedy Time: 8.30 - 9.45pm 📍Kohlenquelle: Kopenhagener Str. 16, 10437 Berlin. Close to S+U Schönhauser Allee",0,0,EUR,Crazy Noodle Comedy by Moni Zhang,https://schema.org/EventScheduled,2024-03-10T19:00:00Z,2024-03-10T20:45:00Z,Comedy Vulvas: Comedy by Vulvas | English Stand-up Comedy Open Mic 10.03.24,"All Female Lineup Stand-up Comedy Open Mic on Sunday, in English. Stand-up comedy, babe!",https://www.eventbrite.de/e/comedy-vulvas-comedy-by-vulvas-english-stand-up-comedy-open-mic-100324-registration-843474343467,berlin
NA,Sold out,"Kontaktieren Sie den Veranstalter, um eine Rückerstattung anzufordern.","P.S STUDIO 132 & Sunday Catharsis laden Sie zu einem besonderen Erlebnis in Form einer Reihe psychologisch fokussierter Workshops ein. Durch projektive Techniken wie Zeichnen, Tonmodellieren und Kollagenherstellung konzentrieren wir uns auf den Prozess des Selbstausdrucks und der Reflexion. Innerhalb von vier Wochen durchlaufen wir ein Programm mit 4 Modulen: Psychosomatik; Stress; Bewusstsein und Unterbewusstsein; Wir arbeiten mit Farben, Texturen und anderen Ausdrucksmethoden, die uns dabei helfen, unser Leben zu verwirklichen 28.02.24 Gefühle materialisieren04.02.24 Pshe&Soma10.03.24 Ich, ich und die anderen, Spiegel17.03.24 Ich fühle in Farben 1️⃣ Psychologischer Workshop mit Tonanwendung🌈 Taucht ein in die Tiefen eurer Psyche durch die kreative Kraft der Tonerde. Wir werden Gefühle materialisieren, diskutieren und unsere Erfahrungen reflektieren. Es ist eine fantastische Möglichkeit, sich zu entspannen und gleichzeitig in die Feinheiten unseres Geistes einzutauchen.2️⃣ Psychosomatischer Fokus🤯 Begleitet uns bei einem Workshop, der sich mit psychosomatischen Verbindungen befasst. Wir bieten Einblicke in die Geist-Körper-Beziehung und nutzen Gestaltpsychologie und Konstellationen. Es ist eine Reise der Selbstheilung und des Verstehens der tiefen Wechselwirkungen zwischen Geist und Körper.3️⃣ Persönliche Geschichten & Reflexion🔄 Dieser Workshop dreht sich um persönliche Geschichten, die als Spiegel dienen und Einblicke in uns selbst und unsere Interaktionen mit der Welt bieten. Theoretische Diskussionen werden neue Türen in der angewandten Psychologie öffnen, gemeinsames Teilen und Klären fördern.4️⃣ Großes Finale: Kreativität & Verfeinerung🎨 Unser abschließender Workshop konzentriert sich auf Kreativität und die Verfeinerung eurer Lebensleinwand. Durch Malen werden wir verschiedene Situationen und Emotionen materialisieren, Intuition und Spiritualität entfalten. Es ist eine wunderbare Möglichkeit, die Serie mit lebendigen Strichen zu eurem persönlichen Meisterwerk abzuschließen.Wir würde uns freuen, wenn ihr an diesen transformierenden Erfahrungen teilnehmt! Ticket station:https://www.materialgirls.de/shop/p/sunday-catharsis-workshop-berlin",54.45,54.45,EUR,Victoria Grozeva & Dr.Kristina Delcheva,https://schema.org/EventScheduled,2024-03-10T13:00:00Z,2024-03-10T17:00:00Z,"Psychology-orientated workshops ""Sunday Catharsis""",besonderes Erlebnis in Form einer Reihe psychologisch fokussierter Workshops,https://www.eventbrite.de/e/psychology-orientated-workshops-sunday-catharsis-tickets-812301043287,berlin
NA,Sold out,"Kontaktieren Sie den Veranstalter, um eine Rückerstattung anzufordern.","Ein Kernelement der Gewaltfreien Kommunikation (nach Marhshall Rosenberg) ist es, die Verbindung zu dir und anderen Menschen zu vertiefen. DIe GFK ist ein bedürfnisorientierter Kommunikationsprozess und eine sehr wirksame Methode, um mit dir selbst und anderen in Verbindung zu kommen. Indem du lernst die GFK anzuwenden, wird deine Kommunikation mitfühlender und wertschätzender und es wird dir auch leichter fallen, Missverständnisse und Konflikte leichter zu lösen.In unserem 3-tägigen GFK-Einführungsseminar in Berlin lernst du:",374.09,374.09,EUR,NEURES Akademie,https://schema.org/EventScheduled,2024-03-09T08:30:00Z,2024-03-09T16:00:00Z,Einführung in die Gewaltfreie Kommunikation (GFK) in Berlin & Online,"3-tägiges Einführungsseminar, für alle, die lernen möchten, die Verbindung zu sich selbst und ihren Mitmenschen zu vertiefen.",https://www.eventbrite.com/e/einfuhrung-in-die-gewaltfreie-kommunikation-gfk-in-berlin-online-tickets-826801705157,berlin
