Duration,Ticket_Type,Refund_Policy,Description,LowPrice,HighPrice,Currency,Organizer,EventStatus,StartTime,EndTime,Title,Subtitle,url,City
1 hour 30 minutes,Mobile eTicket,Contact the organizer to request a refund.,"For anyone living with ADHD, or alongside of a loved-one with ADHD, please join us for an exploration of the experience, impact, and support options for adult ADHD*. This presentation will be delivered with a focus on the impact of ADHD in all areas of life including faith, and how churches can build safe and supportive communities for individuals living with ADHD. The presentation will be informed by neurodiversity-affirming principles. During this session we will also interview Rev. Simon Carter who was diagnosed with ADHD as an adult and he will share from his experience. *Please note, the focus will be geared towards adults. This Spotlight session will be recorded for those who have paid,but are unable to attend due to life circumstances. You will be given access to the recording for a limited time. Unauthorised copying, and distribution without authorisation is prohibited. This is not to be shared more broadly. Please register online and you will be able to let us know you would like to watch this recording after the event. If you are experiencing financial hardship, and are keen to attend this seminar, we have a limited number of tickets available at the reduced price of $10. Please email us at mentalhealthinstitute@mac.edu.au and we will be happy to provide you with a code. Sarah Hindle is a clinical psychologist with a long-term interest in Attention-Deficit Hyperactivity Disorder (ADHD), and has a current focus on the therapeutic support of adults adjusting to a late-diagnosis. She particularly enjoys clinical work addressing the interplay between ADHD and it’s co-occurring conditions, and the secondary mental-health impact that often accompanies a diagnosis later in life. She lives at home with her family and attends church in the inner-west. Save these dates in your diaries: 11 March – Living with Adult ADHD Matters with Sarah Hindle 13 May - Social Media and Mental Health with Leisa Aitken 17 June - Living with the Impact of Childhood Trauma with Ruth Holt 22 July - Social Anxiety with Lauren Errington 12 August - Burnout with Valerie Ling 9 September - Suicide Prevention with Sarah Piper 21 October - Depression with Lyn Worsley 11 November - Borderline Personality Disorder with Neil Jeyasingam",25,25,AUD,Mental Health & Pastoral Care Institute,https://schema.org/EventScheduled,2024-03-11T08:00:00Z,2024-03-11T09:30:00Z,Spotlight Session: Living with Adult ADHD Matters,"Join us for an exploration of the experience, impact, and support options for adult ADHD",https://www.eventbrite.com.au/e/spotlight-session-living-with-adult-adhd-matters-tickets-813560991827,sydney
1 day 4 hours,Mobile eTicket,Contact the organiser to request a refund.,"PLEASE NOTE: Masterclass is postponed due to speaker illness.Anne Henderson, who was due to fly in from Washington, has fallen ill. We are in contact with Anne and wish her a speedy recovery. TUESDAY WILL GO AHEAD AND WE LOOK FORWARD TO WELCOMING YOU THERE! CSNSW looks forward to welcoming you for this two-day immersive event. It will be a crucial springboard for continuing the conversations in 2024 to further explore our collective impact to work in mutually supportive and reinforcing ways, to build and sustain flourishing communities. Fee for event registration: At this time, it is important to acknowledge previous Commonwealth Government funding that was available to cover the costs of prior CSNSW Symposiums. As of 2024, CSNSW has had to introduce registration fees. However, mindful that we want to welcome as many stakeholders from across our broad Catholic community, we are keeping the cost as low as we can. The charge will be $160 – which will include: •Full day Symposium on Tuesday 12 March•Copy of Everyone Wins: Evidence for Family-School Partnerships and Implications for practice co-authored by our International presenter Anne Henderson•Bonus Masterclass (3 hour, plus lunch) with Anne Henderson on Monday afternoon 11 March Tickets are limited so remember to register early to avoid disappointment and pass details on to your colleagues and partners, inside and beyond the school gate. The two days will be everything you have come to expect from CSNSW Professional Learning: •Catholic & Inclusive•Evidence-based•Connection Focused We look forward to seeing you there!",160,160,AUD,Me,https://schema.org/EventScheduled,NA,NA,Connected Catholic Communities: Masterclass & Symposium 2024,Belonging & Flourishing,https://www.eventbrite.com.au/e/connected-catholic-communities-masterclass-symposium-2024-tickets-824882956127,sydney
3 hours,Mobile eTicket,Contact the organizer to request a refund.,"Crossroads Sydney: Catholic Young Professionals Talk Join us for an exciting event where Catholic young professionals (18-35 years old) will enjoy a social yet formative evening including two short talks, canapes dinner, and plenty of time to socialise. This in-person event will be held at The Occidental Hotel, York Street Sydney (near to Wynyard Station) and will kick off at 5:30 for a 6:25 talk. 5:30PM - Doors open6:25PM - ""Vocation"" by Fr Piotr Kruk OP6:45PM - Break7:00PM - ""Anti-Faith & Anti-Freedom Challenges Today"" by Monica Doumit7:20PM - All welcome to stay until late We will be joined by Father Piotr Kruk OP, a Domican Priest who has served as a Parish priest in the Parramatta Diocese and currently as the Chaplain at Campion College, and Monica Doumit, a multi-disciplinary professional whose education and experience has seen her traverse law, bioethics, communications and politics, leading her to her current role as the Director of Public Affairs and Engagement for the Archdiocese of Sydney and a columnist with The Catholic Weekly.",11.9,11.9,AUD,Crossroads Sydney,https://schema.org/EventScheduled,2024-03-11T06:30:00Z,2024-03-11T09:30:00Z,Crossroads Sydney (March),"A social and formative event for Catholic Young Professionals who live, work, or study in the Sydney CBD.",https://www.eventbrite.com/e/crossroads-sydney-march-tickets-844102983747,sydney
8 hours 30 minutes,Mobile eTicket,Refunds up to 30 days before event,"Dental Receptionist Course-  This programme does exactly as it says on the tin.  It helps the Front of House Team who are involved in handling new and even existing enquiries to turn more of those enquiries into appointments and ultimately long-term patients.  From First Call to Long Term Patient — One Day Reception Programme Dental Practices spend thousands of dollars each year marketing and attracting leads to the practice. Each lead needs to be treated correctly to ensure that the patient enquiry turns into an appointment, and ultimately a client. This becomes even more important as patients are shopping around for their treatment. If a patient stays as a patient with you for 10 years and they join a membership plan, then they could be potentially worth more than $10,000 to you. That is why the 'Front of House Team' are the most important people within the Dental Practice and often the least trained. This programme is a mixture of presentation, facilitation, discussion and hands on coaching to develop the skills, so that you stand out from the other dental practices and ensure that you turn your enquiries into appointments. We will coach members of your dental practice management on how to take an enquiry from that very first call and turn it into an appointment, so that ultimately they can become a long term patient. Outcomes On this packed one day programme, delegates will be coached on how to: Ready to Book? Reserve Yourself a Place Now!",824.4,959.04,AUD,Dental Events Australia,https://schema.org/EventScheduled,2024-03-10T21:30:00Z,2024-03-11T06:00:00Z,Ashley Latter's Dental Reception Course - Sydney 2024,Reception Courses - This programme does exactly as it says on the tin.  It helps reception staff or any members of the practice team.,https://www.eventbrite.com.au/e/ashley-latters-dental-reception-course-sydney-2024-tickets-667842794777,sydney
3 hours,Mobile eTicket,Contact the organiser to request a refund.,"Join professional singers, sound healers and vocal coaches Katrina Noela and Lou Van Stone for an unforgettable journey of self-discovery and vocal empowerment. As we merge the captivating world of musical theatre with the transformative power of sound healing and personal development. We invite you to embrace the essence of who you are, to be seen, heard, and celebrated in a holistic, nurturing environment. Discover Your Unique Sound In this workshop, we will celebrate the union of Musical Theatre showmanship with the soulful exploration of sound healing and intuitive voicework. Imagine if musical theatre and sound healing had a baby – that's the magic you'll experience here. It's a space where you can step into the limelight, discovering your true voice and expressing your emotions with courage and authenticity. It’s where The West End meets Woo Woo! Unlock Your Vocal Potential Whether you've been told you can't sing or you've been waiting in the wings of your own life, now is your time to shine. Through expert guidance and compassionate support, you'll learn techniques to strengthen and refine your voice, no matter your level of experience. There's no judgment here, only a safe space to explore, play, and embrace the beautiful secrets of your voice. Sing Your Heart Out Experience the transformative power of musical theatre as we delve into the emotional nuances of storytelling through song. From heart-wrenching ballads to uplifting anthems, each melody is a gateway to emotional release and healing. Together, we'll navigate the depths of our emotions, clearing away obstacles and uncovering the soul's song hidden within. What you will experience - Vocal technique instruction tailored to all levels and abilities - Holistic healing support and personal development mindset coaching - Emotional storytelling through musical theatre songs - Opportunities for emotional release and heart-opening exploration - The pure joy of singing with like-minded and like-hearted people - Tools and techniques to continue your vocal journey beyond the workshop - An intimate and moving concert from Katrina and Lou Join Us and Reclaim Your Voice Whether you're a seasoned singer or taking your first steps onto the stage, ""Reclaim Your Voice"" invites you to tap into the power of your voice and uncover the beauty within. It's time to sing your unique song out into the world – are you ready to reclaim your voice? 📅 Date: Monday 11th March 🕒 Time: 6-9pm 📍 Location: Temple On The Park 158 Australia St, Newtown NSW 2042 Investment: $97 More about your Hosts Meet Katrina Katrina Noela, Sound Healer, Quantum Vocalist & Expression Coach is passionate about helping people align back to their true selves by unlocking and releasing unspoken vibrational blocks to give greater voice to their true feelings and gain back the power and freedom of their whole Voice. A graduate of the Victorian College of the Arts, Katrina has performed across the globe in Australia, Italy, Malaysia, Vietnam, New Zealand and on TV, such as The Voice, she is known for commanding a highly emotive room and stage, large or small, with an authentic connection that audiences of all ages relate to. Originally coming from an operatic heritage and over 25 years of classical training and professional experience that includes La Traviata, Magic Flute, Pearl Fishers, Pirates of Penzance and more, her vocal repertoire features famous diva ballads through to powerful show-stoppers from Opera, Musical Theatre, Jazz, Contemporary and more. Attendees to her many events and workshops enjoy her naturally calming effect, as she shares her knowledge from professional vocal performances, teaching and facilitating educational and interactive workshops as well as her own transformational journey. She loves guiding her clients towards balanced expression, empowered voice, emotional expansion, energetic release, strengthened vocal technique, freedom and happiness for voice, body and spirit! Meet Lou Celestial singer, sound healer, composer and vocal coach, Lou Van Stone deeply moves audiences worldwide with her soaring, ethereal voice with a five octave range. Lou has a Music Degree from Southern Cross University and is a graduate of the N.R. Conservatorium. She has studied at The Royal College Of Music in London and with leading soprano, Jane Edwards in Sydney and renowned Jazz Singer Kerrie Biddell. Lou performs regularly at festivals Australia-wide and overseas. The versatility of Lou’s unique sound, means that she embraces several genres. From operatic arias, musical theatre, jazz and contemporary, to blissful, meditative soundscapes, luscious live looping sets and euphoric dance anthems. Lou is signed to three dance music labels and continues to create moving, original music, that is showcased in her live performances. Lou facilitates transformational vocal workshops in Australia and overseas, as well as deeply moving sound healing journey events that have a profound effect on attendees. Both sound priestess and shaman, Lou channels divine music from deep in the earth and high in the heavens. This transcends singing, it’s sonic surgery, penetrating deep into your cells, leaving them vibrating with light. Prepare to be transported to another dimension. Testimonials - Lou: ""I believe that once in every millennium, God brings forth a voice that can surpass all others and bring those who want to listen, closer to the Divine. You do that for me and many other people that I know"". Paul Bulbert, Newcastle “Finally my search for a good voice teacher ended when I met Lou. Straight away she impressed me with her singing talent but also teaching skills and ability to pass on not only techniques but also passion for singing. The whole workshop was very well organised and thought through to leave people equipped with a range of different tools to improve their voices as well as healing abilities. The day with Lou left me totally inspired and uplifted. I would absolutely recommend Lou’s singing workshops to anyone.” Anna Surowiec (Cheltenham, UK) “Lou’s ‘Singing for Serenity’ vocal workshop was a wonderful experience that I thoroughly enjoyed. I particularly benefited from the sound chakra toning. Well worth driving all the way from Brisbane to Lismore for a day to attend it, and I look forward to singing with you again in the near future. PS: Lou’s CD’s are inspired by angels ! ” Dave Hume, Brisbane ""Lou's workshop was not only a wonderful experience, but also provided valuable strategies for me to use in therapy. I can now use voice and sound healing as an alternative modality to enable work on energetic levels other than the physical. We are all energy so naturally respond to sound. Thank you Lou."" Cait Devey, Adolescent Case Manager & Family Therapist, Mission Australia “Thanks for a beautiful day. I really enjoyed coming into a different place and remembering the healing qualities of sound. Great!! You have a lovely presence.” Lisa Kesztler, Music Student, Southern Cross University “I loved the workshop, I found it really helpful to use my voice, in front of other people for the first time even. It was a great relaxed and safe space to do that in. I loved ‘Singing For Serenity’ and feel so much better for having done It.” Shay Colyer, Australia “Thank you Lou for a most enriching day, I totally loved the Singing For Serenity workshop”. Valerie Blake, Retreat Founder, Chalais, France Testimonials - Katrina: TARSILA MOTTO, VOCAL STUDENT & SOUND HEALER Katrina is a master hold spacer who make you feel so comfortable and safe to open up for deep healing, empowering you to release your voice and reclaim your power back from the depths of your soul. Her voice intertwines with the Crystal bowls in perfect harmony and resonance…a gift to the world! Thanks Kat for your support on this journey! ELLA LEVY, EVENTS PRODUCER You're a treasure to work with. Wish everyone was as professional as you. You're one of the best I've come across and I work with a lot of artists and musicians! ELANOR PARSONS , MELBOURNE OPERA COMPANY A thrilling and exciting performer, whose sweet voice is nearly as captivating as her incredible personality that shines through on stage. CHRIS BALDOCK , THEATRE DIRECTOR Spine tingling, beautiful and confident. A stunning voice. I could have listened to, and watched you for hours. Thank you, you brought a tear to my eye. ALEX You are so talented. I am amazed at your singing and sound bath talent. Yummy energy! APPLE AUSTRALIA MANAGER Our guests loved you. Your genuine nature warmed the room instantly. It was very engaging.",104.02,104.02,AUD,Lou Van Stone Music,https://schema.org/EventScheduled,2024-03-11T07:00:00Z,2024-03-11T10:00:00Z,Divine Voices Singing Workshop with Lou Van Stone and Katrina Noela,Where Musical Theatre meets Sound Healing and Intuitive Voicework. Discover your own true voice with expert guidance in a nurturing space.,https://www.eventbrite.com.au/e/divine-voices-singing-workshop-with-lou-van-stone-and-katrina-noela-tickets-826497415017,sydney
2 hours,Mobile eTicket,No Refunds,"AACDS, together with Inmode, are holding a CPD workshop evening! Date: Monday, 11th March 2024 Time: - 6:30 pm - 8:30 pm Venue: Aspire Training Clinic : Suite 101/10-12 Clarke St, Crows Nest NSW 2065 Aesthetics CPD and AACDS are excited to announce our next CPD workshop in Sydney on the 11th of March 2024. This workshop will focus on utilising a multi-treatment approach in clinical practice. We will be showcasing technologies to contour, tighten and rejuvenate in one treatment. Live demonstration of the three-step lifting technique utilising the Morepheus8, Minifx& Forma devices. LIMITED SPOTS AVAILABLE. The exclusive event includes welcome drinks, canapés and an educational presentation. SPEAKER OF THE EVENT Dr. Osanda Wikeratne Osanda is a Medical Administrator & GP with special interests in dermatology and cosmetic medicine, he is currently the Australian regional medical director of Recovery, the world’s leading laser tattoo removal company. he propagates his passion for early detection and prevention of skin cancers as well as laser, rf and other dermal therapies to treat all manner of skin ailments and cosmetic concerns. He is also a health services, digital & tele-health clinical governance expert and medical advisor DATE - Monday 11th March 2024 TIME - 6:30pm to 8:30pm WHERE - Aspire Training Clinic Suite 101/10-12 Clarke St, Crows Nest NSW 2065 WHO SHOULD ATTEND - Doctors, Nurses, Dermal Therapists, Skin Therapists and Practice Owners Ticket price $49 inc GST - Non-AACDS Students Graduates $39 inc GST - All Past & Current AACDS Students Please use code ""AACDS"" to obtain discount",49,49,AUD,Australasian Academy of Cosmetic Dermal Science and Aesthetics CPD,https://schema.org/EventScheduled,2024-03-11T07:30:00Z,2024-03-11T09:30:00Z,CPD Event in Sydney 2024,AACDS together with Inmode are delighted to announce our next CPD Workshop Evening in Sydney.,https://www.eventbrite.com/e/cpd-event-in-sydney-2024-tickets-829681107527,sydney
1 hour 30 minutes,Mobile eTicket,Refunds up to 1 day before event,"“NAFA Chat” is a friendly forum held at Forrester's in Surry Hills. Come join us on the second Monday of the month from February to November (excluding public holidays). Each meeting begins with industry announcements where various castings, crew calls, and industry events are pitched. Next, in the fireside chat, the Guest Speaker inspires the group by sharing their insights into industry trends. Pete Malicki is a highly accomplished creative artist, with global success as a playwright and filmmaker along with countless credits as a senior producer and industry leader. He is best known as the creator of World Monologue Games, an international performance showcase described by the media as ""the Olympics for actors"", and as a monologue specialist whose work has been produced over 1,300 times and won scores of awards. Leveraging experience he gained from not only the arts industry but from a parallel corporate career as a business analyst, learning and development specialist and project manager, Pete set up Undo Redo Entertainment. Undo Redo runs six brands in arts, entertainment, publishing, and IT and works with thousands of artists annually including prominent industry leaders such as Emmy winners. His greatest passion is to help artists carve out a financially sustainable pathway for themselves, which he does both as a coach and through the Creative Industries Future Leaders Incubator, which he runs with his wife Lisa.",16.99,16.99,AUD,NAFA (Networking Action for Filmmakers & Actors),https://schema.org/EventScheduled,2024-03-11T07:00:00Z,2024-03-11T08:30:00Z,NAFA Chat | Pete Malicki | What is ‘value’ for artists?,"Networking and education for actors, screenwriters and filmmakers. We meet monthly with guest speaker Q&A. All welcome with happy hour!",https://www.eventbrite.com.au/e/nafa-chat-pete-malicki-what-is-value-for-artists-tickets-844094408097,sydney
2 hours,Mobile eTicket,Contact the organiser to request a refund.,"A vast land of rock and water, the presence of the Earth Mother is everywhere in the Kimberley of Australia's far north west. She speaks through her Rainbow Serpent Mother, her Guardians and Ancient Ones and the Elementals and Nature Spirits that abide there. They all have something to say and share with you. Ocha invites you to travel with her on a meditational journey to receive from the great light of these ones for your divine child to come out to play. This is the spontaneous, creative energy of the New Earth inside of you.There will be Q&A after. ABOUT OCHAAs a messenger for the Mother Earth and Keeper of the Earth Heart Axis, Ocha assists others to fully ground and receive through the Earth’s great life support system. This is essential for humanity’s good health and well-being, as well as for one's power of creation and manifestation. Being grounded stabilises our mind, body, soul and spirit so we can anchor our higher self through the physical body.Ocha has assisted people all around the world through her courses, sacred journeys, Earth ceremony and personal session work and has travelled to many global portals to receive this body of work.Her previous background as an environmental ecologist and educator has helped her to bridge the spiritual and scientific worlds with ease.For more information: https://ochasheehan.com/ochahttps://www.facebook.com/ochasheehan AOL is blessed to be hosting 2 incredible speakers in the same week of March Special offer in March! Bring a friend for free or see 2 events for the price of one! Monday 11 March - Ocha Sheehan plus: Thursday 14 March - John Levine - Healing with Aplha Music https://www.eventbrite.com.au/e/healing-through-music-with-john-levine-alpha-music-tm-composer-tickets-824972905167?aff=oddtdtcreator",17.19,29.89,AUD,Academy of Light,https://schema.org/EventScheduled,2024-03-11T08:30:00Z,2024-03-11T10:30:00Z,"Receive the Great Light of the Kimberley, Australia with Ocha Sheehan","Come join us in Kimberley, Australia and bask in the magnificent light with Ocha Sheehan - an unforgettable event that'll leave you in awe!",https://www.eventbrite.com.au/e/receive-the-great-light-of-the-kimberley-australia-with-ocha-sheehan-tickets-824955162097,sydney
NA,Sold out,Contact the organiser to request a refund.,"MindChamps @ Mascot Stay & Play Session Join us for an exciting and interactive Stay & Play Session at MindChamps Early Learning & Preschool @ Mascot. Our sessions are designed to provide a fun and engaging experience for children under 5 years. During the session, children will engage in imaginative play, sensory experiences, and hands-on learning. Our experienced educators will guide them through creative play stations, encouraging their curiosity and fostering their cognitive development. At MindChamps, we believe in nurturing every child's potential. These sessions are a great opportunity for parents to witness firsthand how our unique curriculum supports children's holistic growth. Register now to secure your child's spot. We look forward to welcoming you and your little ones for an unforgettable experience!",17.19,17.19,AUD,MindChamps Australia,https://schema.org/EventScheduled,2024-03-10T23:15:00Z,2024-03-11T00:15:00Z,MindChamps @ Mascot Stay & Play Session,Join us for a fun-filled Stay & Play Session where you and your child can engage in exciting activities and unleash your creativity.,https://www.eventbrite.com.au/e/mindchamps-mascot-stay-play-session-tickets-824943487177,sydney
NA,Sold out,Contact the organiser to request a refund.,"Return safely to exercise with your bub and meet other mums whilst having a great workout. In a supported and welcoming environment, improve cardio fitness, work on tone and strength, and build up core strength. Open to all, this class is ideal for new mums returning to exercise. Make sure you bring along a towel or exercise/yoga mat, water bottle and some soft toys to entertain bub. Always consult your GP or medical practitioner before undertaking exercise. Every Mum deserves this! It is self care, community, connection and so so important for mental health that you look after you too.",12,12,AUD,Fernwood Fitness Kirrawee,https://schema.org/EventScheduled,2024-03-11T00:30:00Z,2024-03-11T01:30:00Z,Mums & Bubs at Fernwood,"Return safely to exercise with your bub and meet other mums whilst having a great workout. In a supported and welcoming environment, improve",https://www.eventbrite.com.au/e/mums-bubs-at-fernwood-tickets-844160245017,sydney
