Duration,Refund_Policy,Description,LowPrice,HighPrice,Currency,Organizer,EventStatus,StartTime,EndTime,Title,Subtitle,url,City,Ticket_Type
2 hours,Contact the organizer to request a refund.,"On the company side, we have CTOs who can write code blindfolded, VP of Engineering who have a black belt in project management, and talent acquisition leaders who have recruited more people than McDonald's has served hamburgers. And on the attendee side, we have techies who know how to turn caffeine into code and can make an app out of thin air. This event is not just about networking, it's about connecting with fellow mid-/senior tech pros in the industry, sharing a laugh or two, and maybe even finding your next career move. So come join us for a unique networking event where job seekers take the driver's seat! We will: listen to short and sweet pitches by CTOs and hiring teams and vote best pitch (who said that corporate evaluation can't be fun?), talk all things tech, network and run speed interviews, meet faces behind our fav tech brands, and see what our local tech has to offer this season. Curious techies and job seekers never pay fees to attend our events. If you’re hiring and are looking to present, network and hire at this event, please register here. If you are a part of a tech/community group and are interested in joining forces, please email us at hello@outgeek.org. What’s the next step? Register now and our event director will be in touch a few days prior to the session with event details, agenda, speakers, employer information and jobs. What if my current employer attends the event? We will notify you when your employer joins the session. Disclaimer An event ticket does not guarantee admission due to the theme restrictions (full-stack, back-end, product-only) and roster of posted vacancies. We work with mid- and senior-level IT talent, and rarely see entry-level positions advertised at our sessions. Refunds Our events are free for talented tech enthusiasts seeking new job opportunities. www.outgeek.org",0,25,USD,OutGeekWomen - Badass Pros,https://schema.org/EventScheduled,2024-03-12T17:00:00Z,2024-03-12T19:00:00Z,Women in Tech Berlin - OutGeekWomen,"All the badass women in tech, are you in? #outgeekwomen",https://www.eventbrite.com/e/women-in-tech-berlin-outgeekwomen-tickets-740985376207,berlin,NA
2 hours,Contact the organizer to request a refund.,"There will be short keynotes, speed interviews or open networking, and lots of energy! Hiring teams will discuss their companies, present job openings, and network with seasoned job seekers, providing you with the ideal opportunity to discover your next exceptional hire. Attendees will have the opportunity to rate presentations delivered by the hiring teams, and we promise there won't be any Simon Cowell-style judges to break anyone's spirit. Plus, we'll send you a list of job seekers in advance, so you can plan your strategy accordingly. Your dev, product, data, UI/UX teams, talent acquisition leaders, and CTO will thank you for extending the invite! We understand that you may have attended events in the past that demanded extensive preparation but fell short on value. But, our event is unique - it only takes an hour to review the talent list, connect with candidates, and prepare a 5-minute impromptu keynote speech without any slides. Bring swag! Our events are free for badass tech professionals seeking new job opportunities. Find our schedule and RSVP here.",75,1350,USD,OutGeek: Women in Tech,https://schema.org/EventScheduled,2024-03-12T17:00:00Z,2024-03-12T19:00:00Z,OutGeek Women - Berlin Team Ticket,Everyone is invited. Are you in? #womenintech #outgeekberlin,https://www.eventbrite.com/e/outgeek-women-berlin-team-ticket-tickets-718862556257,berlin,NA
4 hours,Contact the organizer to request a refund.,"/// CHAOTIC MESS: Red Mess, Chaos Emblematic & Hellway Patrol at URBAN SPREE On March 12th 20:00 - Open Doors 20:30 Hellway Patrol 21:40 - Chaos Emblematic with “Master of Reality” dance, live music, visuals 22:00 - Red Mess +++ • Dancing Shoes Promotion • • Artwork by Lucas Klepa •",15.03,15.03,EUR,Chaos Emblematic,https://schema.org/EventScheduled,2024-03-12T19:00:00Z,2024-03-12T23:00:00Z,CHAOTIC MESS,"Red Mess, Chaos Emblematic & Hellway Patrol at URBAN SPREE",https://www.eventbrite.de/e/chaotic-mess-tickets-842058147587,berlin,NA
3 hours,Contact the organizer to request a refund.,"Our Wine Tasting event is reminiscent of a traditional ""Aperitivo"" - a social gathering where friends and family come together to enjoy drinks and light snacks before a meal. It's a time for lively conversations and popping corks. We are Italians after all. Apero offers an interactive and engaging wine tasting experience, where guests can share stories and learn interesting facts in a relaxed atmosphere. We don't need fancy places to enjoy great wines, just good company. Date: Tuesday 12th March Time: 6pm Location: FYT Wine, Stargarder Str. 62, 10437 Berlin Experience the delightful atmosphere of our venue while socializing with other wine lovers. Expand your knowledge of grape types, regions, and winemaking methods. Our snacks include different types of cheese, charcuterie, and other delightful bites, sourced by some of the best suppliers in Berlin. Whether you're an experienced wine connoisseur or a novice, Apero is designed to be enjoyable for all. We serve Natural and Artisan wines at the tasting. Limited seats to 12 people. The tasting will be held in English. You need to be 18+ years old to attend this event.",42,42,EUR,FYT Wine,https://schema.org/EventScheduled,2024-03-12T17:00:00Z,2024-03-12T20:00:00Z,Apero - A Wine Tasting for Everyone,Apero - Wine Rediscovered,https://www.eventbrite.de/e/apero-a-wine-tasting-for-everyone-tickets-710358741117,berlin,NA
1 Tag 4 Stunden,Rückerstattungen bis zu 30 Tage vor dem Event,"Partizipative Prozesse erfordern passende  Arbeitsweisen. Wir laden Sie ein, in die Sammlung der „Liberating Structures“ einzutauchen und Ihr Repertoire zu erweitern! „Liberating Structures“ sind einfache soziale Techniken, die Partizipation streuen, indem sie alle Beteiligten gleichzeitig einbinden. Keith McCandless und Henry Lipmanowicz haben sie nach derselben Logik und mit der gleichen Intention zusammengestellt: Vielfalt und Komplexität produktiv zu nutzen, anstatt sie zu simplifizieren oder zu ignorieren. Berater:innen und Facilitator:innen ermöglichen Liberating Structures, auf Kundenseite das Vertrauen in partizipative Methoden zu stärken und dort Kompetenzen für die interne Prozessbegleitung aufzubauen. Manager:innen oder Führungskräften bieten sich mit LS einfache Methoden, um bei Problemlösung, Entscheidungsfindung, Planung oder Innovation möglichst viele der Beteiligten einzubeziehen. Lehrenden ermöglichen LS die Gestaltung von Lerninhalten, die jede Gelegenheit nutzen, Lernende in die Ausgestaltung des eigenen Lernens, des gemeinsamen Lernens und der Ausgestaltung des Programms einzubeziehen. Mehr dazu Eintauchen in einen durch Struktur befreienden Erlebnisraum Erleben Sie angeleitet von erfahrenen Praktiker*innen die LS entlang von Herausforderungen, die wir im Verlauf des Workshops bearbeiten. Im anschließenden Debriefing untersuchen wir die Interaktionen und die dadurch generierten Ergebnisse und besprechen Aufbau & Einsatzmöglichkeiten der jeweiligen Struktur. Für die Dokumentation ihres Lernprozesses erhalten Sie ein Journal, entwickelt und gezeichnet von Anja Ebers. Für wen: Der Workshop richtet sich an alle Interessierten, die Gruppen leiten und begleiten: z.B. als Führungskräfte, Facilitator*innen, Coaches, Trainer*innen, Lehrer*innen oder Projektleitungen. Termine: Dienstag,  10. Oktober  2023 von 14 bis 18 Uhr Mittwoch, 11. Oktober 2023 von 10 bis 18 Uhr Das Seminar findet in der Facilitation Academy statt. Workshop-Material, Getränke und Pausensnacks inklusive; Mittagessen individuell in unmittelbarer Umgebung Die Workshop-Sprache ist Deutsch, um die Liberating Structures über die englischsprachige LS-Gemeinschaft hinaus bekannt und erlebbar zu machen.",483.02,589.05,EUR,Facilitation Academy & LS Super-Users,https://schema.org/EventScheduled,2024-03-12T13:00:00Z,2024-03-13T17:00:00Z,Eintauchen in die Liberating Structures 2024,Wir laden Sie zu einer lebendigen Begegnung mit dem Repertoire der Liberating Structures (LS) ein.,https://www.eventbrite.de/e/eintauchen-in-die-liberating-structures-2024-tickets-726596909917,berlin,NA
2 hours,Contact the organizer to request a refund.,"The total watercolor course consists of around 23 lessons that last 2 hours each. You can join at any time during the course. The lessons will happen almost every Tuesday at 19:00-21:00 in Berlin. This course is aimed at introducing the painting process with watercolor as the main medium. These lessons cover the various watecolor techniques and methodologies. It is suitable for beginners and or even professionals who want to rationalize the watercolor painting process. It is being hosted by the visual artist Miltos Despoudis. 1st Lesson tryout costs 5€. You can do that only once. 4 x Lessons (2 hours each) cost 80€. 1 x Lesson (2 hours) costs 28€. In order to participate you need to prepay 4 lessons. You can pay either by cash or card at the event. You need to reserve a spot here and come at the event. You can pay at the event. If there are no availiable tickets here, please send us a message. Please verify that you are attending so that we know and prepare accordingly with the art supplies. Watercolors materials will be provided at the venue. You can also bring your own art supplies, it might be helpful to learn working with what you have. This lesson is also known as ""Watercolor Painting Lesson"". Learn more about the watercolor lesson plan here: https://creativesessions.art/workshops/watercolor-painting-course/ O n case by case scenario. If you paid for a tryout session we can refund up to one day before the event starts. If you paid for the 4 lesson packet and used one of the tickets no refunds are possible.",5,5,EUR,Creative Sessions,https://schema.org/EventScheduled,2024-03-12T18:00:00Z,2024-03-12T20:00:00Z,Watercolor Workshop [Figures],A ~2 hours watercolor painting lesson.,https://www.eventbrite.com/e/watercolor-workshop-figures-tickets-852063002377,berlin,NA
NA,Contact the organizer to request a refund.,"This break dance classes is concipated for all levels. Each person will have an individual approach, as breaking is also a power dance, not everyone can develop in the same way. Thats why we will learn how to open up and to communicate with each other. ‍Each class you will learn new moves and we'll practice those together. Im here to help you individually no doubt on that, but I'm also a big fan of helping each other out as well. So lets get to know each other, build a save space without competition and learn some dope breaking moves together. My name is Mikhail, I'm 26 years old, I've been breakin' for about 17 years, I've been teaching for more than 10 years. Member of the team Nuthing but Selena. Participated in a huge number of battles, festivals, filmed in clips, films, a lot of performances different events, ranging from corporate, ending with the opening of the World Cup in St. Petersburg. I also do video shooting. My life is dance and creativity, let's together create a pleasant atmosphere and connect in which we can develop in place. I love to share knowledge with people. I am waiting for everyone to attend classes, regardless of age. ‍ Every Tuesday 4:30 - 6:30 pm 2 h What do you need: Shoes to dance in, comfy clothes All levels ‍ DNA. Art Club Alte MünzeAm Krögel 2,10179 Berlin ‍*Entrance from Moneta‍ Free for All DNA. Members 12e Regular online Tickets + Abendkasse / Box Office ‍ ‍ LIMITED SPOTS. SAVE YOUR TICKET NOW. :) ‍For more details, check out www.dna-artclub.com or follow us on IG: nightart.club",13.96,13.96,EUR,Dair Night Art e.V.,https://schema.org/EventScheduled,2024-03-12T16:30:00Z,2024-03-12T17:30:00Z,BREAK DANCE - OPEN CLASS,"Breakdance class for all levels to learn the basic movements, how to stretch and improving your physical form.",https://www.eventbrite.de/e/break-dance-open-class-tickets-823577521537,berlin,Sold out
2 Stunden,"Kontaktieren Sie den Veranstalter, um eine Rückerstattung anzufordern.","Die beiden Gitarristen und Komponisten Carlo Domeniconi und Il-Ryun Chung spielen eigene Werke für solo und Duo. Dabei bewegen sie sich mit ihrer Musik in den Welten der Töne zwischen den Tönen, in einer faszinierenden Klangwelt der noch weitgehend unbekannten Möglichkeiten der Gitarre. „Dal vivo“ - „live“ - im direkten italienischen Wortsinn „aus dem Leben“. Unter diesem Motto präsentiert die Konzertreihe „Dal vivo“ aktuelle Musik für Gitarre. Dabei stehen die unentdeckten Klangfarben und Spieltechniken im Vordergrund. Die vielfältigen Einflüsse, unter anderem aus indischer, türkischer oder koreanischer Musik, führen über aktuelle Trends aus der Popularmusik bis hin zu experimenteller Musik mitteleuropäischer Prägung und 2zeigen, dass das „Gitarristische“ weit über das, was oft nur mit spanischer Musik verknüpft wird, hinaus geht. Ermäßigte Karten gelten für Schüler/Studenten, Empfänger von Ersatzleistungen und Schwerbehinderte ab GdB 50 (mit ""B"" erhält die Begleitperson freien Eintritt). Restkarten erhalten Sie gegeben falls noch an der Abendkasse. Kartentelefon: 030 - 333 40 22",0,17.17,EUR,Kulturhaus Spandau,https://schema.org/EventScheduled,2024-03-12T19:00:00Z,2024-03-12T21:00:00Z,Dal Vivo | Gitarrenmusik im Kulturhaus Spandau - Carlo Domeniconi & Il-Ryun,Die beiden Gitarristen und Komponisten Carlo Domeniconi und Il-Ryun Chung spielen eigene Werke für solo und Duo...,https://www.eventbrite.de/e/dal-vivo-gitarrenmusik-im-kulturhaus-spandau-carlo-domeniconi-il-ryun-tickets-743038216307,berlin,NA
2 Stunden,"Kontaktieren Sie den Veranstalter, um eine Rückerstattung anzufordern.","Bücher sind nicht nur Wissensspeicher, sondern bilden zugleich Tore in andere Welten. Sie können uns mit ihren Geschichten erleuchten, verzaubern oder auch gruseln – doch wenn sie ausgelesen sind, landen sie schnell im Altpapier. Den Charme von alten Büchern wollen wir nutzen, um in einem Upcycling Workshop eine dekorative Wandlampe zu gestalten. Gemeinsam mit Jan-Micha Gamer lernt ihr einfache Techniken, um (euren) alten Büchern ein neues Leben zu geben. Dabei entstehen tolle Hingucker mit einer spannenden Geschichte.",5,5,EUR,NochMall,https://schema.org/EventScheduled,2024-03-12T15:00:00Z,2024-03-12T17:00:00Z,Buch-Upcycling: Stimmungsvolle Leuchten aus Büchern,Buch-Upcycling: Stimmungsvolle Leuchten aus Büchern,https://www.eventbrite.de/e/buch-upcycling-stimmungsvolle-leuchten-aus-buchern-tickets-774743367267,berlin,NA
3 Stunden,"Kontaktieren Sie den Veranstalter, um eine Rückerstattung anzufordern.","Die Neue Welt im Schnee: Vom Vergehen des Winters im Bayerischen WaldFotografien und Texte von Wolfgang Sréter (edtion lichtung)Buchvorstellung und Ausstellung Wie eine neue Welt, so wirken manchmal die Landschaften im Winter. Unter dem Einfluss von Klimaveränderungen zeigen sie nicht mehr die gewohnten Bilder von beständigem Schnee und Eis. Neue Welt, so wird auch die Gegend um den Dreisessel an der deutsch-tschechisch-österreichischen Grenze genannt. Wolfgang Sréter beobachtet den Wandel in dieser Gegend. Seine Bilder der Landschaften, der Wälder und der Gesteine bewerten nicht, sondern dokumentieren, und sie zeigen mit einem besonderen Blick die Schönheit, die der Winter mit seinen vielfältigen Stimmungen trotz allem noch in sich trägt. Wolfgang Sréters Bilder zeigen Panoramen, Wälder, Granitsteine und die Infrastruktur des Tourismus, also Schneekanonen und die letzten Skilifte, an denen entlang sich weiße Bänder aus künstlichem Schnee durchs Grün ziehen. Die Fotografien dokumentieren aber auch die Schönheit, die der Winter mit seinen Stimmungen trotz allem immer noch ausstrahlt.(Hans Kratzer, Süddeutsche Zeitung)… Fotografien, in die man sich versenken kann, über denen man meditieren kann …(Christian Muggenthaler, Regensburger Zeitung)Ein feiner Bildband – eine Hommage von Wolfgang Sréter an den Bayerischen Wald(Bayerischer Rundfunk) Über den Autor Vita von Wolfgang Sréter Wolfgang Sréter wurde 1946 in Passau geboren. Er wuchs in einer deutsch-ungarischen Familie auf, studierte Volkswirtschaft und Soziologie und arbeitet seit vielen Jahren als Dozent für Kulturmanagement. Wolfgang Sréter lebt als Autor und Fotograf in München. ARD Mediathek https://www.ardmediathek.de/video/capriccio/das-verschwinden-des-winters/br-fernsehen/Y3JpZDovL2JyLmRlL3ZpZGVvLzY1MWNiNTIzLTgwNWYtNGM2ZS04MzkyLTdjMTE1MjkyNjQ2OA Karten im Vorverkauf: 10 € über EventbriteKarten an Abendkasse: 15 € Eventbrite: https://www.eventbrite.com/e/die-neue-welt-im-schnee-vom-vergehen-des-winters-im-bayerischen-wald-tickets-850287903007?aff=oddtdtcreator Kontakt: Andreas Lechner Galerie & Bar Tor218 Artlab Torstr. 218 10115 Berlin Mail: tor218artlab@gmail.com www.tor218artlab.de www.berg-film.de",11.83,11.83,EUR,Galerie & Bar Tor218 Artlab,https://schema.org/EventScheduled,2024-03-12T18:00:00Z,2024-03-12T21:00:00Z,Die Neue Welt im Schnee: Vom Vergehen des Winters im Bayerischen Wald,"Buchvortellung und Ausstellung - Fotografien und Texte von Wolfgang Sréter
(edtion lichtung)",https://www.eventbrite.com/e/die-neue-welt-im-schnee-vom-vergehen-des-winters-im-bayerischen-wald-tickets-850287903007,berlin,NA
