Duration,Ticket_Type,Refund_Policy,Description,LowPrice,HighPrice,Currency,Organizer,EventStatus,StartTime,EndTime,Title,Subtitle,url,City
NA,Sold out,Contactez l'organisateur pour demander un remboursement.,"L'atelier 13 A'tipik vous ouvre ses portes et vous a confectionné un espace partagé dédié à la mode responsable et durable, un lieu de rencontres et de partages qui a pour intention d'encourager les projets individuels et/ou collectifs des métiers de la mode, toujours dans une démarche d'eco-conception. Le co-working c'est l'accueil de tous les profils et tous les parcours au sein des métiers de la couture/mode. Vous avez les idées mais pas les outils ? Vous avez votre savoir faire mais pas encore l'endroit pour échanger avec d'autres personnes pour compléter votre savoir faire ? Bienvenue dans l'espace co-working13 A'tipik, le lieu qui donne vie à vos idées, au échanges, à la création des bonnes connexions. L'espace met à disposition des machines familiales et industrielles innovantes où vous pourrez aiguiser vos compétences en couture. *Pour bénéficier pleinement de notre espace de coworking et participer à nos initiatives engagées, une cotisation annuelle de 50 € est requise. Cette contribution soutiendra nos projets et nous permettra de promouvoir une mode plus responsable // Service SEMI PRO // Machine à coudre familiales, Machines semi-pro, Surjeteuses, table de coupe // Service EXPERT // Machine à coudre industrielles, table de coupe, table de digitalisation, Traceur, Wifi",10,310.33,EUR,Atelier 13 A'tipik,https://schema.org/EventScheduled,2024-03-13T09:00:00Z,2024-03-13T15:00:00Z,Espace coworking couture,"L'atelier 13 A'tipik vous a confectionné un espace partagé couture, un lieu de rencontres et de partage équipé de machines performantes",https://www.eventbrite.fr/e/billets-espace-coworking-couture-850812161077,marseille
NA,Sold out,Pas de remboursements,"Balade contée, les contes de la ruche Rejoignez-nous pour un événement de narration magique à partir du Château de La Buzine à Marseille. Plongez dans le monde enchanteur des contes d’abeilles en explorant les histoires fascinantes de la ruche. Laissez la conteuse et ses marionnettes vous transporter dans un royaume où les abeilles détiennent les secrets de la nature. Cet événement promet d’être une expérience délicieuse pour tous les âges. Ne manquez pas cette occasion unique de découvrir les merveilles du monde des abeilles à travers des récits captivants. Réservez votre place dès maintenant!",6.52,6.52,EUR,"Sophie Luzzi, sophrologue et conteuse ,Marseille",https://schema.org/EventScheduled,2024-03-13T14:00:00Z,2024-03-13T15:00:00Z,"Balade contée , les contes de la ruche","Viens te balader dans la nature et écouter des histoires fascinantes sur les abeilles et leur ruche lors de notre événement Balade contée, l",https://www.eventbrite.com/e/billets-balade-contee-les-contes-de-la-ruche-850071435547,marseille
NA,Sold out,No Refunds,"Innovation promises rapid acceleration and exponential production in important areas such as prevention, personalized care, and more efficient proactive tech-enabled care platforms, and additional creative tech-enabled options for effective health interactions. In this masterclass, we will explore the current landscape of Innovation in Healthcare with its Opportunities and Challenges. ✔️What type of innovation is needed and why? ✔️In-depth discussion on the exponential growth of innovation in healthcare ✔️What could be potential challenges for developers entering the health innovation sphere? Digital Health Entrepreneurs, Founder Team Designers and Product Owners working directly with the Digital Health Industry Consultants who want to venture into the Digital Health Sphere I’m Kat! I share my knowledge and expertise in building digital products and businesses. You are at the right place if you face these problem(s): ✔️You have a big dream to build a digital product but is at a cross-road as to how to go about it ✔️You are afraid of failing and want to armor up with necessary skill-set ✔️You aspire to shift career towards a more digitally-oriented industry but you are not sure how to start ✔️You want to be competent in your workplace with creative problem solvingI help ambitious careerists and entrepreneurs in building their arsenal towards creative problem solving, authentic product design and development.  Industrial Experience: Academic Background: #KeepHustling! Linkedin: https://www.linkedin.com/in/katanai Website: katusop.com Twitter: @itskatusop",77.77,77.77,USD,"Kat Usop, MSHI",https://schema.org/EventScheduled,2024-03-13T18:00:00Z,2024-03-13T21:00:00Z,KLINIKUM| Healthcare Innovation Trends,Innovation promises rapid acceleration and exponential production in better healthcare delivery. Stay updated with,https://www.eventbrite.com/e/klinikum-healthcare-innovation-trends-tickets-609425868177,marseille
NA,Sold out,Contact the organizer to request a refund.,"More often than we want to admit, as Startups,  we either over-engineer or under-engineer a product and discover it's a little too late to deploy it to the early adopters who have the final say of whether it is a viable, desirable or feasible to use your product for their specific needs. In this mini online class, we will discuss the pragmatics of actually deploying a viable product to your early adopters so to validate your market share. Let's talk experience! 1. What is Minimum Viable Thinking (MVT)? 2. How to transmit MVT output to deploying Minimum Viable Products? (Techniques and Strategies) 3. Foundations of a foolproof Minimum Viable Product Roadmapping What you will receive: ✔ 1.5 – 2.00 hours of an instructor-led pre-recorded class ✔ Personalized Q&A discussion ✔ Certificate of Completion  ✔ Recording and Hand out materials for later viewing (If you can't make it, no worries. You will receive this post-class) Who should attend? Why Me? I help ambitious careerists and entrepreneurs in building their arsenal towards creative problem solving, authentic product design and development. My masterclasses are highly interactive and personalized. I look forward to having you onboard!   Industrial Experience: Lab Manager (R&D) at Duke University – Pratt School of Engineering Former Adjunct University Lecturer at ENSET Biomedical Engineering School at the age of 23. ""How to Gamify a Virtual Surgical Workspace"" Talk at (VRVoice2018) Harvard Medical School Co-Founder of TechVerse Coworking Space & Incubator, Rabat City, Morocco – the first tech-oriented coworking space in the kingdom. est. 2016 HIT | Design Thinking Consultant at Medverselab est. 2016 Chief Software Architect of Sutures App – Gamified Gastro-intestinal e-Surgery Simulator (Check it out! ) est. 2016 Chief Design Thinker / Information Architect at Sinclair School of Nursing – HEAR App est. 2017 Research Fellow at the University of Missouri’s Center for Biomedical Informatics - focus on Mobile Based & Gamified Precision Medicine est. 2018 Design Thinker (mHealth) for Precision Medicine    Academic Background:  Peer Reviewer at IEEE Journal of Biomedical & Health Informatics (JBHI) Peer Reviewer at Journal for Medical Internet Research (JMIR) Public Speaker: USA, Hong Kong, Malaysia, Morocco, Philippines (+30 talks)  Author of ""Gamified Psychosphere""  - available on Google books/amazon kindle @ 2019 Holder of Engineering Diploma in Manufacturing Engineering and Management with Specialization in Biomedical Engineering  Advanced Degree (MS) in Health Informatics – Translational Personalized Medicine Apps #KeepHustling! Linkedin:  https://www.linkedin.com/in/katanai/ Website: katusop.com Twitter: @itskatusop",77.77,77.77,USD,"Kat Usop, MSHI",https://schema.org/EventScheduled,2024-03-13T18:00:00Z,2024-03-13T21:00:00Z,Startups: Develop Innovative Product with Minimum Viable Thinking,"“Good companies manage Engineering. Great companies manage Product.”
– Thomas Schranz, Founder and CEO of Blossom",https://www.eventbrite.com/e/startups-develop-innovative-product-with-minimum-viable-thinking-tickets-656315075057,marseille
NA,Sold out,Contact the organizer to request a refund.,"Embark on a thrilling journey into the heart of Marseille's past and present with a city exploration game. Play a city game in Marseille’s district by the sea and go on a walking tour filled with vast plazas and narrow streets, vibrant street art, cosy boutiques, all overflowing with history. Solve clues to untangle the past of one of the oldest neighbourhoods in Marseille. This path will lead you through the streets of the oldest city of France, brimming with architectural magic. The route you’re going to follow in the city is sprinkled with unique places, fun clues and challenges, and incredible stories of past and present. The experience will play out like you’re the main characters of a movie, only that you’re experiencing everything in first person! Fun dialogue, intrigue, and unexpected interactions are guaranteed. Be ready to have a full immersion into the past and present of Marseille. So grab your walking shoes, and join this adventure through the streets of Marseille! HOW IT WORKS❓ 1. Book your tickets 🎫 2. Download the Questo app - it's free 📲 3. Head to the starting point📍 WHAT YOU’LL DO The game is an interactive activity where you are guided by a mobile app through the city. With it, you follow directions and solve very fun puzzles, riddles, and cryptic codes. During the game, you will also visit popular and hidden places in the city while learning fun (and we mean it) stories about them. This is a storytelling experience just as much. The people doing these city exploration games gave them an average rating of 4.7/5 around the world. Join the playground too! ------------------ More about Questo 🚶‍♀️ Questo is an urban entertainment platform offering thematic real-world exploration games. It is currently available in over 150 cities 🌎 and has entertained hundreds of thousands of players already. As of today, the app offers more than 400 different experiences created by a growing network of local content creators and event organizers.",11.99,49.99,EUR,Questo - City Exploration Games,https://schema.org/EventScheduled,2024-03-13T11:00:00Z,2024-03-13T12:30:00Z,Marseille Outdoor Escape Game: Return to Origins,"Follow clues, solve puzzles, discover new places and learn incredible stories of the city's past and present during this city adventure.",https://www.eventbrite.com/e/marseille-outdoor-escape-game-return-to-origins-tickets-531048098157,marseille
NA,Sold out,Refunds up to 30 days before event,"In many startups,  there is a lack of understanding between what the business development folks are doing and what the product developers are doing. The goal here is to create harmony between the two because if it doesn’t exist, disaster will strike. If the concept that the business developers are peddling to the end-user doesn’t line up with the realities of development capabilities or timing, you’re going to be hitting a rock bottom sooner than you anticipate. In this course, learn to find the balance between business development and product development. The key aspects of effective Product Ownership include: Having a skilled and dedicated product owner can significantly contribute to the success of a product or service by providing a clear product vision, efficient decision-making, stakeholder alignment, and a user-centric approach, among other benefits. Highly recommended pre-requisite:  Create better products with design thinking (FUNDAMENTALS) ~ visit katusop.com Limited Slots to 15 Attendees for Quality Q&A This course includes: ✔️Downloadable source material(s)  ✔️Full lifetime self-paced course access ✔️Certificate of Participation (powered by The Mindshop School Program) ✔️A chance for a free ticket to other workshops/masterclass under The Mindshop Innovation School WHY ME? I support ambitious careerists and entrepreneurs in building their arsenal towards creative problem solving, authentic product design and development.  #KeepHustling!  LinkedIn: https://www.linkedin.com/in/katanai/  BLOG: www.katusop.com  TWTR: @itskatusop",49.77,49.77,USD,"Kat Usop, MSHI",https://schema.org/EventScheduled,2024-03-13T18:00:00Z,2024-03-13T21:00:00Z,MINDSHOP™| Become an Efficient Product Owner,"“Be stubborn on vision but flexible on details.”– Jeff Bezos, Amazon",https://www.eventbrite.com/e/mindshoptm-become-an-efficient-product-owner-tickets-619741201617,marseille
NA,Sold out,No Refunds,"Awaken your mind and body to a new level and learn how to practice meditation in motion. The purpose of this yoga lineage is to guide you toward cultivating a conscious connection, integration and awakening of the body, mind, heart and spirit. You will learn and practice Patanjali's 8 limbs of yoga: Work primarily with the Amrit posture sequence, gentle vinyasa flows and extended posture holding times. Explore the deepest levels of body, mind and spirit with the integrative practices of clear intention, breath, meditative awareness and conscious integration. Learn to balance your nervous system with the “first half” and “second half” of a posture. To transition from an active state of “doing” a posture, to a relaxed state of “being”. And to feel the effects of a posture. Learn to consciously encounter your ""edge"" of body and mind to release deep tensions and restore the natural flow of the vital life force energy (prana). Good for all levels, from those with some experience to more experienced practitioners. Some experience with yoga and postures is recommended. BIOGRAPHY I have been guiding spiritual seekers for over 30 years with the self-transformative teachings of yoga, meditation, Ayurveda and breathing. It is my pleasure and honor to guide you toward self-empowerment, transformation and awakened consciousness. I will help you connect to your deepest self and inner guide, from the physical to the soul dimension. SOULDIMENSION.ORG Copyright © 2022 • Soul Dimension",16.49,16.49,USD,Soul Dimension,https://schema.org/EventScheduled,2024-03-13T15:30:00Z,2024-03-13T17:00:00Z,Awakening Yoga • Weekly Class • Marseille,Weekly online class with a spiritual focus to awaken one’s consciousness and highest potential.,https://www.eventbrite.com/e/awakening-yoga-weekly-class-marseille-tickets-403096571697,marseille
NA,Sold out,Contactez l'organisateur pour demander un remboursement.,"La Fondation Vasarely est une institution privée reconnue d’utilité publique depuis 1976, fonctionnant sur ses propres fonds. En 2013, elle a été inscrite au titre des monuments historiques en reconnaissance de son architecture exceptionnelle, conçue par l’artiste lui-même. En 2020, la Fondation a également obtenu le label «Musée de France», qui garantit la qualité de sa politique de conservation, d’enrichissement et de présentation des collections. La Fondation Vasarely a développé des partenariats prestigieux pour enrichir sa programmation culturelle. Depuis plus de 4 ans, elle collabore avec le Centre Pompidou pour organiser une exposition unique, offrant un regard inédit sur l’art cinétique et l’art optique. La Fondation Vasarely abrite une collection exceptionnelle de Victor Vasarely. Les salles d’exposition de la Fondation offrent un cadre unique pour découvrir ces œuvres, qui jouent avec les illusions d’optique, les jeux de couleurs et de formes, et qui ont influencé de nombreux artistes contemporains. « A la base, il y a toujours l’original, la « pièce unique » mais il n'est plus permis de nous arrêter là et d'enfermer cette œuvre unique dans le cercle restreint des privilégiés. Au contraire ! Il faut œuvrer à partir d’elle, la recréer en d’autres fonctions, la centupler et la projeter dans les espaces du monde. » Victor Vasarely, « La sérigraphie, Arcay et la re-création », Aujourd’hui art et architecture, n°12, avril 1957 Ce sont en ces termes que Victor Vasarely présentait la sérigraphie en 1957. Le Plasticien souhaitait atteindre une démocratisation de l’œuvre, qui se traduit alors par le passage d’un prototype initial aux multiples, grâce au procédé de la sérigraphie. Les œuvres originales se déclinent ainsi en diverses programmations numérotées, accompagnées d’une gamme de couleur correspondante, avant d’être transformées en véritables sérigraphies, signées et numérotées. S’opposant à l’idée de l’œuvre unique et exclusive, Vasarely s’entête à reproduire celle-ci, dans le but de rendre l’art accessible à tout le monde, résultant dans un art multiple et identique en toute matière et dimension.",5,15,EUR,Fondation Vasarely,https://schema.org/EventScheduled,2024-03-13T09:30:00Z,2024-03-13T16:30:00Z,"Admission générale - L art du multiple, Victor Vasarely et la sérigraphie",Venez découvrir le centre architectonique créé par Victor Vasarely,https://www.eventbrite.fr/e/billets-admission-generale-l-art-du-multiple-victor-vasarely-et-la-serigraphie-754523127987,marseille
NA,Sold out,No Refunds,"Awaken your mind and body to a new level and learn how to practice meditation in motion. The purpose of this yoga lineage is to guide you toward cultivating a conscious connection, integration and awakening of the body, mind, heart and spirit. You will learn and practice Patanjali's 8 limbs of yoga: Work primarily with the Amrit posture sequence, gentle vinyasa flows and extended posture holding times. Explore the deepest levels of body, mind and spirit with the integrative practices of clear intention, breath, meditative awareness and conscious integration. Learn to balance your nervous system with the “first half” and “second half” of a posture. To transition from an active state of “doing” a posture, to a relaxed state of “being”. And to feel the effects of a posture. Learn to consciously encounter your ""edge"" of body and mind to release deep tensions and restore the natural flow of the vital life force energy (prana). Good for all levels, from those with some experience to more experienced practitioners. Some experience with yoga and postures is recommended. BIOGRAPHY I have been guiding spiritual seekers for over 30 years with the self-transformative teachings of yoga, meditation, Ayurveda and breathing. It is my pleasure and honor to guide you toward self-empowerment, transformation and awakened consciousness. I will help you connect to your deepest self and inner guide, from the physical to the soul dimension. SOULDIMENSION.ORG Copyright © 2022 • Soul Dimension",16.49,16.49,USD,Soul Dimension,https://schema.org/EventScheduled,2024-03-13T15:30:00Z,2024-03-13T17:00:00Z,Awakening Yoga • Weekly Class • Toulon,Weekly online class with a spiritual focus to awaken one’s consciousness and highest potential.,https://www.eventbrite.com/e/awakening-yoga-weekly-class-toulon-tickets-402976352117,marseille
3 heures,NA,NA,"Le Stand-up déferle encore à Zoumaï le 13 mardi prochain ! On accueille La Houle, collectif de standuppeurs.es marseillais.es, pour une heure de spectacle bien rythmé. On vous garantit une soirée éclaboussante de rire ! 🌊🍻 ¨Pour cette occasion, ce collectif viendra fêter ses 1 AN D'EXISTENCE et sera entouré de musiciens 🎸 ! Réservez vos places sur : https://www.eventbrite.com/e/billets-la-houle-x-zoumai-mercredi-13-mars-2024-856305261087 À Zoumaï vous trouverez des bières bio à la pression brassées sur place, du vin, du cidre, des softs mais aussi des planches et pizzas à déguster ! 🍺🍕 🗓️ Alors venez rire, danser, fêter avec eux leur 1 an et surtout boire la tasse le mercredi 13 mars à partir de 19h ! Début du spectacle à 20h30, entrée libre et sortie au Chapeau ! 🛟 #zoumai #biere #biereartisanale #brasserieartisanale #brasserieartisanalefrancaise #brewery #beer #barabieres #brewpub #bar #bio #marseille #Provence #organicbeer #craftbeer #ontap #instabeer #beergeek #drinklocal #culturemarseille #boojmarseille #standup #comedieclub #humour #lahoule",0,0,EUR,La Houle X Le Zoumaï,https://schema.org/EventScheduled,2024-03-13T19:30:00Z,2024-03-13T22:30:00Z,LA HOULE X ZOUMAÏ - MERCREDI 13 MARS 2024,"Pour ses 1an d’existence, La Houle vous propose une soirée exceptionnelle de STAND UP  à ZOUMAÎ le 13 mars  !",https://www.eventbrite.com/e/billets-la-houle-x-zoumai-mercredi-13-mars-2024-856305261087,marseille
