Duration,Refund_Policy,Description,LowPrice,HighPrice,Currency,Organizer,EventStatus,StartTime,EndTime,Title,Subtitle,url,City,Ticket_Type
1 hour 30 minutes,Refunds up to 7 days before event,"Join us on Wednesday 13 March, as we welcome John Kehoe to CIS for a breakfast conversation. This event will be hosted by our Executive Director, Tom Switzer. The Australian economy has performed better than most economists predicted a year ago. However, probe deeper and things look disturbing. We face not just a productivity drought, but runaway government spending programs that, left unchecked, will lead to budget deficits and stagnation or decline in living standards. Australia, as Treasury’s Intergenerational Report warned last year, will become older, more indebted, spend big on social services, grow slower, have weaker income growth and tax working-age people more over coming decades. Savings need to be found, but where? Australia is now one of the biggest government spenders on disability in the world, according to the OECD – more than double the UK and Canada, and on track to go past the European welfare states of Iceland, Finland and Sweden. The National Disability and Insurance Scheme, which is projected to blow past $100 billion a year, needs to be curtailed. But how? John Kehoe is economics editor of the Australian Financial Review and a former Washington correspondent. Tom Switzer is the Executive Director at the Centre for Independent Studies, and formerly hosted Between the Lines on the ABC’s Radio National. He is also a regular contributor to The Australian, the Australian Financial Review and Sky News Australia. Can't watch live? Watch it on our YouTube or listen on SoundCloud, at a later stage!",42.28,52.81,AUD,Centre for Independent Studies,https://schema.org/EventScheduled,2024-03-12T20:30:00Z,2024-03-12T22:00:00Z,Canberra’s fiscal ticking bomb,"Join us at CIS for a breakfast conversation with John Kehoe, exploring the challenges facing the Australian economy, hosted by Tom Switzer.",https://www.eventbrite.com.au/e/canberras-fiscal-ticking-bomb-tickets-839911436717,sydney,NA
2 hours 30 minutes,Contact the organiser to request a refund.,"¿Cuán difícil es entrar al mercado inmobiliario Australiano?De la mano de nuestro sponsor oficial LATAM Airlines, te invitamos a un nuevo evento en Sydney donde descubrirás las experiencias de otros latinos que ya han comprado propiedades en Australia. Acompañanos el miércoles 13 de marzo en Sydney para aprender cómo podés convertirte en propietario este año mientras disfrutas de food & drinks y haces networking🍷🍻🍱 Con tu entrada contribuís con una donación para non-profit World Literacy Foundation, apoyando una noble causa. 👤 Tiffy Rubinat es Argentina y llegó a Australia en el 2015. Actualmente es CEO en Wealthi y ha logrado comprar 7 propiedades en tan solo 5 años aplicando la estrategia de rentvesting. Su objetivo es alcanzar la libertad financiera en 10 años y su pasión es ayudar a las personas que están interesadas en invertir en propiedades a poder tomar acción.👤 Paula Bosolasco es Uruguaya y llegó a Australia en 2016. Actualmente, es Head of Sales en Wealthi. Optó por invertir en propiedades antes que su propio hogar, buscando crecimiento financiero y libertad. Hoy en día ya cuenta con una propiedad en construcción, la cual la compró con una Postgraduate Visa y se encuentra planificando la compra de su segunda propiedad. Su pasión es ayudar a Latinos a tomar decisiones informadas para que puedan construir un futuro mejor.👤 Brian Pritchett es Colombiano de padre Australiano pero críado en Colombia, llegó a Australia en 2016 y trabaja en Paramount Pictures. Con su pareja decidió invertir en propiedades para asegurar su independencia financiera. Optaron por Melbourne por su potencial de crecimiento y luego por Canberra, aprovechando sus beneficios fiscales. En la actualidad tienen ya 2 propiedades y su objetivo es conseguir un ingreso pasivo estable para el futuro.👤 Flor Nistal es Argentina, diseñadora de indumentaria y emprendedora. Llegó a Australia hace 8 años donde fundó Bliss Boheme, una marca de trajes de baño sostenibles. Con su pareja decidió invertir en propiedades para valorizar sus ahorros y alcanzar su sueño de tener una casa en Sydney. Actualmente, tiene una propiedad en Canberra, un primer paso hacia ese objetivo.",9.99,9.99,AUD,Wealthi,https://schema.org/EventScheduled,2024-03-13T07:00:00Z,2024-03-13T09:30:00Z,Comprar casa en Australia: Experiencias reales y networking,Evento en persona en Sydney: Escuchá las experiencias de latinos en Australia que han comprado casa en Australia mientras haces networking.,https://www.eventbrite.com.au/e/comprar-casa-en-australia-experiencias-reales-y-networking-tickets-839866422077,sydney,NA
2 hours,Contact the organiser to request a refund.,"Join Jo Henwood as she walks you through this two part course on finding the hero within your own story. How can you transform your experiences into a narrative that others can read and appreciate? This is a two part writing workshop, taking place: In this workshop we will look at particular episodes in your life – times when you have ventured into something new, have loved, confronted adversity, and passed on wisdom - and use writing skills, such as characterisation, description, dialogue, beginnings, endings, to craft stories that, strung together, tell your life as a quest, with you as the hero.",20,20,AUD,Woollahra Municipal Council,https://schema.org/EventScheduled,2024-03-12T23:00:00Z,2024-03-13T01:00:00Z,Two Part Workshop: Writing Your Own Story—Finding the Hero Within,So many things have happened in your life -  where can you begin to turn them all into a story?,https://www.eventbrite.com.au/e/two-part-workshop-writing-your-own-storyfinding-the-hero-within-registration-837055695117,sydney,NA
1 hour 30 minutes,Contact the organiser to request a refund.,"Join the Green Cleaning expert, Kirsty Mootz, to create organic, environmentally friendly products!  In this workshop you will create a vinegar multi-purpose spray and scrub paste, the perfect dynamic duo to tackle grime and dirt effortlessly.  Use everyday household items and the finest essential oils to add a refreshing aroma in your home. Get ready to make your home shine with our digital booklet packed with expert tips and amazing cleaning recipes. Embrace the green cleaning revolution today! All ages & skill levels welcome, children under 12 will need an accompanying adult. Refreshments provided.  Terms and conditions:   You don't need to be a library member to attend our events but we value your membership and would love you to join. Discover everything the library has to offer including free e-books, audiobooks, e-magazines, movie streaming and so much more. Access our e-library 24/7. Join our library here",22.26,22.26,AUD,Waverley Library,https://schema.org/EventScheduled,2024-03-13T07:30:00Z,2024-03-13T09:00:00Z,Green Thumbs: Eco Cleaning Workshop,Introducing the ultimate Green Cleaning Kit for a spotless home!,https://www.eventbrite.com.au/e/green-thumbs-eco-cleaning-workshop-tickets-688295198467,sydney,NA
7 hours,Contact the organiser to request a refund.,We’re reinventing the cult classic Project X to bring you the house party to end all house parties. DJS FROM 8PMRED CUP BAR GAMESSIDE BAR CHEERLEADERSBOOK FOR FREE ENTRY BEFORE 10PM$6 HAPPY HOUR 7-9PM Get ready for a night like no other as we lead you down a path of debauchery and utter destruction.,0,62.05,AUD,Side Bar Sydney,https://schema.org/EventScheduled,2024-03-13T09:00:00Z,2024-03-13T16:00:00Z,Project X Party,Get ready for a night like no other as we lead you down a path of debauchery and utter destruction!,https://www.eventbrite.com.au/e/project-x-party-tickets-855655808557,sydney,Ages 18+
3 hours,Contact the organiser to request a refund.,"New To Sydney Friendmaking Social If you’re new to Sydney or looking to make some new gal pals, come along to our Friendmaking social at Henley's Bar and Kitchen in Darling Harbour. 🍷 This event is created for YOU! We can all agree that it is hard when you first arrive to create those initial connections especially in hostels or at work. This event is only for girls on Working Holidays (or other similar visas) and everyone that goes is in exactly the same boat as you. 🙌🏻 Come alone and leave with friends! Make friends to tick off your bucket list with, go travelling with, get a house share together or just to have some gal pals in the city. We know that is can seem daunting to come to an event alone and we make it as easy as you can to give you the confidence to come. ⭐️ A group chat will be created 48hrs prior to the event so you can meet up before hand or introduce yourself! ⭐️ When you arrive you’ll have one of our lovely hosts and friendly face running you though the night and introducing you to other girls. ⭐️ You’ll receive a cocktail on arrival to settle the nerves and a name tag (because you’ve got to be very talented to remember so many names 😉) ⭐️ Speed Friendmaking at 7.15pm which will get you chatting to EVERYONE in the room. ⭐️ AND an area reserved just for us girls so you feel super comfortable knowing that has everyone is looking to make friendships ❤️ Where? Henleys Bar and Kitchen, Darling Harbour When? Wednesday 13th March from 6pm What to expect? A drink on arrival and lots of girls on Working Holidays 😍 We also have the whole upstairs for Sydney Working Holiday Girls. T&C’s: - Arrive between 6-7pm for your drink on arrival - No refunds however you can sell or transfer your ticket to someone else - Photos will be taken at the event for promotion purposes. If you would not like to be in the pictures, please let one of the volunteers know on the evening. Ticket price inclusive of GST",22.24,22.24,AUD,Sydney Working Holiday Girls,https://schema.org/EventScheduled,2024-03-13T07:00:00Z,2024-03-13T10:00:00Z,New To Sydney Friendmaking Social | Sydney Working Holiday Girls,"If you’re new to Sydney, this is the perfect way to make new friends in the city at our ‘Friendmaking Social’",https://www.eventbrite.com.au/e/new-to-sydney-friendmaking-social-sydney-working-holiday-girls-tickets-847956309147,sydney,NA
3 hours 15 minutes,Contact the organiser to request a refund.,"This half-day seminar will feature the following topics: Session one - The future of legal client experience (CX): how AI is transforming law Facilitator: Jacqui Jubb, Partner, Law Quarter Session 2 - 10 immediate actions that generate revenue and cash Facilitator: Alistair Marshall, Founder, Professional Services Business Development This session will focus on how to counteract the effects of the pandemic and demonstrate what it takes to stand out in an increasingly competitive and noisy marketplace. Many firms suffer from a lack of awareness, underperforming websites, no real point of difference from the competition and personnel who consider themselves professionals rather than marketers or worse salespeople.Session participants will learn how to engage potential clients without sounding confused or bland and how to build trust and credibility, so they become the provider of choice over time. Key points include: - Why you should change your attitude and behaviour to business development.- The profit model all successful businesses must master.- How the answers to 3 simple questions can change your financial life.- The ‘must implement’ ideas to drive revenue growth in the new modern world. Session 3 - Lawyers: gladiators or problem solvers? What is in the clients best interests? Facilitator: Steve Mark AM, Principal, Creative Consequences This session will cover: - Is lawyering all about 'winning'? - Who decides the clients best interest - the lawyer or the client? - The ethics of negotiation - A few First Nations Principles",360,360,AUD,UNSW Edge,https://schema.org/EventScheduled,2024-03-12T22:00:00Z,2024-03-13T01:15:00Z,"Compulsory CPD essentials - AI & CX, ethics, generating revenue","CPD units:  3 
Knowledge areas: Ethics and professional responsibility, practice management and business skills, professional skills",https://www.eventbrite.com.au/e/compulsory-cpd-essentials-ai-cx-ethics-generating-revenue-tickets-826343895837,sydney,NA
2 hours,Contact the organiser to request a refund.,"Join me to celebrate Síle na Gig through the exploration of art, breathwork, meditation, and journaling. Síle na Gig symbolizes the essence of female empowerment and is the embodiment of female sexuality. Let us delve into our creativity and self-discovery as we honor the spirit of Síle na Gig. You will need a yoga mat, journal, pen, comfortable clothing and an open mind! Looking forward to meeting you!! Le grá, Niamh",38.37,38.37,AUD,Gró le Niamh,https://schema.org/EventScheduled,2024-03-13T07:30:00Z,2024-03-13T09:30:00Z,Síle na Gig Circle,"Join me for a magical and wholesome evening as we gather to celebrate Síle na Gig through art, story, breathwork and more.",https://www.eventbrite.com.au/e/sile-na-gig-circle-tickets-851322778347,sydney,NA
2 hours,Contact the organiser to request a refund.,"Allow yourself to be seen for who you are with a small group of like minded souls. Soul Space Circle is space to connect and share from an open heart with a group of like minded souls. A space to let go of all the stories and any dramas of the day and unwind for a couple of hours or so with presence not pretence. It's a space to open your mind to a new perspective and connect with your soul and the souls of other like-minded beings as we tune into our authenticiy and intuition. We explore a different theme each time. Theme: Being Seen The evening is divided into 3 main parts: 1. Sharing of inspirational self love cards 2. Meditation (in 2 parts: body scan to relax the mind & body followed by a guided meditation intuitively based on the theme) 3. Pairing/connection exercises - asking and responding to questions based on the theme, usually using the benefit of hindsight, and gaining insights through your reflections in others We will consider these types of questions: What does being seen mean to you? How do you prefer to be seen by others and the world? Do you always want to be seen or do you sometimes prefer to stay hidden? Does the way others see you affect the way you see yourself? If you want to be seen for who you are inside how do you portray yourself to others and does it align? If you want to be the change you wish to see in the world how are you allowing yourself to be seen? What if you could choose whether to be seek or not to be seen, visible or invisible, in each moment? What would you choose? There are no right or wrong answers, only what feels true for you in each moment. You can expect to gain greater awareness and insights through the reflections of others and yourself. Date: Wednesday 13 March 2024 Time: 7.30pm start (arrive from 7.15pm ) to 9.15pm Location: The Authentic Living Centre Address: Level 2, 113-115 Oxford St (Cnr Oxford & Crown st) Darlinghurst Tickets: Earlybird tickets (until 6 March): $25 / 2 for $40 / $20 concession Latebird tickets (from 7 March): $30 / 2 for $50 / $25 concession Includes light snacks, homemade bliss balls, herbal teas & filtered water. Limited to 12 people Come with an open mind and leave with an open heart and some soulful connections. Attendees will receive an outline and links and will be invited to a private Facebook group, to connect and share with other previous attendees for ongoing support outside the space. Facilitator: Maria Lambi has been hosting Soul Space Circles consistently since 2017, creating a safe space for open minded and open hearted beings to connect with themselves and with each other at the soul level. Maria has also led meditation sessions in a corporate setting, both online and in person and is passionate about bringing people together and helping them find their centre, integrating over a decade of self awareness practices. Maria currently offers Soul Space Circles twice a month usually on the 2nd Wednesday and last Tuesday of each month. Maria also features as a meditation teacher on Insight Timer where you can find some of her meditations. If you have any questions about this event or would love to attend but are struggling financially, you can contact Maria: Facebook/Instagram: Maria Lambi / maria.lambi.33 Email: maria.lambi@gmail.com Phone: 0402 036 562 Testimonials:“It was a lovely evening of relaxation, mindfulness, contemplation and discovery of insights.I am grateful and had a great night’s sleep following the session and woke up feeling content.” - Sandra""Maria has set up a very safe space with a focus on meditation and connection in the group of like minded others. She uses her wisdom and knowledge to lead a body scan to hone into the body with a guided meditation to link to body wisdoms. She provides Self Love cards to help identify your feelings at the time and opportunity is given to feedback on this powerful tool. A second meditation is offered based on a theme in the session. The opportunity is also given to discuss this in pairs or as a group to get clarity on these. Maria provides heartfelt sessions to use the tools to know ourselves better in this busy, crazy time.” - Jill""Recently I enjoyed a beautiful evening at the Soul Space Circle facilitated by the wonderful Maria Lambi.I've known Maria since 2011 and have watched her devotion to truly knowing herself and diving deep through different modalities.The space Maria held was safe and open to explore myself and deepen my awareness. I recommend this event to anyone wanting to be held in compassionate listening to know themselves and remove the layers of who they are not.Thank you Maria for the amazing commitment to yourself and others that you have.""Jane ThorpeAlignment Coach""The Soul Space Circle is a gentle reminder to tune in to your spirit, your feelings, your self. Maria brings a softness and warmth to the space. Her gentle delivery has you feeling safe. Paired with her insights and calming energy, Soul Space Circle is an amazing way to nourish your spirit in the midst of the working week.""IreneEmilyDesigner & Circle Facilitator",22.49,54.26,AUD,Maria Lambi,https://schema.org/EventScheduled,2024-03-13T08:15:00Z,2024-03-13T10:15:00Z,Being Seen - Soul Space Connection Sharing Circle,"Come join an intimate gathering of souls where we connect, share, and allow ourselves to be seen for who we truly are in a safe space.",https://www.eventbrite.com.au/e/being-seen-soul-space-connection-sharing-circle-tickets-846964171637,sydney,NA
2 hours,Contact the organiser to request a refund.,"Special session: Ease-in MeditationSpeaker: Ajahn Yiu (Joining online from Hong Kong)Wed 13 March | 7:00-9:00pm AESTLocation: In person at Western Sydney University (74 Rickard Rd, Bankstown City Campus), Room 1.4.34 on level 4 or Online (Zoom link below)Cost: Free Click here to register ! Ajahn Yiu will discuss the method of Ease-In Meditation, lead a meditation session, and then answer questions. More details about the session will be provided. About the speaker: Ajahn Yiu is the current instructor of Hong Kong Theravada Meditation Society and has been ordained for more than ten years. In 2005, he completed Master’s degree in Buddhist Studies at HKU. In 2011, Ajahn ordained as a Bhikkhu under the guidance of Luang Por Ganha in Thailand. In 2020 Ajahn Yiu started guiding meditation classes with the blessings of Luang Por Ganha. In 2022, Ajahn Yiu returned to Hong Kong from Thailand and was invited to be the meditation instructor for Hong Kong Theravada Meditation Society and Jing Nian Hang Limited. In 2023, he established Maggapaṭipadā Meditation Centre on Lamma Island, Hong Kong.He is rigorous in his precepts, profound in his practical training, and well versed in the Buddhist scriptures.He is proficient in Chinese, Thai, Cantonese, and English, and knows early Buddhist texts in Pali. His research and empirical study of Buddhism is rigorous and professional. Based on his previous educational background, combined with his understanding of Buddhism, Ajahn Yiu has a unique insight into the fields of modern psychology and spiritual therapy. He is compassionate and cheerful, humorous, amiable, humble, and low-key, and good at skillful teaching. The closer you get to Ajahn Yiu, the more you can feel the light and compassion in his heart. Hybrid event: Attend the session in person, or online by clicking on this link to access the session: https://us02web.zoom.us/j/83506489824?pwd=cmpNQ1ljSmFVYURLWVN1dWllYUN1dz09 Alternatively, you can dial in from your telephone (call charges apply): +61 2 8015 6011 | Meeting ID: 835 0648 9824| Passcode: 718905",0,0,AUD,Metta Centre,https://schema.org/EventScheduled,2024-03-13T08:00:00Z,2024-03-13T10:00:00Z,Special session: Ease-in Meditation,"Ajahn Yiu will discuss the method of Ease-In Meditation, lead a meditation session, and then answer questions.",https://www.eventbrite.com.au/e/special-session-ease-in-meditation-tickets-844359250247,sydney,NA
