Duration,Refund_Policy,Description,LowPrice,HighPrice,Currency,Organizer,EventStatus,StartTime,EndTime,Title,Subtitle,url,City,Ticket_Type
1 day 4 hours,Contact the organiser to request a refund.,Four Shows available Wednesday 13th March from 8.45 to10.45 Wednesday 13th March from 11.00 to 13.00 Thursday 14th March from 8.45 to 10.45 Thursday 14th March from 11.00-13.00,6.34,6.34,EUR,Firhouse ETNS,https://schema.org/EventScheduled,2024-03-13T08:45:00Z,2024-03-14T13:15:00Z,Spring Show 2024,Come and enjoy time with the school community. This event raises funds to help us give every child what they need.,https://www.eventbrite.com/e/spring-show-2024-tickets-850691811107,dublin,NA
NA,No Refunds,"Join us for this special book launch as leading Irish crime writer Jane Casey will be in conversation with TV presenter, broadcaster and co-host of Ireland AM, Muireann O’Connell, to celebrate the publication of her gripping new detective crime thriller, and the latest book in the Maeve Kerrigan series, A Stranger in the Family (Hemlock Press). Years ago, nine-year-old Rosalie Marshall’s disappearance tore her family apart. Now, sixteen years later, her mother Helena is found dead, her husband by her side. It looks like a straightforward murder-suicide but DS Maeve Kerrigan and DI Josh Derwent soon discover nothing about this case is straightforward. The Marshalls have been keeping secrets, but they aren’t the only ones, and someone is prepared to kill to hide the truth. And it’s down to Maeve to discover this truth before it’s too late. With tightly plotted mystery, psychological tension, brilliantly drawn characters, and twists and turns aplenty, Jane’s latest novel is bound to have readers on the edge of their seats. This special evening event will include a fun, interactive element for the audience… so be sure to brush up on your Jane Casey book trivia and come prepared! This event is in association with HarperCollins. Please note we may be capturing candid imagery at this event for use on our social media and website. Jane Casey was born and brought up in Dublin. A former editor, she has written eleven crime novels for adults and three for teenagers. Her books have been international bestsellers, critically acclaimed for their realism and accuracy. The Maeve Kerrigan series has been nominated for many awards: in 2015 Jane won the Mary Higgins Clark Award for The Stranger You Know and Irish Crime Novel of the Year for After the Fire. In 2019, Cruel Acts was chosen as Irish Crime Novel of the Year at the Irish Book Awards. It was a Sunday Times bestseller. The Killing Kind was a Richard and Judy Book Club pick in 2021 and was recently adapted for Paramount+. Jane lives in southwest London with her husband, who is a criminal barrister, and their two children. Muireann O’Connell is a TV presenter and broadcaster; she currently co-hosts Virgin Media One ratings hit, Ireland AM. The Limerick native has amassed a significant fanbase and online following thanks to her wit, candour, and relaxed onscreen presence. Muireann has also presented The Great Big Irish Thank You, a special celebration of the people helping Ireland to get through the Covid-19 Pandemic. She co-hosted The Line Out with Greg O’Shea, a rugby-centric entertainment-led show that aired alongside Six Nations coverage, and appeared on Thank You, Next, a topical panel show, also for Virgin Media. This is a Free event. You can also choose to support DBF by booking a donation ticket to any amount, which is valid for entry (general admission ticket not required in addition to donation ticket). Sign up to our newsletter to be first to hear about future events.",0,0,EUR,Dublin Book Festival,https://schema.org/EventScheduled,2024-03-13T18:30:00Z,2024-03-13T19:45:00Z,Book Launch: A Stranger in the Family,Leading Irish crime writer Jane Casey in conversation with Ireland Am co-host Muireann  O'Connell to launch her new crime fiction book,https://www.eventbrite.ie/e/book-launch-a-stranger-in-the-family-tickets-852219751217,dublin,Sold out
3 hours 30 minutes,Contact the organizer to request a refund.,NA,8,8,EUR,Carl Jones,https://schema.org/EventScheduled,2024-03-13T20:00:19Z,2024-03-13T23:30:19Z,CRJ And BelloBar Presents - Pants On Fire + Supports,"CRJ Promotions presents our latest headline show from Pants On Fire with support from Srsha, Avenue 68 and Milly James",https://www.eventbrite.ie/e/crj-and-bellobar-presents-pants-on-fire-supports-tickets-846331118157,dublin,NA
4 hours,Contact the organizer to request a refund.,NA,5.07,5.07,EUR,Raise The Bar,https://schema.org/EventScheduled,2024-03-13T20:30:00Z,2024-03-14T00:30:00Z,Nights Like This Part 9!,Showcasing emerging musicians! Featuring: THE OCEANOGRAPHERS/SWEEPHEAD/STRING CUT PUPPETS/ ALL GIRLS PISS/ SURVIVAL HORROR,https://www.eventbrite.ie/e/nights-like-this-part-9-tickets-842471925207,dublin,NA
1 hour,Refunds up to 1 day before event,"Live classical music concerts in a relaxed, local setting. Take a moment for yourself to sit back and enjoy the finest chamber music, as your baby feeds, sleeps, plays and absorbs all the benefits of this wonderful music. Our performers are Ireland's best and brightest professional musicians and we are looking forward to entertaining you.  Suitable for ages 0-3 years.  If you would like more information on these lovely concerts, head over to classicalkids.ie for all the lowdown.",16.62,16.62,EUR,Classicalkids.ie,https://schema.org/EventScheduled,2024-03-13T11:00:00Z,2024-03-13T12:00:00Z,Monkstown: Music for Babies,"Live, accessible, classical concerts for you and your child. Bring your babies along to experience the finest chamber music. On their terms.",https://www.eventbrite.ie/e/monkstown-music-for-babies-tickets-676016031147,dublin,NA
2 hours,Contact the organizer to request a refund.,"Laugh along as the mischievous Victor Patrascan and his friends take you through their lifes, romantic adventures, dating successes, but mostly failures, and much more…🎭 STAND-UP COMEDY in ENGLISH 🎭🎟️ online tickets from 15 € / tickets on the door 25 €The show will be held entirely in EnglishVictor Patrascan 🇷🇴 • victorpatrascan.com • @VictorPatrascanVictor Pãtrãşcan is a pretentious stand up comedian and outrageous social commentator who was born in Romania. Since he started performing stand up comedy in 2012, he has told his jokes in front of a crowd of people in the United Kingdom, Japan, Germany, Netherlands, Austria, Turkey, Sweden, Singapore, Denmark, France, Serbia, Switzerland, Thailand, Finland, Belgium, Iceland, Italy, Spain, Ireland, Portugal, the Czech Republic, Gibraltar, South Korea, Norway, Slovakia, Slovenia, Croatia, Vietnam, Poland, Latvia, Lithuania, Luxembourg, United Arab Emirates, Bulgaria, Hungary, Ukraine and Romania.In 2022, he performed in front of over 16.000 people, in 70 cities from 27 countires on 2 continents. Since April 2021 he's been touring with his self produced stand up comedy shows in English throughout Europe.In 2019 and 2020, he traveled through Europe with his show called ""The Trouble with Being Born Romanian"" in over 30 cities. During the same years, he topped the charts at No1 in the rankings of ''Roast Battle London''. Victor was also a special guest on the Romanian TV show iUmor where he provoked with his brash humour.Victor is now on tour • for more information • victorpatrascan.com",16.32,22.5,EUR,the Comedy Nomad,https://schema.org/EventScheduled,2024-03-13T20:00:00Z,2024-03-13T22:00:00Z,Failing in Love • Dublin • Stand up Comedy in English,A stand up comedy show in English about failures in relationships and love with the most hilarious comedians in Europe!,https://www.eventbrite.co.uk/e/failing-in-love-dublin-stand-up-comedy-in-english-tickets-767793971437,dublin,NA
3 hours,Contact the organiser to request a refund.,Mythological DJ Night at Pearse All proceeds go towards our production 'The Caoining' which will premiere at the International Dublin Gay Theatre Festival this May. Dress as your favourite mythological creature or character and enjoy some great DJ sets.,11.7,11.7,EUR,NA,https://schema.org/EventScheduled,2024-03-13T21:00:00Z,2024-03-14T00:00:00Z,Mythological DJ Night at Pearse,Creatures and such,https://www.eventbrite.com/e/mythological-dj-night-at-pearse-tickets-857222865667,dublin,NA
NA,Contact the organiser to request a refund.,"🎬 When you enjoy a film or tv series, very often you want to learn more about it – how it was created, what was the director’s idea, who are the actors and what are the metaphors.During this workshop: you will explore your favourite film or tv series through creating a zine about it (*a zine is a small-circulation self-published work of original or appropriated texts and images). you will reflect on what emotions it brings to you, think of the most and least favourite characters, your favourite moments and maybe even some quotes!Making the zine doesn’t necessarily require drawing skills, you can choose to draw, or just write, or make a collage.💡 The workshop will demonstrate: You can think about the film or tv series before attending, please also bring your phone to be able to search some interesting facts about the chosen film or the show that you will include in the zine. This workshop is for anyone who enjoys any type of creative processes and watching films and tv series. 📍 LOCATION: Board Dublin (Non-Alcoholic Board Games Bar & Cafe) 29 Clanbrassil Street Upper, Harold's Cross, Dublin 8, D08 E1X9",22.42,22.42,EUR,Creative Sessions Dublin,https://schema.org/EventScheduled,2024-03-13T19:00:00Z,2024-03-13T21:00:00Z,Workshop: create a ZINE about your favorite film,This workshop is for anyone who enjoys any type of creative processes and watching films and tv series.,https://www.eventbrite.ie/e/workshop-create-a-zine-about-your-favorite-film-tickets-816733942207,dublin,Sold out
3 hours,Contact the organiser to request a refund.,"📣 Annual School Table Quiz with Mr Timothy Sheehan 🧠🏆 🗓 Date: March 13th, 2024 🕖 Time: Doors open 7:30 PM for 8PM start 📍 Venue: Howth Yacht Club Bring your friends and family for a thrilling night of friendly competition and support a great cause. Here are the details: 🎟 Admission: Every admission includes one complimentary raffle ticket for a chance to win fantastic prizes! 🎁✨ 🎟 Additional Raffle Tickets: Boost your chances of winning by purchasing extra raffle tickets! 🤞🎟 💻 Can't Attend?If you can't make it to the quiz but still want to contribute, you can purchase raffle tickets separately. We'll provide details closer to the quiz day on how you can do this. 🌐 Fundraising Focus:All funds raised will be dedicated to investing in IT resources for our school. Your participation and support will directly contribute to enhancing the learning experience for our students. 🏆 Prizes, Laughter, and a Night to Remember!Join us for an unforgettable evening filled with knowledge, camaraderie, and the joy of giving back to our school community. 📢 Spread the Word:Share this announcement with your friends, family, and colleagues. Let's make this quiz night a massive success! For any inquiries contact PTA@sps.ie Let's come together to test our wits. See you at the Howth Yacht Club on March 13th! 🌟🧠🏫",15,15,EUR,Sutton Park Parent Teachers Association (PTA),https://schema.org/EventScheduled,2024-03-13T19:30:00Z,2024-03-13T22:30:00Z,Sutton Park School Annual Table Quiz,"Annual School PTA Table Quiz! 

Get ready for a night of fun, brain-teasing questions, and exciting prizes at our annual table quiz!",https://www.eventbrite.com/e/sutton-park-school-annual-table-quiz-tickets-851028869257,dublin,NA
30 minutes,Contact the organiser to request a refund.,"Unlock the door to exciting possibilities with our Raffle Ticket, priced at just €5! This small but mighty ticket holds the key to a world of potential winnings that could be yours. Imagine the thrill of being the lucky winner, all for the cost of a cup of coffee. Each ticket not only represents a chance to win fantastic prizes but also supports a good cause. Your contribution goes towards IT investment at Sutton Park School, making every ticket a symbol of generosity and investment in the future.",5,5,EUR,Sutton Park Parent Teachers Association (PTA),https://schema.org/EventScheduled,NA,NA,Sutton Park School PTA Raffle Ticket,"Whether you can join us for a fun night, or not, you have the chance of winning prizes at our Raffle Ticket event on March 13th!",https://www.eventbrite.com/e/sutton-park-school-pta-raffle-ticket-tickets-851095719207,dublin,NA
