Duration,Ticket_Type,Refund_Policy,Description,LowPrice,HighPrice,Currency,Organizer,EventStatus,StartTime,EndTime,Title,Subtitle,url,City
11 horas,Entrada electrónica móvil,Contacta con el organizador para solicitar un reembolso.,"Consev es el primer encuentro especializado de Ilustración y Concept Art en Sevilla dirigido tanto a aficionados como a profesionales del sector de la ilustración. Es un punto de reunión para conocerse, escuchar las experiencias de artistas consagrados y debatir hacia dónde se dirige el sector. Organizado por V-ART,  Consev será el punto de arranque de una nueva etapa de la ilustración en Sevilla, con propuestas formativas de primer nivel y un inicio de comunidad que aglomere todo el arte que producimos aquí. ¡No te pierdas esta gran fiesta!",0,11.32,EUR,V-ART,https://schema.org/EventScheduled,2024-03-09T09:00:00Z,2024-03-09T20:00:00Z,CONSEV.  Evento de Ilustración y Concept Art,"¡Ven y disfruta de CONSEV, el evento de Ilustración y Concept Art para aficionados y profesionales !",https://www.eventbrite.com/e/entradas-consev-evento-de-ilustracion-y-concept-art-795496500447,sevilla
NA,Sold out,Contact the organizer to request a refund.,NA,87.83,87.83,EUR,Cozymeal,https://schema.org/EventScheduled,2024-03-09T20:00:00Z,2024-03-09T23:00:00Z,Seville's Most Iconic Fare - Food Tours by Cozymeal™,"Learn all about Seville's incredible culture while enjoying the city's favorite fare with Cozymeal! Join the upcoming food tour, “Seville's Most Iconic Fare”, with Guide Charlie or Local Guide for a fun 3-hour experience with 7 tastings along the way.Cozymeal offers a variety of culinary experiences, including cooking classes, team building activities, food tours and private chef services. We’ll give you a unique, unforgettable experience hosted by incredible chefs and guides in over 70 cities across the U.S. and Canada. Book a culinary experience with Cozymeal and let theus take care of the rest.For additional information and dates visit Seville's Most Iconic Fare",https://www.eventbrite.com/e/sevilles-most-iconic-fare-food-tours-by-cozymealtm-tickets-790598881537,sevilla
NA,Sold out,No se hacen reembolsos,"SABADOS DE 22.00 a 02:00-4 HORAS DE FIESTA EN NUESTRA CENTRICA MODERNA Y ELEGANTE SALA--CENA INCLUIDA DURANTE LA FIESTA--BEBIDA INCLUIDA DURANTE TODA LA CENA HASTA SERVIR EL POSTRE-(BEBIDAS DE ALTA GRADUACION NO INCLUIDAS)-COPA CÓCTEL BIENVENIDA PIKAPIKA SEVILLA--STREAPTEASE, DJ, SHOW, ESPECTACULO DRAG QUEEN--REPORTAJE FOTOGRAFICO Y DE VIDEO--PREMIO ESPECIAL PIKA PIKA SHOW-Tras la cena disponemos de barra para copas con bebidas de primeras marcas.*▶️ *BONO DE 7 COPAS: 50 €.*▶️ PVP copas sueltas: 8€",38.94,38.94,EUR,Sala PikaPika,https://schema.org/EventScheduled,2024-03-09T21:00:00Z,2024-03-10T01:00:00Z,Cena show Sala Pika Pika,Ven a pasar una noche inolvidable en Sala Pika Pika!,https://www.eventbrite.es/e/entradas-cena-show-sala-pika-pika-857049607447,sevilla
1 hora,Entrada electrónica móvil,Reembolsos hasta 1 día antes del evento,"¿Quieres vivir una experiencia única y llena de color ? ¿Qué te parecería pasar un rato divertido mientras creas tu propia bomba de baño acompañado de tu persona favorita? En este evento tan especial, podrás aprender a confeccionar una de nuestras bombas de baño más tierna y divertida. Además podrás llevarla a casa para disfrutar de un baño tan colorido como un arcoiris ✨✨✨ ¡Reserva tu entrada cuanto antes, ya que las plazas son limitadas! Ven a vivir una experiencia única en Lush Sevilla. ¡Que los baños sean una realidad en tu vida! 🛀💫 ¡En 1989 Mo Constantine, cofundadora de Lush, inventó la bomba de baño! La mejor aliada para convertir la hora del baño en una sesión inmersiva de aromaterapia. ¡Y toda esta experiencia sin envases!",8.91,8.91,EUR,Lush Sevilla,https://schema.org/EventScheduled,2024-03-09T17:00:00Z,2024-03-09T18:00:00Z,Planes en Sevilla: Crea tu propia bomba de baño en Lush Sevilla.,"¿Buscas que hacer hoy Sevilla? ¡Crea tus propia bomba de baño en un taller cerca de ti, para disfrutar en familia o con amigos!",https://www.eventbrite.es/e/entradas-planes-en-sevilla-crea-tu-propia-bomba-de-bano-en-lush-sevilla-830359265917,sevilla
NA,Sold out,No Refunds,"Awaken your mind and body to a new level and learn how to practice meditation in motion. The purpose of this yoga lineage is to guide you toward cultivating a conscious connection, integration and awakening of the body, mind, heart and spirit. You will learn and practice Patanjali's 8 limbs of yoga: Work primarily with the Amrit posture sequence, gentle vinyasa flows and extended posture holding times. Explore the deepest levels of body, mind and spirit with the integrative practices of clear intention, breath, meditative awareness and conscious integration. Learn to balance your nervous system with the “first half” and “second half” of a posture. To transition from an active state of “doing” a posture, to a relaxed state of “being”. And to feel the effects of a posture. Learn to consciously encounter your ""edge"" of body and mind to release deep tensions and restore the natural flow of the vital life force energy (prana). Good for all levels, from those with some experience to more experienced practitioners. Some experience with yoga and postures is recommended. BIOGRAPHY I have been guiding spiritual seekers for over 30 years with the self-transformative teachings of yoga, meditation, Ayurveda and breathing. It is my pleasure and honor to guide you toward self-empowerment, transformation and awakened consciousness. I will help you connect to your deepest self and inner guide, from the physical to the soul dimension. SOULDIMENSION.ORG Copyright © 2022 • Soul Dimension",16.49,16.49,USD,Soul Dimension,https://schema.org/EventScheduled,2024-03-09T16:00:00Z,2024-03-09T17:30:00Z,Awakening Yoga • Weekly Class • Sevilla,Weekly online class with a spiritual focus to awaken one’s consciousness and highest potential.,https://www.eventbrite.com/e/awakening-yoga-weekly-class-sevilla-tickets-402642363147,sevilla
NA,Sold out,No se hacen reembolsos,"Desde 2013 más de 50.000 personas han visitado a la luz de candiles, el Hospital de la Caridad con Engranajes Culturales.  En 2021, el Hospital de la Caridad vuelve a abrir sus puertas para que el público pueda disfrutar de una experiencia muy particular. Volveremos a visitar el Hospital de la Caridad, en exclusiva, a puerta cerrada, con grupos reducidos y alumbrándonos con candiles para descubrir espacios cerrados a la visita ordinaria y conocer los ritos y secretos de una de las hermandades más importantes de la ciudad de Sevilla. La vida y la muerte se irán entrelazando en una atmósfera tenue que inundará la iglesia, pudiendo admirar las obras de arte bajo la luz con la que las miraron Mañara, Murillo o Pedro Roldán.  Como en ocasiones anteriores el 50% del precio de la entrada se destina a proyectos solidarios y a la residencia de mayores desfavorecidos del Hospital de la Caridad. Los participantes descubrirán de una forma atractiva, dinámica y participativa algunas de las obras de arte más importantes obras del Barroco sevillano, a la luz de candiles, con lo que queremos recrear la luz original de la Iglesia en la época en que Murillo, Valdés Leal o Pedro Roldán la decoraron, además se podrán ver por primera vez las dos grandes Obras de Murillo “La multiplicación de los Panes y los peces” y “Moises en la roca de Horeb” recién restaurados por el IAPH en sus marcos y en su lugar original dentro de la Iglesia de San Jorge. La visita se estructura en torno a tres universos: Quién fue realmente Miguel Mañara, qué le impulsó a construir el Hospital de Caridad, o el porqué de su desprecio a las riquezas y los bienes terrenales serán algunas de las cuestiones que resolvamos en este primer bloque de la visita donde descubriremos la trasformación de las atarazanas en hospital y cómo era el funcionamiento de esta institución en el siglo XVII.  Realizaremos un recorrido por su vida a través de sus objetos personales; su espada, su máscara mortuoria, las llaves de su ataúd o la pintura: Miguel Mañara leyendo la Regla de la Santa Caridad (Valdés Leal, 1681); ó el  Cristo Crucificado de Zurbarán. Postrimerías: Espiritualidad, Vida y muerte en el Barroco. Inmersión en la simbología del Barroco. La vida y la muerte a través de las obras de Valdés Leal, Murillo o Pedro Roldán. Arquitectura pintura y escultura nos ayudarán a comprender el espíritu del Barroco con sus vanidades y opulencias, para reflexionar sobre la fugacidad de la vida y el fin de la misma. Descubriremos a la luz de candiles Las postrimerías de Valdés Leal, reflexionando sobre la fugacidad de la vida y la inutilidad de acaparar riquezas y glorias, cuando sólo la muerte y el olvido es lo que queda. A continuación iremos desgranando el programa iconográfico diseñado por el propio Mañara y realizado por los autores más importantes del Barroco español, Murillo, Valdés Leal y Pedro Roldán: El ejercicio de la caridad: Mitos, Ritos y Misterios de la Hermandad. ¿Qué es la Hermandad de la Caridad?, ¿Cuáles son sus ritos?, ¿Cuáles son las funciones de sus hermanos?, ¿Qué hermanos ilustres han formado parte de ella?, o ¿Cuál es la finalidad de la institución?. Durante los últimos minutos de la visita subiremos a la planta noble, para descubrir el ejercicio de la caridad y su historia, . Visitaremos la Biblioteca en donde estarán libros y documentos relacionados con Murillo como su carta de entrada a la hermandad y otros referentes a su paso por la misma. Visitaremos la galería de personajes ilustres con retratos de “Retratos de los Duques de Montpensier”, D. Antonio de Orleans y Doña María Luisa de Borbón o de Isabel II. Y por último Entraremos en la Sala de Cabildos alta, en donde además de los destacados  ocho lienzos de Miguel Luna, los únicos conservados de este autor podremos contemplar Visión de Constantino (Francisco Herrera “El viejo”, 1614), el único conservado de toda la serie de la historia de la Santa Cruz. La pieza más destacada de la sala es la Cruz de los ajusticiados, Pieza que se utilizaba para dar la extremaunción a los reos condenados a muerte y que es una pieza de la escuela sevillana de Pedro Roldán. Organizador: Engranajes Culturales y Hermandad de la Santa Caridad. Preguntas frecuentes ¿Cómo puedo contactar con el organizador si tengo preguntas? info@engranajesculturales.com y 954043851 y 675682212 ¿Debo llevar mi entrada impresa al evento?  Puede llevar su entrada impresa o en cualquier dispositivo móvil ¿Puedo actualizar mi información de registro? Puede actualizarla en cualquier momento siempre que sea con anterioridad a 1 hora antes del comienzo de la actividad. ¿Vale si el nombre en mi entrada o registro no coincide con la persona que asiste? No hay ningún problema y recuerda que puedes cambiar los datos de tu entrada las veces que desees de forma gratuita.",13.2,14.3,EUR,Engranajes Culturales,https://schema.org/EventScheduled,2024-03-09T20:00:00Z,2024-03-09T21:30:00Z,Visita Nocturna al Hospital de la Caridad bajo los candiles,Visita nocturna a puerta cerrada e iluminada con candiles.,https://www.eventbrite.es/e/entradas-visita-nocturna-al-hospital-de-la-caridad-bajo-los-candiles-66654883551,sevilla
NA,Sold out,Refunds up to 7 days before event,"Synthesis of the human Mind Our internal world drives our external world. Our ability to use our mind determines how well we can control our external realities. What you may not know is that our Minds have an identity. Creating an Identity of mind allows us to direct our external world intentionally. The language we use to run our lives is one dimensional, which creates needless limitations. Our minds work best in a multidimensional language. Learning how to access your minds resources correctly will enable you to create a life beyond who we desire to be. Our vocabulary, are words we use internally to motivate change, but instead of encouraging us, the imperfections in our speech and articulation restrict access to our minds. There is no synchronicity between the one-dimensional language in our speech and the 4 th dimension of the mind. If you’re not using the correct language of the mind, the mind disengages where we become confused. We don’t have the language to describe the life that we want in a way that the mind accepts, understands, and can utilise. Mind ReMapping is a language illuminating an internal identity, so that we no longer need to be afraid of the dark, neither do we need to be afraid of our minds and what the future holds for us. Meta Tech Organica – Excited about Dimensions of LIVING D0 – Orientation – Who you are & who you are NOT. D1 – Point of Focus – What Where When Why & How to SEE. D2 – Objectification – Finding Imagination. D3 – Understanding – 4 Dimensions of Quadrilateral Thinking D4 – TIME – Mind ReMapping.(Cognitive Positioning System) Thank you for your patience. Mind ReMapping N.B. ALL EVENTS ARE ONLINE",14.99,44.99,GBP,Gavin  Gooden,https://schema.org/EventScheduled,2024-03-09T18:00:00Z,2024-03-09T19:30:00Z,Mind ReMapping - LOST WITHOUT AN  IDENTITY CRISIS  - ONLINE,"The MIND ReMapping  Philosophy: ""Be so Creatively removed from reality, that the Mind has no choice, but to come out of hiding….""",https://www.eventbrite.co.uk/e/mind-remapping-lost-without-an-identity-crisis-online-tickets-681408730857,sevilla
NA,Sold out,No se hacen reembolsos,NA,13.2,13.2,EUR,Engranajes Culturales,https://schema.org/EventScheduled,2024-03-09T19:00:00Z,2024-03-09T20:30:00Z,Visita  a la Casa de los Pinelo. Real Academia de Bellas Artes,"Por primera vez una de las casas palacio más importantes de la ciudad abre sus puertas al anochecer para descubrirnos sus secretos más ocultos: La Casa de los Pinelo.  Bajo la luz de la luna y a puerta cerrada descubriremos las historias que se esconden entre sus muros y jardines.
La Real Academia de Bellas Artes de Santa Isabel de Hungría con la colaboración de Engranajes Culturales han diseñado una serie de visitas nocturnas a la Casa de los Pinelo, sede de la institución y una de las casas palacio más singulares de la ciudad. La visita se estructurará en torno a los personajes que moraron la casa y a las distintas memorias que conforman la historia y el patrimonio material e inmaterial de este lugar.
Durante el recorrido no sólo vamos a descubrir la historia de esta casa y de la ciudad, sino a los personajes que en ella han morado ¿Qué relación tienen con este lugar Murillo, Luis Montoto, Picasso, Gonzalo Bilbao o Antonio Susillo?  Nos adentraremos a puerta cerrada y bajo la luz de la luna en uno de los lugares más fascinantes de la ciudad para descubrir entre sus muros a ilustres personajes, a hombres y mujeres que hicieron de Las Artes su vida y que nos dejaron su memoria escondida en las estancias de la casa.
En el recorrido podremos disfrutar de su extenso, rico y a veces desconocido patrimonio, no sólo arquitectónico, sino que en nuestro paseo descubriremos obras pictóricas atribuidas a importantes autores como Pablo Picasso, o el “Retrato de Don Jacobo Fitz James Stuart y Falcó, XVII Duque de Alba” pintado por Fernando Álvarez de Sotomayor y cedido para su exposición por la XVIII Duquesa de Alba. Además de otras pinturas de grandes pintores sevillanos como García Ramos, Gonzalo Bilbao o Alfonso Grosso. También descubriremos algunas de las piezas más importantes de la escultura contemporánea sevillana, gracias a la colección conservada en la galería alta.  Además podremos disfrutar de una de las colecciones más importantes de Andalucía de Arte oriental y la colección de Arte contemporáneo.

En nuestro paseo también descubriremos documentos tan interesantes como el original y manuscrito por Murillo por el que funda la “Academia del Arte de la Pintura”. Y por supuesto obras curiosas como un capote de paseo autografiado por el propio Pablo Picasso o una escultura de la Diosa romana Pomona, que hoy preside el jardín de la casa pero que en su día estuvo en la fachada principal del Mercado de la Encarnación.
Esta visita nocturna aunará Historia, Arte y Memorias de interesantísimos personajes, para acercarnos de una manera única a un lugar excepcional de la ciudad.
Organizadores: Real Academia de Bellas Artes Santa Isabel de Hungría y Engranajes Culturales.
FAQ: Preguntas frecuentes
¿Existen requisitos de edad mínima para entrar en el evento?
La actividad está diseñada para público adulto
¿Cómo puedo contactar con el organizador si tengo preguntas?
info@engranajesculturales.com y 954043851 y 675682212
¿Debo llevar mi entrada impresa al evento?
 Puede llevar su entrada impresa o en cualquier dispositivo móvil
¿Puedo actualizar mi información de registro?
Puede actualizarla en cualquier momento siempre que sea con anterioridad a 1 hora antes del comienzo de la actividad.
¿Vale si el nombre en mi entrada o registro no coincide con la persona que asiste?
No hay ningún problema y recuerda que puedes cambiar los datos de tu entrada las veces que desees de forma gratuita.",https://www.eventbrite.es/e/entradas-visita-a-la-casa-de-los-pinelo-real-academia-de-bellas-artes-69864714241,sevilla
NA,Sold out,Contacta con el organizador para solicitar un reembolso.,"En esta apasionante visita vamos a hacer un recorrido por la historia de Sevilla, ya que la construcción de este conjunto de palacios data del siglo X, cuando el califa Abd Al-Rahman III mandó que se hiciera un nuevo recinto para el gobierno de Isbiliya, nombre musulmán de nuestra ciudad, del que aún podemos visitar el patio de la yesería.A partir de la reconquista, en el año 1248, del periodo cristiano recorreremos el palacio gótico, destacando su conjunto de azulejos, el palacio mudéjar, construido por el rey Don Pedro I, el cruel, a mitad del siglo XIV, con una maravillosa mezcla de la cultura musulmana y cristiana repartida en sus estancias y patios. Los salones de Carlos V, con su monumental entrada realizada por el arquitecto Van der Borch tras el terremoto de Lisboa de 1755, y en el interior un salón lleno de tapices hechos al estilo flamenco en el siglo XVIII también, que nos cuentan la conquista de Túnez de Carlos V.Disfrutarás de sus diferentes jardines, llenos de estanques, fuentes y galerías, sin lugar a duda un paseo muy agradable en el que perderse conociendo la vegetación del Alcázar. Podéis imaginar desde ese momento hasta nuestros días, todo lo que podemos encontrar en el Alcázar.Este conjunto de palacios fue declarado Patrimonio de la Humanidad junto a la Catedral y el Archivo de Indias en 1987. Situado en los márgenes del Casco Antiguo, junto a la antigua Judería (Barrio de Santa Cruz), recibe más de 1 millón de visitas al año. No se trata sólo de un lugar de gran relevancia histórica, sino que además constituye uno de los más bellos y curiosos conjuntos arquitectónicos del país, mezclando estilos como el gótico, mudéjar o barroco.Consideramos que la visita al Alcázar de Sevilla es uno de los principales atractivos que tenemos en nuestra ciudad y, por lo tanto, no debes perdértelo si aún no lo conoces",2.45,35.71,EUR,Visitando Andalucía,https://schema.org/EventScheduled,2024-03-10T14:30:00Z,2024-03-10T16:30:00Z,Visita Guiada al Alcázar de Sevilla,Visita el palacio Real en uso más antiguo de toda Europa. Daremos un apasionante paseo por la Historia de Sevilla.,https://www.eventbrite.com/e/entradas-visita-guiada-al-alcazar-de-sevilla-779332653947,sevilla
NA,Sold out,Reembolsos hasta 1 día antes del evento,"Un espectáculo flamenco único en Sevilla, a los pies de la Giralda Disfruta del mejor tablao flamenco en Sevilla. Te proponemos ser partícipe de un espectáculo flamenco, vivir una experiencia auténtica e inolvidable junto a los cantaores, guitarristas y bailaoras, de una forma cercana y familiar. Cante. Baile. Guitarra. Lo sentirás en tu piel.",25,25,USD,Flamenco en Sevilla,https://schema.org/EventScheduled,2024-03-09T17:00:00Z,2024-03-09T18:00:00Z,Flamenco junto a la Giralda de Sevilla,Conoce el auténtico flamenco disfrutando de un espectáculo junto a la Catedral de Sevilla,https://www.eventbrite.es/e/entradas-flamenco-junto-a-la-giralda-de-sevilla-794310703697,sevilla
