Duration,Refund_Policy,Description,LowPrice,HighPrice,Currency,Organizer,EventStatus,StartTime,EndTime,Title,Subtitle,url,City,Ticket_Type
3 uren,Neem contact op met de organisator om een restitutie aan te vragen.,"In anticipation of International Women’s Day, we have a sweet treat coming your wayyy🍭. Are you ready for our 5th Edition of Real Talks all about gender equity and neurodiversity? Get ready to explore the intersection of these topics and challenge the common misconceptions surrounding women with neurodivergent traits💖. Often, these traits are mistakenly perceived as personality quirks rather than recognised as part of a broader neurological spectrum 🌈. Together, let’s all dive into the complexities of navigating biases associated with both gender and neurology. Whether you agree, disagree, or prefer to remain Switzerland, we welcome you to join us for an engaging conversation. In partnership with The Social Hub Amsterdam City, we're thrilled to offer this opportunity to connect and learn together💡 🧏🏼 For who? Anyone who is graduating or already employed (0-5 yr), and allies and people in the advertising industry who have a seat at the table 📆 When? March 14th, 19:00 📍Where? @ The Social Hub Amsterdam City Wibautstraat 129, 1091GL 🎟️ tickets? €5 (excluding transactional costs) See you there! Special notice: Should you be observing Ramadan, kindly send us an email at hi@we-are-raw.com, as we are keeping you in our thoughts during the evening.",5,5,EUR,RA*W,https://schema.org/EventScheduled,2024-03-14T18:00:00Z,2024-03-14T21:00:00Z,Real Talks #5 | Neurodiversity Through The Lens of Women in Advertising,Come broaden this perspective on neurodivergence.,https://www.eventbrite.nl/e/tickets-real-talks-5-neurodiversity-through-the-lens-of-women-in-advertising-844652848407,amsterdam,NA
2 uren 30 minuten,Neem contact op met de organisator om een restitutie aan te vragen.,"In deze nascholing frissen we de kennis over chronische nierschade op en gaan we tevens, aan de hand van casuïstiek, in op al jullie vragen over CNS en telenefrologie. Onderwerpen die aan bod komen zijn:  Definitie en stadiering van CNS, risico op HVZ, diagnostiek CNS, behandeling CNS, indicaties voor verwijzing en telenefrologie L﻿eerdoelen zijn: Actieve medicatiebewaking bij CNS enVerwijzingen via zorgdomein voor telenefrologie kunnen toepassen Op de nascholingen van de Amstelland Zorg Academie zijn Algemene Voorwaarden van toepassing",0,0,EUR,Amstelland Zorg,https://schema.org/EventScheduled,2024-03-14T16:30:00Z,2024-03-14T19:00:00Z,Scholing CNS (chronische nierschade),Kaderhuisarts Judith Tjin-A-Ton en nefroloog Fenna van Breda beantwoorden al jullie vragen over CNS en telenefrologie,https://www.eventbrite.nl/e/tickets-scholing-cns-chronische-nierschade-741414660207,amsterdam,NA
3 hours,Contact the organizer to request a refund.,"The Kult is getting bigger. We're adding more specials, more one-hours, more works-in-progress, more everything. Get set for the first of many Kult specials by the uber-talented Emma Dalenberg on her Spring Tour. Kult Comedy proudly presents The American Cream. The American Cream, with Emma Dalenberg “Queer liberals view guns, the same way conservatives view queer liberals. You’re so against it, but then you find one in your hands, and you’re just like, oh…this ain’t too bad.” Emma has a love/hate relationship with the country that raised her. While working at the infamous Mall of America, the mecca of American capitalism, Emma sat around and dreamed of a different kind of America, where conservatives and queers shoot guns together, women get free abortions in churches, and poor white people finally realize that rich white people have never had their backs.  About Emma Dalenberg: A real heavy hitter, measuring up at 183 cm tall, Emma Dalenberg is a seasoned American comic, that approaches her sets with good vibes and a genuine love to connect with audiences of all backgrounds. She has toured all over the United States and through 5 European countries, at venues ranging from packed theaters and clubs to small-town dive bars and bowling alleys. She is a paid regular at the nationally renowned Acme Comedy Club, was voted 'Racket Magazine’s 2022 Minnesota Comic to Watch,’ is twice featured in the Minnesota Star Tribune, has opened for Michael Che, Dave Attell, and Big Jay Oakerson, and most impressively, nearly got deported from Germany in December of 2022. Now, Emma is focused on developing her act across the country and returning to Europe for her “American Cream” Tour. Emma is proud to have come up from her Midwestern trailer park beginnings and be a broke world traveler, with a good handful of subversive jokes, goofy stories, and intercultural observations to share.",15.88,15.88,EUR,Kult Comedy,https://schema.org/EventScheduled,2024-03-14T18:00:00Z,2024-03-14T21:00:00Z,Kult Comedy Presents - The American Cream by Emma Dalenberg,"Upcoming American Standup - comedy star Emma Dalenberg is bringing her first solo hour ""The American Cream"" to Amsterdam!",https://www.eventbrite.nl/e/kult-comedy-presents-the-american-cream-by-emma-dalenberg-tickets-845720963167,amsterdam,NA
3 hours,Contact the organizer to request a refund.,"March Topic - Bring AI into Production Title: Practical MLOps: best practices and an interactive example with UbiOps After tackling some MLOps best practices and common pitfalls, we will walk through an interactive example together. In this hands-on workshop, you'll learn how to deploy and run Stable Diffusion with the UbiOps platform. UbiOps is a serverless platform for AI & ML models, built to help data science teams transition their proof of concepts to fully operational models running at scale. During the workshop we will show you how you can work with both the UbiOps WebApp and Python client. Python knowledge + your laptop is all you need! Speaker profile: Anouk is the Head of Product at UbiOps. She studied Nanobiology and Computer Science at the Delft University of Technology, and did a Master’s in Game Development at Falmouth University. Her background sparked her interest in Machine Learning. Next to her role at UbiOps, she also frequently writes for Towards Data Science about various MLOps topics and she co-hosts the biggest Dutch data podcast, de Dataloog. Her efforts in tech have been awarded twice with the T500 award, in both 2020 and 2021. Every 2nd Thursday of the month we organise a WAI Circle where we connect and share knowledge. Our Circles are hosted at the Equals Clubhouse in Amsterdam. They are the heartbeat of our WAI community. It is all about ambitious women that want to grow, support, and empower each other. If you or anyone you know would be interested in speaking at our WAI Circles please share the link: https://womeninai.nl/circle-speaker-request/ No refunds on tickets, all sales are final. **Please note that pictures and videos could be taken at our events for use by WAI Netherlands. We use this information for the purpose of WAI Netherlands event and program marketing.**",6.2,16.92,EUR,Women in AI Netherlands,https://schema.org/EventScheduled,2024-03-14T16:00:00Z,2024-03-14T19:00:00Z,WAI Circle: March Edition,Bring AI into Production,https://www.eventbrite.nl/e/wai-circle-march-edition-tickets-780670164477,amsterdam,NA
8 dagen 2 uren,Neem contact op met de organisator om een restitutie aan te vragen.,"Drama | 2h 02min – Wolof/Arabic, Dutch subtitlingGeïnspireerd op mythen en waargebeurde verhalen neemt regisseur Matteo Garrone (Gomorra, Dogman) de kijker in Io Capitano mee op een diep ontroerende tocht van twee tienerjongens, die hun familie in Senegal verlaten om hun ​​droom van een beter leven in Europa na te jagen. Hun hedendaagse Odyssee voert hen door de verstikkende woestijn en over de onstuimige zee. Ze beginnen hun reis als mens, maar transformeren al snel tot handelswaar voor de mensensmokkelaars waarbij hun dromen, hoop en ambities ruimte moeten maken voor een strijd om te overleven. 16 jaar",0,11,EUR,Bijlmerbios,https://schema.org/EventScheduled,NA,NA,Io Capitano,"Klik op 'Tickets' om de gewenste datum, tijd en aantal tickets te selecteren.",https://www.eventbrite.nl/e/tickets-io-capitano-835886548167,amsterdam,NA
1 hour 30 minutes,Contact the organiser to request a refund.,"(Bilingual workshop taught in a combination of Dutch and English.) A limited number of subsidized spots are available for kids from low-income families with a Stadspas. *** During this NewTechKids 'Try It Out' workshop held at the Amsterdam Public Library near Centraal Station, kids ages 8-12 will be introduced to designing, building and coding robots and tech prototypes. space, etc. Girls and boys with little or no previous experience with robotics and coding are welcome! Kids will dive into building and visual programming using LEGO Mindstorms and art supplies. They'll learn about design concepts (resources, requirements, testing, iteration, best practices) and computer science concepts (coding, algorithms, commands, loops, sequence, iteration, if-else logic, etc.). During the workshop, they’ll discuss inspiring examples of technology before completing a class challenge in pairs and presenting their prototypes. The workshop will take place on Thursday, March 14, 2024 from 16:30 - 18:00. This bilingual workshop will be taught by a native Dutch-speaking professional teacher with specialised training in computer science. The workshop's curriculum is based on NewTechKids’ pedagogy which focuses on concept-context learning and the use of tangible learning tools. Our workshop is ideal for children with no previous exposure to design and computer science and those who have previously participated in NewTechKids programs. Girls are welcome! A minimum of 16 students is required to offer this workshop. Registrants will be notified 3 days prior if the workshop is cancelled and a full refund will be provided. Location: OBA Centraal, Oosterdokskade 143 in the Junior Lab (basement)",5,21.33,EUR,NewTechKids,https://schema.org/EventScheduled,2024-03-14T15:30:00Z,2024-03-14T17:00:00Z,"NewTechKids 'Try It Out' Workshop at OBA Centraal: March 14, 2024","'Try It Out' workshop during which kids ages 8-12 design, build and program robots and tech prototypes. Taught in both Dutch and English.",https://www.eventbrite.ca/e/newtechkids-try-it-out-workshop-at-oba-centraal-march-14-2024-tickets-788239915807,amsterdam,NA
2 hours,Contact the organizer to request a refund.,"Looking forward to sharing a drink with you all at the D2 After-Work Tech Mixer on March 14th. 📍 We will be gathering at Café Panache, and the event starts at 7.00 p.m. Everyone can get their drinks at the bar. We are looking forward to seeing you! Any questions send us a note at: hello@thed2collective.com --- the D2 collective — our mission is to make the [tech] world feel closer through connection, experiences, and learning. We aim to spark meaningful connections among our 3000+ members mostly active in Amsterdam, Dublin, London, Barcelona, Paris & NYC.",8.7,12.73,EUR,the D2 collective,https://schema.org/EventScheduled,2024-03-14T18:00:00Z,2024-03-14T20:00:00Z,[BigTechOnly] Mixer: Networking Event for the Tech Industry,Looking forward to sharing a drink with you all at the D2 After-Work Tech Mixer on the 14th of March.,https://www.eventbrite.nl/e/bigtechonly-mixer-networking-event-for-the-tech-industry-tickets-820158585407,amsterdam,NA
2 uren,Neem contact op met de organisator om een restitutie aan te vragen.,"BRAIDING 101 MASTERCLASS by Totally Treasured X OBA Next Join ons tijdens de MASTERCLASS Braiding 101 georganiseerd door Telezah van Totally Treasured en OBA NEXT in het OBA NEXT LAB in Amsterdam!Telezah is 24 jaar oud en heeft 14 jaar ervaring met braiden. Ook heeft ze haar eigen bedrijf Totally Treasured waarin ze dagelijks werkt met verschillende haartypes. Ze kreeg steeds meer vragen over hoe het vlechtproces werkt en vanuit daar ontstond deze masterclass. Dus: Wil jij ook leren vlechten maar heb je geen idee waar je moet beginnen? Wat voor haarstructuur je hebt of hoe je jouw natuurlijke haar moet verzorgen? We got you!Kom naar de masterclass en ga weg met meer kennis over natuurlijk haar & een goodiebag! Date: 14 maart 2024Time: 19:00 - 21:00 uur Location: OBA NEXT LAB, Bijlmerplein 154, Amsterdam, Nederland Dit event wordt aangeboden door OBA Next, de Bibliotheek van de Toekomst, waar we van elkaar leren en elkaar inspireren. Mocht je even niet lekker gaan en het bedrag niet kunnen betalen? Stuur een mailtje naar s.triebel@oba.nl, we komen er altijd uit.",3.33,3.33,EUR,OBA NEXT,https://schema.org/EventScheduled,2024-03-14T18:00:00Z,2024-03-14T20:00:00Z,BRAIDING 101 MASTERCLASS by Totally Treasured X OBA Next,Tijdens deze masterclass leer ik je over de geschiedenis van het haren vlechten & de verzorging en anatomie van jouw 3C-4C haar!,https://www.eventbrite.nl/e/tickets-braiding-101-masterclass-by-totally-treasured-x-oba-next-858831416887,amsterdam,NA
3 uren,Neem contact op met de organisator om een restitutie aan te vragen.,"Added Colour - A Talk With Edson Sabajo Join us for an inspiring evening at stARTwell, Laarderhoogtweg 18, Amsterdam, Nederland! Get ready to dive into the world of creativity and innovation with Edson Sabajo. As co-founder of the iconic streetwear brand Patta, Edson will share his insights, experiences, and the journey behind the brand's success. Discover how colour plays a crucial role in design, fashion, and self-expression. Whether you're a fashion enthusiast, entrepreneur, or simply curious about the creative process, this talk is sure to spark your imagination. Don't miss this opportunity to connect with like-minded individuals, gain valuable knowledge, and be inspired by Edson's unique perspective on art, culture, and individuality.",12.5,12.5,EUR,Added Colour,https://schema.org/EventScheduled,2024-03-14T16:00:00Z,2024-03-14T19:00:00Z,Added Colour - A Talk With Edson Sabajo,Join us for a vibrant chat with Edson Sabajo where we'll dive into the world of added colour and creativity!,https://www.eventbrite.nl/e/tickets-added-colour-a-talk-with-edson-sabajo-856052645507,amsterdam,NA
1 hour,Contact the organizer to request a refund.,"Hey AIC Members! Feel like a kid again! Every second Thursday of the month we're gathering a group of internationals and locals for one hour of trampoline dodgeball and more wild fun. Ever played dodgeball before? No worries! Anyone can play and we'll explain the rules and organize teams prior to playing. The possibilities of jumping are also endless. Jumpsquare offers a large Fun Area (air-bag, foam pit, basketball) and power trampolines for tricks. You will also find a Slackline (balancing on a tense line above a foam pit) and much more. If you want to see how our event at Jumpsquare looks like : Check it out! What to bring Wear clothes that are easy to move in and be prepared for a little sweat as 60 minutes of jumping and moving is an awesome workout! Important to know - Our 1 hour jump time will be reserved for our group in the cafe for drinks and snacks before and after. - Special socks for jumping are included in the price. - There are places to change and lockers to store your things safely! WHEN - Thursday, March 14th from 19:00 to 20:00. We meet from 1830 and we start jumping at 19! Don't be late! WHERE Jumpsquare Amsterdam Daniël Goedkoopstraat 1, 1096 BD Amsterdam Oost (nearby Sparklerweg metro station) TICKETS & AIC Card 11€ if you own an AIC card. If you'd like to get your AIC Card, please click here! Regular ticket is 13.5€ on AIC website or 14.99€ at the door Ticket price includes a special pair of jumping socks Tickets are not refundable (unless you have an **AIC Card**😎) Tickets are NOT swappable Ready to join? Do you know that AIC has WhatsApp group dedicated to Fitness and Fun? Contact us and send us a request to join the group! IMPORTANT! The amount of attending people that you see on this website is not fully representing how busy the event will be. Since AIC events are promoted on several platforms, the attendance is the result of the combination of the bookings coming from each platform.",15.35,15.35,EUR,AIC - Amsterdam International Commnunity - Expats,https://schema.org/EventScheduled,2024-03-14T18:00:00Z,2024-03-14T19:00:00Z,Trampoline dodgeball @ Jumpsquare,Every second Thursday of the month we're gathering a group of internationals and locals for one hour of trampoline dodgeball.,https://www.eventbrite.nl/e/trampoline-dodgeball-jumpsquare-tickets-799840493447,amsterdam,NA
