Duration,Refund_Policy,Description,LowPrice,HighPrice,Currency,Organizer,EventStatus,StartTime,EndTime,Title,Subtitle,url,City,Ticket_Type
5 hours 30 minutes,Contact the organiser to request a refund.,NA,0,10,EUR,McGowans Thursdays,https://schema.org/EventScheduled,2024-03-14T21:00:00Z,2024-03-15T02:30:00Z,Cheeky One at  McGowans Thursdays - Over 21s,"The best craic Thursday night. McGowans, only up the road.  DJ from 9pm.

Please respect our neighbours when entering and leaving.",https://www.eventbrite.com/e/cheeky-one-at-mcgowans-thursdays-over-21s-tickets-858966290297,dublin,NA
3 hours,Contact the organiser to request a refund.,"""Huevo de Dragón"" es la nueva obra de stand-up de Nacho Redondo donde explora su recién consumado matrimonio, lo complicado de casarse con alguien famoso y que tus padres se vuelvan tus hijos.",33.15,43.87,EUR,La Clave Group,https://schema.org/EventScheduled,2024-03-14T19:30:00Z,2024-03-14T22:30:00Z,"Nacho Redondo ""Stand up"" Dublin","¡Prepárate para reír a carcajadas con el increíble espectáculo de ""Nacho Redondo Stand up"" en Dublín el 14 de marzo de 2024 a las 19:30!",https://www.eventbrite.ie/e/nacho-redondo-stand-up-dublin-tickets-788552861837,dublin,NA
3 hours,Contact the organizer to request a refund.,"You're invited to the CHEEERS:DHT St Patrick's Day Quiz and Raffle CHEEERS: Developing Healthcare Together is an Irish non-profit, professional volunteer multidisciplinary sending organisation (RCN: 20153335). CHEEERS: Developing Healthcare Together works together with developing communities to improve healthcare services and to promote education and the training of healthcare professionals. In March 2024 we are excited to have our largest MDT ever travelling to Kisiizi with OTs, nurses, physios, pharmacists, dietitians, SLTs and a doctor. All travel and accomodation is self-funded. We are proud that all our funds raised goes to healthcare development partnerships between CHEEERS:DHT and Kisiizi and excited to host this quiz and raffle to contribute to the ongoing work. WHERE: Slattery's D4 WHEN: March 14th. EVENT TICKETS: Via eventbrite 10 euro (plus eventbrite service charge). RAFFLE TICKETS: Via IDONATE. ⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️https://www.idonate.ie/raffle/CHEEERSDHTStPatricksDayRaffle2024 Raffle prizes include: Plus more to be announced. It will be a fun night and a great way to kick off your bank holiday weekend while supporting a worthy cause! Feicfidh me sibh ansin! 💚",11.7,11.7,EUR,CHEEEERS: Developing Healthcare Together,https://schema.org/EventScheduled,2024-03-14T19:30:00Z,2024-03-14T22:30:00Z,CHEEERS:DHT St Patrick's Day Quiz and Raffle in aid of Kisiizi Hospital,Table quiz and raffle in Slattery's pub D4 on March 14th to support the ongoing collaboration between CHEEERS:DHT and Kisiizi Hospital.,https://www.eventbrite.com/e/cheeersdht-st-patricks-day-quiz-and-raffle-in-aid-of-kisiizi-hospital-tickets-851009852377,dublin,NA
5 hours,Refunds up to 30 days before event,"Psychedelic Gaff is very happy to be celebrating 8 years of amazing parties 😃 8 years of beautiful smiles and killer psychedelic music! Let's start St. Patrick's weekend the psychedelic way 🍀 put on your green costume and come to our Gaff! THURSDAY ➖ 14th March (NEW DATE) ➖ 10pm ▪◾◼⬛ 𝐋𝐈𝐍𝐄 𝐔𝐏 ⬛◼◾▪ ▪ LIVE ▪ 🎉 PURIST (Sangoma Records) 🇧🇷 [1st time in Ireland] 🎧 https://soundcloud.com/puristmusic Live set played at Boom Festival 2022 🎧 ▪ DJs ▪ 🎉 HughieQ (Audio Garden) 🎧 https://soundcloud.com/hugh-quaine 🎉 Kalizer (Audio Garden/Fullmoon Psy) 🎧 https://soundcloud.com/djkalizer 🎉 JuliosMap (Gaff Records/Psychedelic Gaff) 🎧 https://soundcloud.com/juliosmap DJ set played at Fuinneamh Festival 2023 🎧 ◼◾▪ 𝐋𝐎𝐂𝐀𝐓𝐈𝐎𝐍 ▪◾◼ 📍 So Below (NEW LOCATION) Address: 10 Eden Quay, Dublin 1, D01 V6F4 Doors open at 10pm Over 18's (ID required) ◼◾▪ 𝐓𝐈𝐂𝐊𝐄𝐓𝐒 ▪◾◼ LINK: https://psygaff8th.eventbrite.ie Super Early Bird: €10 [SOLD OUT] Early Bird: €12 [SOLD OUT] General Admission: €15 + Ticket fee At the door: €18 ▪ DECORATION by Fractal SOUL Décor ▪ 𝐃𝐈𝐆𝐈𝐓𝐀𝐋 𝐀𝐑𝐓/𝐃𝐄𝐒𝐈𝐆𝐍 by DP - Graphic Designer _________________________________________________ ABOUT Purist Purist is the Brazil based project of Leonardo Tozzi who is active as a listener and producer of psychedelic music since 2003. With his progressive project “Soulearth” he achieved international recognition and released on various labels and performed in some of the most important festivals in Brazil.After an inspirational break, in mid-2010, Leonardo back with full force underwent transformation within his music into deep, more nighttime oriented sounds with the aim to heal the soul through trance, music - Result that had from shamanic experiences! He represents the Sangoma Records, where he released his debut album ""AUMPRAM""l, the EP ""Icaro” and now the 2nd album ""Paradox Manipulation"".He also performed at festivals such as Boom Festival (Portugal), Kupuri Festival (Mexico), UfoBufo (Czech), HillTop(Goa), PSY-FI (Netherlands), Son Libre Festival (France), Goadupa (Poland), AUM Ritual (Switzerland), Elysium Festival (Serbia), Revision Festival (Greece), Arkana Festival (Peru), Universo Paralello (Brazil), Pulsar Festival (Brazil), FLOW Festival (Austria), Tantra Festival (France), Fakulta (Israel), Earthdance (Brazil), Solstice Festival (Netherlands),Zurück zu den Wurzeln Festival (Germany), Dragon Dreaming Festival (Australia), among others. 🎧 Beatport 📷 Instagram 📱 Facebook _________________________________________________ Follow Psychedelic Gaff / Gaff Records @ Soundcloud @ Facebook @ YouTube @ Instagram (Psy Gaff) @ Instagram (Gaff Records)",11.11,16.66,EUR,Psychedelic Gaff,https://schema.org/EventScheduled,2024-03-14T22:00:00Z,2024-03-15T03:00:00Z,Psychedelic Gaff 8th Birthday,Psychedelic Trance party in Dublin!,https://www.eventbrite.ie/e/psychedelic-gaff-8th-birthday-tickets-813533298997,dublin,NA
8 hours 30 minutes,Contact the organizer to request a refund.,"About the Conference 2024 The Irish Waste Management Association (IWMA) and The Chartered Institution of Waste Management (CIWM) as well as the event management partners Conference Managers Consulting Ltd are absolutely delighted to announce the next Irish Waste Management Conference on Thursday the 14th of March 2023 again in the one and only Aviva Stadium in Dublin 4, home to Irish Rugby and Football.  The Aviva Stadium Conference Centre is certified to ISO20121 meaning that they operate as a sustainable venue which is essential for a waste management conference. The Aviva Stadium Conference Centre also offers the very best catering, networking and marketing space in Dublin for live events which is ideal for sponsors, exhibitors and delegates to mingle.  The main theme of next year’s conference will again be The Circular Economy such are the constant changes and updates to the information and data.  This will be another unique opportunity to meet your clients, peers, colleagues, competitors, policy makers and indeed, future clients in a safe and relaxed environment.  There is no other event in The Republic of Ireland that compares to The Irish Waste Management Conference in the waste and resource management space.  .   SOLD OUT IN 2023 Book now to avoid disappointment The Irish Waste Management Conference 2024 Website",253.99,440.33,EUR,"Conference Director, Adrian Hopkins",https://schema.org/EventScheduled,2024-03-14T08:00:00Z,2024-03-14T16:30:00Z,The Irish Waste Management Conference 2024,"The Irish Waste Management Association (IWMA), The Chartered Institution of Waste Management (CIWM) & Conference Managers Consulting Ltd.",https://www.eventbrite.ie/e/the-irish-waste-management-conference-2024-tickets-734635754317,dublin,NA
3 hours 45 minutes,Contact the organiser to request a refund.,"13:00 – 14:00 - Lunch and Learn Keynote (available Hybrid) ‘GreenComp: sustainability competences for lifelong learning, the European framework’ Dr. Guia Bianchi EU NEMOS Project overview 14:00-15:00 Education for Sustainability Parallel Seminars and Panel discussions 15:00-16:30 Parallel Workshops Please book tickets on Eventbrite for onsite attendance. The keynote address will be available online, tickets are not required but please complete this form to receive link to join the webinar.",5,5,EUR,School of Food Science & Environmental Health,https://schema.org/EventScheduled,2024-03-14T12:45:00Z,2024-03-14T16:30:00Z,Educating for Sustainability & EU GreenComp Framework,"Respond to the growing need for educating to develop the knowledge, skills & attitudes to live, work & act in a sustainable manner.",https://www.eventbrite.ie/e/educating-for-sustainability-eu-greencomp-framework-tickets-835626149307,dublin,NA
2 hours 30 minutes,Contact the organiser to request a refund.,"They say you know if you have a spark with someone within the first few minutes of meeting, so why not meet 18 potential matches in one night! Meet like-minded singles in their 30s to early 40s, all looking to find a potential match. This event is held at Coopers Corner in D8. We have exclusive use of the back bar with low lighting and background music to help set the mood. Once all attendees have arrived at the event, we will kick off by letting everyone settle in, grab a drink, and explain how the evening will go. As each person arrives they will received a date card and number to a corresponding table. Daters will be seated in front of a potential match with 4-minutes to get to know one another. Feel free to talk about whatever you want, but we always recommend you keep it lighthearted. If you're stuck for conversation, we have random question cards on the table to help spark the chat. Once time is up, the ladies remain seated and the gents move down a spot and take a seat at the table of their next potential match. On each date, the daters will write down their dates name and will later check off if they are interested in the match. Make sure your date card is filled out correctly, hand it back to our host at the end of the eventing, and leave the rest to us. Just because the event is over doesn’t mean your night has to be! Feel free to stay for a drink (or two). Kick back, relax, and maybe chat further with some of the other daters from our speed dating event. The next day you will hear back from us via email with exciting news about your potential matches from our speed dating event. All attendees must be at the venue by 820pm in order to participate in the night. If for some reason you are unable to attend last minute, please let us know as we require even numbers for men and women. Our Speed Dating Nights sell out fast! Previous events have sold out within 4 days! ""I had a fantastic experience! The atmosphere was warm and inviting, and Sam & the team were incredibly friendly and attentive. I was slightly nervous at the start but Sam made sure that everyone feels comfortable. The matchmaking process and communication afterwards was exceptional and very quick (less than 24 hours). I also loved the cue card questions which made the conversations more fun. Can't recommend Your Friend My Friend enough! :)"" **Please note - we have a strict zero tolerance policy against poor etiquette of any kind, including leaving the event at any point once it’s started. By purchasing a ticket, you are committing to staying for the entire duration of the event and participating in each speed date, just like you would in person. Be kind. Be respectful. * ***Photos will be taken at the event. By purchasing a ticket you agree that your image may be seen on our social channels. * ***This is an over 18 event only. Do not drink and drive.",33.15,33.15,EUR,"Your Friend, My Friend",https://schema.org/EventScheduled,2024-03-14T20:00:00Z,2024-03-14T22:30:00Z,Dublin Speed Dating (Ages 30 - 43),"Dublin's number one Speed Dating night! 18-dates, 4-minutes each, great craic! A casual and fun way to meet like minded singles in Dublin.",https://www.eventbrite.ie/e/dublin-speed-dating-ages-30-43-tickets-810369526067,dublin,NA
4 hours 30 minutes,Contact the organiser to request a refund.,Pre Paddies Garden Party at Dtwo - March 14th - €3 Drinks - 1500 Students - €3.50 Drinks - 2 DJ Sets - Live Karaoke/Trad Music - Dublins Biggest Student Night - Bublins Biggest Beer Garden Tickets starting from €5 - Get your Early Bird before they're gone! Welcome to the BIGGEST student night in Dublin!,6.09,11.38,EUR,Dtwo Club,https://schema.org/EventScheduled,2024-03-14T23:00:00Z,2024-03-15T03:30:00Z,Pre Paddies Garden Party at Dtwo - March 14th - €3 Drinks,Pre Paddies Garden Party at Dtwo - March 14th - €3 Drinks,https://www.eventbrite.com/e/pre-paddies-garden-party-at-dtwo-march-14th-3-drinks-tickets-859477940657,dublin,NA
5 hours,Contact the organiser to request a refund.,"Trinity Barbell presents BARBALL! We're returning to Doyle's corner in Phibsborough once again for a night of celebrations post-university nationals.  Ticket includes entry and finger food on the night; doors at 8pm, finishing up about 12:30! And perhaps into the city centre to continue the fun...  Dress code is formal, no singlets please<3  We hope to see you all there - non-barbell plus ones welcome!",17.07,17.07,EUR,Trinity Barbell,https://schema.org/EventScheduled,2024-03-14T20:00:00Z,2024-03-15T01:00:00Z,Trinity BarBall,The one and only BarBall is back for another year in Doyle's corner!,https://www.eventbrite.com/e/trinity-barball-tickets-850846804697,dublin,NA
1 hour,Contact the organiser to request a refund.,NA,4.19,4.19,EUR,DU Dance Society,https://schema.org/EventScheduled,2024-03-14T18:00:00Z,2024-03-14T19:00:00Z,Irish Dance Class,Irish dance class ☘️,https://www.eventbrite.ie/e/irish-dance-class-tickets-860459697117,dublin,NA
