Duration,Ticket_Type,Refund_Policy,Description,LowPrice,HighPrice,Currency,Organizer,EventStatus,StartTime,EndTime,Title,Subtitle,url,City
2 hours 30 minutes,Mobile eTicket,No Refunds,NA,5000,5000,ARS,MR Producciones Arte y Moda,https://schema.org/EventScheduled,2024-03-10T21:00:46Z,2024-03-10T23:30:46Z,MITICA,"Fashion Show, Hadas y Vampiros en un evento de moda 
Te va a sorprender !",https://www.eventbrite.com.ar/e/mitica-tickets-823201145787,buenos aires
5 horas,Entrada electrónica,Comunicate con el organizador para solicitar un reembolso.,"Farol Club de Rol es un nuevo espacio en Arévalo 2255, Palermo, CABA donde podés jugar tus juegos de rol favoritos, con partidas de rol pagas llevadas adelante por narradores experimentades que te van a hacer vivir las más emocionantes aventuras. Farol es un espacio comunitario e inclusivo donde todes son bienvenides a incursionar en el apasionante mundo de los juegos de rol de mesa, una de las actividades más creativas y divertidas que existe, dónde uno ejercita su imaginación mientras se divierte con amigues o conociendo gente nueva. En esta clase de juegos, que se juegan alrededor de una mesa, con dados, lapiz, papel, y mucha imaginación, interpretás a un personaje en una aventura en un mundo ficcional. Con la guía de una persona a quien solemos llamar ""narrador"" o ""master"", que te va a ir contando que está sucediendo en el mundo y preguntandote a vos y a les otres jugadores que quieren hacer, van a ir contando una historia. A veces, para saber si has tenido exito o fracaso, vas a tirar dados y aplicar las reglas del juego que estás jugando. Así se va construyendo un diálogo que genera un relato colectivo apasionante, donde nadie sabe como va a terminar la historia de antemano. Los juegos de rol no se ""ganan"" o ""pierden"" como otros juegos. O mejor dicho, siempre se ganan si les jugadores alrededor de la mesa han pasado un buen momento jugando a imaginar un mundo diferente al nuestro. Participando de los eventos de Farol Club de Rol aceptás el siguiente Código de Conducta y Convivencia, que nos permite a todes pasar un buen momento. 1 . No discriminación. Ningún tipo de discriminación por identidad de género, orientación sexual, raza, religión, nacionalidad, neurodivergencia o cualquier otra categoría protegida está permitida. 2 . Acoso e insultos. Cualquier tipo de agresión o acoso contra otre jugador o narrador está prohibido. No respetar los límites establecidos de antemano con respecto a los temas que se pueden narrar es considerado una forma de agresión. 3 . Conductas disruptivas. Cualquier conducta que impida el pasarla bien a los demás y que sea disruptiva del ambiente de juego está prohibida. Está prohibido traer elementos de utilería (""props"") que sean peligrosos, o puedan ser interpretados como peligrosos. 4. Daño a la propiedad del club. Les participantes deben cuidar Casa Arévalo, mantener la higiene y orden de los espacios de juegos, y baños. También deben cuidar los materiales de juego que se les presten, sean del club o de otres jugadores o narradores, y devolverlos al finalizar el evento. Farol Club de Rol se reserva el derecho de expulsar y suspender permanentemente jugadores que incurran en estas conductas u otras que impliquen un daño o disrupción del evento. Farol Club de Rol tiene infusiones y un dispenser de agua a disposición. Si querés, podés traer comida o bebida para compartir con tu mesa.",4000,4000,ARS,Farol Club de Rol,https://schema.org/EventScheduled,2024-03-10T18:00:00Z,2024-03-10T23:00:00Z,Jugá juegos de rol en Palermo con Farol Club de Rol,¡Apto principiantes! En Farol podés jugar tus juegos de rol preferidos en un ambiente comunitario e inclusivo.,https://www.eventbrite.com/e/juga-juegos-de-rol-en-palermo-con-farol-club-de-rol-tickets-856544727337,buenos aires
6 horas,Entrada electrónica,Comunicate con el organizador para solicitar un reembolso.,"Como andan! La idea del evento es pasar un día en un lugar lindo para conocer a otros emprendedores, e interactuar con futuros amigos/socios. Vení a divertirte, networkear, recibir valor, y conocer a Toto y el equipo. Cambiamos la ubicación anterior de la quinta al cowork porque nos parecía mas cómodo para charlar!",10000,10000,ARS,Valentino Marchesini,https://schema.org/EventScheduled,2024-03-10T17:00:00Z,2024-03-10T23:00:00Z,Purple Mango House,Vení a pasar el día a la Purple Mango House para recibir INFINITO valor!,https://www.eventbrite.com/e/purple-mango-house-tickets-850852100537,buenos aires
3 horas 30 minutos,Entrada electrónica,Comunicate con el organizador para solicitar un reembolso.,En esta fecha se presentarán:,2000,2000,ARS,NA,https://schema.org/EventScheduled,2024-03-10T22:00:00Z,2024-03-11T01:30:00Z,VENUS,Ciclo destinado a difundir proyectos musicales de mujeres.,https://www.eventbrite.com.ar/e/venus-tickets-839285996007,buenos aires
8 horas,Entrada electrónica,Comunicate con el organizador para solicitar un reembolso.,"Kabbalah 1: curso intensivo presencial. Descubrí los fundamentos de la Kabbalah en Español con la presencia del maestro Yigal Kutnovsky. La Kabbalah es el poder, la estructura y la raíz de todas las cosas. Sumergite en el estudio espiritual que ha mejorado millones de vidas en todo el mundo. La Kabbalah revela cómo suceden las cosas y, más importante aún, por qué suceden. Acompañanos en este curso intensivo en el que te enseñarán los fundamentos de la Kabbalah y cómo integrar sus principios espirituales en tu vida cotidiana. A lo largo de este viaje aprenderás a: ¡Sumate y compartílo con quien quieras para que puedan aprovecharlo! Arancel general: $38.000 Es posible abonar con otros medios de pago contactándote con El Centro de Kabbalah Argentina por correo a kcargentina@kabbalah.com.ar o al WhatsApp +54(11)4409-3120",38000,38000,ARS,El Centro de Kabbalah Argentina,https://schema.org/EventScheduled,2024-03-10T13:00:00Z,2024-03-10T21:00:00Z,Kabbalah 1 Intensivo Presencial | Domingo 10 Marzo  |  Argentina,"Curso intensivo presencial.
Descubrí los fundamentos de la Kabbalah con la presencia del maestro Yigal Kutnovsky.",https://www.eventbrite.com.ar/e/kabbalah-1-intensivo-presencial-domingo-10-marzo-argentina-tickets-819082627187,buenos aires
30 minutos,Entrada electrónica,Comunicate con el organizador para solicitar un reembolso.,"Música y teatro para bebés desde 8 meses.Pepi presenta un repertorio de canciones soñadas, especialmente creadas para los más pekes.No faltarán juegos, sorpresas, burbujas y toda la ternura que trae implícita todas las propuestas de Sueños Teatro para Bebés.En este concierto Pepi nos invita a recorrer en viaje de ritmos , colores e interacción.Un espacio adaptado para bebés desde 8 meses y la promesa de una verdadera fiesta para compartir a cualquier edad. Durante las funciones tomamos imágenes con fines publicitarios , las cuales son publicadas en redes a modo de promoción. En caso alguna familia no esté de acuerdo puede hacérnoslo saber para no incluir sus imagenes.",4200,12700,ARS,Sueños  Teatro para Bebés,https://schema.org/EventScheduled,2024-03-10T20:00:00Z,2024-03-10T20:30:00Z,"Pepi, Concierto para Soñar","Música y teatro para bebés desde 8 meses.

Pepi presenta un repertorio de canciones soñadas, especialmente creadas para los más pekes.",https://www.eventbrite.com.ar/e/pepi-concierto-para-sonar-tickets-854978051367,buenos aires
2 horas,Entrada electrónica,Comunicate con el organizador para solicitar un reembolso.,"Te invitamos a ampliar tu círculo social y conocer personas fuera de tu entorno habitual. Disfruta de un momento agradable en un ambiente relajado y distendido, compartiendo experiencias mientras disfrutas de una cerveza. 🍻 🍻Te cuento que es un evento social distendido pensado para conocer personas, conversar y hacer contactos sin agendas. 🔥Sé que asistir al primer encuentro cuesta. Por eso, te cuento que ya hemos realizado +100 encuentros y en cada uno de ellos suele haber tanto personas que participan por primera vez como recurrentes.El ambiente es ameno y abierto, y nos encanta recibir a nuevos miembros. ¡Te animo a unirte y formar parte de nuestra comunidad! 📍Dónde nos encontrás: Tenemos reservardo el patio de planta baja- 👉🏼El evento es GRATUITO. Pagas lo que consumís. Si bien no hay límites de edad, suelen concurrir personas desde 30 hasta 60 años. Te esperamos !",0,0,ARS,Exo Liderazgo,https://schema.org/EventScheduled,2024-03-10T22:00:00Z,2024-03-11T00:00:00Z,MEET & BEERS - Networking | PALERMO,"Volvemos con un encuentro  para conocernos, conectarnos y compartir una cerveza.",https://www.eventbrite.com.ar/e/meet-beers-networking-palermo-tickets-850730857897,buenos aires
2 hours 30 minutes,Mobile eTicket,Contact the organizer to request a refund.,Jesse y Céline se encuentran de nuevo en la hermosa Grecia. Han pasado nueve años desde su segundo y último encuentro romántico en París y casi dos décadas desde que coincidieron en un tren con destino a Viena. ¿Todavía les queda una oportunidad?,2000,2000,ARS,Plan O Secuencia,https://schema.org/EventScheduled,2024-03-10T22:30:00Z,2024-03-11T01:00:00Z,Antes del anochecer - en el patio de CABA - ¨PoS,Te esperamos con Antes del anochecer en idioma original con subs en castellano,https://www.eventbrite.com.ar/e/antes-del-anochecer-en-el-patio-de-caba-pos-tickets-854555337017,buenos aires
2 hours 30 minutes,Mobile eTicket,Contact the organizer to request a refund.,"¿Pueden un hombre y una mujer ser solo amigos? Harry cree que eso es imposible, mientras que Sally está convencida de lo contrario.",2000,2000,ARS,Plan O Secuencia,https://schema.org/EventScheduled,2024-03-10T22:30:00Z,2024-03-11T01:00:00Z,When Harry met  Sally - en POST STREET BAR - PoS,Te esperamos con When harry met Sally - en idioma original con subs en castellano,https://www.eventbrite.com.ar/e/when-harry-met-sally-en-post-street-bar-pos-tickets-854553010057,buenos aires
NA,Sold out,Comunicate con el organizador para solicitar un reembolso.,"SINOPSIS ""Dos seres detrás de sus pantallas se encuentran en la imposibilidad del encuentro. Los días se confunden en su eterno retorno. La mueca virtual confunde carcajada y llanto. Nada sucede, relatos patéticos antes de morir el día. No es danza, no es teatro, no es tango, no es cine, son todas esas artes juntas resignificándose en algo que no busca ser bautizado. Todos invitados a arrojarse al Vacío de algo que no tiene nombre. Lo absurdo invita a reír con un labio y a llorar con el otro."" FICHA TÉCNICO ARTÍSTICA Dramaturgia: Hugo Mastrolorenzo Intérpretes: Hugo Mastrolorenzo - Agustina Vignau Vestuario: Laura Sol Torrecilla Realización Audiovisual: Medio Melón producciones. Juan Pablo Corridoni - Lucky Sachetti Fotografía: Hernán Blanco - Paola Evelina Gallarato Diseño gráfico: Agustina Vignau - Martín Guerra Participaciones especiales: Chino Laborde - Fulvio Giraudo - Emanuel Pomilio Técnico de sonido y audiovisual: Fran Borra Diseño de iluminación: Facundo Febles Entrenamiento actoral: Soledad ""Colo"" Bautista Producción general: Hugo Mastrolorenzo - Agustina Vignau Coreografía y dirección: Hugo Mastrolorenzo",6500,6500,ARS,AREA623,https://schema.org/EventScheduled,2024-03-10T22:00:00Z,2024-03-10T23:30:00Z,VACÍO TANGO,Domingos 19 HS,https://www.eventbrite.com.ar/e/vacio-tango-tickets-806719298137,buenos aires
