Duration,Ticket_Type,Refund_Policy,Description,LowPrice,HighPrice,Currency,Organizer,EventStatus,StartTime,EndTime,Title,Subtitle,url,City
NA,Sold out,Contactez l'organisateur pour demander un remboursement.,"Colloque annuel organisé par les trois facultés partenaires de l’ISEO - Institut Supérieur d’Études Œcuméniques (Theologicum, Institut de Théologie Orthodoxe Saint-Serge, Institut Protestant de Théologie de Paris) et co-organisé cette année par la Faculté de Sciences sociales, d'Économie et de Droit de l'ICP. Mercredi 13 mars 2024 : Thématique 14h00 Ouverture, Pierre Tcherkessoff 14h10 Introduction, Sophie Enos-Attali, FASSED, Nicolas Cochand, ISEO 14h20 Auctoritas et potestas : le siège de Rome et la res publica (milieu Ve- début VIe s.) , Philippe Blaudeau, Université d’Angers 14h50 « Versions de foi » et « Versions de politique » : Deux numérateurs hétéroclites avec un dénominateur commun d’origine confessionnelle, Grigorios Papathomas, ITO - Athènes 15h20 Discussion Pause 16h10 Les Églises : leaders d’opinion ou autorités spirituelles ?, Bernard Bourdin, FASSED 16h40 Les enjeux politiques de la minorisation du catholicisme en France, Yann Raison du Cleuziou, université de Bordeaux 17h10 Débat 17h30 Church-State interaction in seeking ‘The Things That Make For Peace’ (Interactions Église-État dans la recherche des ‘choses qui contribuent à la paix’Peter Prove (Conseil œcuménique des Églises, affaires internationales – affaires internationales) conférence en anglais, traduction fournie sur place 18h30 Célébration œcuménique. Temple du Luxembourg 58, rue Madame, Paris 6e Jeudi 14 mars 2024 : Situations Présidence: Anna Van Den Kerchove (ISEO – doyenne de l’IPT) 8h30 Prières matinales, St-Joseph-des-Carmes 9h05 Les Églises dans l’arène politique : l’exemple du Nicaragua durant les 45 dernières années, Corinne Lanoir, ISEO-IPT 9h30 Relation Église catholique et État du Sénégal : quelle régulation ? Jean-Claude Angoula, ISEO- ICP 9h55 Nation maronite contre panarabisme : des tentations des chrétiens au Liban, Georges El Hage, ISEO – ICP 10h20 Questions Pause 11h00 Le dialogue “Evangelical and Catholics together”, ou l’”oecuménisme des tranchées” à l’assaut du pluralisme de la société. Etats-Unis, Philippe Gonzalez, Université de Lausanne 11h30 Du mariage pour tous à la PMA. Présence des Églises chrétiennes dans les débats relatifs aux politiques publiques de l’intime en France (2012-2021) France, Céline Béraud, EHESS 12h00 Débat 12h30 Information sur les panels 14h-17h Sessions thématiques : 18h00 Conférence publique : Léonard Santedi, Université catholique du Congo Vendredi 15 mars 2024 : Relectures critiques Présidence : Anne-Sophie Vivier-Muresan (doyenne du Theologicum) 9h : Introduction (bref rappel des deux premières sessions) 9h05 : “Les religions dans l’espace public en Europe”, Jean-François Petit, Faculté de philosophie 9h30 : “Les Eglises en politique et le devoir de civilité: Quelques réflexions de philosophie politique”, Claude Proeschel, université de Lorraine 9h55 : Les acteurs religieux dans l’Etat social: antinomie ou hybridation? Claire De Galembert, CNRS/ISP-ENS 10h20 : Discussion pause 11h15 : Quelle église? Quel régime? Du bon usage de la théologie politique en éthique théologique, Marc Boss, ISE0 – IPT 11h40 : Politisation, Bertrand Vergely (ISEO – ITO) 12h05 : Débat 14h : Ateliers 16h : Retour des ateliers 16h20 : Synthèse, Sylvie Bukhari-de Pontual, FASSED, Frédéric Chavel, ISEO – IPT 16h50 : Clôture 17h : fin",0,150,EUR,Institut Catholique de Paris,https://schema.org/EventScheduled,2024-03-13T13:00:00Z,2024-03-15T16:00:00Z,Églises chrétiennes et acteurs politiques :   quelles  coopérations ?,"Colloque des Facultés, Institut supérieur d’études œcuméniques et de la faculté de sciences sociales, d’économie et de droit de l’ICP",https://www.eventbrite.fr/e/billets-eglises-chretiennes-et-acteurs-politiques-quelles-cooperations-768321539407,paris
NA,Sold out,Pas de remboursements,"Pour que 2024 soit l’année de vos nouveaux projets, Find Your Cofounder vous donne rendez-vous le 13 mars pour un événement inédit à Paris ! Une soirée pour découvrir une dizaine de projets en recherche de cofondateur·rice·s et échanger individuellement avec ceux qui vous intéressent. Stay tuned , la liste sera dévoilée quelques jours avant l’événement. Vous serez accueillis dans les nouveaux locaux de Matrice au 146 boulevard de Charonne dans le 20ème arrondissement (métro : Alexandre Dumas). Cet événement est fait pour vous si : 👉vous voulez entreprendre et rejoindre un projet existant (profil cofounder)👉vous souhaitez partager ponctuellement vos compétences (profil advisor)👉Vous envisagez d’investir dans des projets à fort potentiel (profil investisseur) Tous les profils sont les bienvenus : CEO, COO, CMO, biz dev, chief revenue officer, CTO. Une équipe solide et complémentaire est souvent la clé du succès de nombreux projets entrepreneuriaux. Cette soirée pourrait bien être le point de départ de vos prochaines collaborations ! 🗣️10 pitchs de projets en recherche de cofondateur·rice·s🤝 Des rendez-vous individuels de 10 min avec les projets qui vous intéressent🍸 Un cocktail pour networker avec les autres participant·e·s Find Your Cofounder est une communauté de plus de 3000 passionné·e·s d'entrepreneuriat, cofondateur·rices potentiel·le·s, advisor, investisseurs ou simple curieux. Nous organisons des événements de networking en ligne et en physique pour maximiser vos chances de trouver le bon projet ! Matrice est un centre d’innovation technologique et sociale qui pense, opère et accompagne des projets engagés. Le monde a besoin d’habits neufs et d’imaginaires positifs et inspirants. Notre mission est de les inventer et de construire des modèles plus justes et soutenables pour les 30 prochaines années. 📍146 boulevard de Charonne 75020 ParisⓂ️ Alexandre Dumas (ligne 2) à 2 stations de Nation Vous pouvez aussi nous contacter par mail : office@fyc.social",20,20,EUR,Find your cofounder,https://schema.org/EventScheduled,2024-03-13T18:00:00Z,2024-03-13T21:00:00Z,Find Your Cofounder fait sa rentrée !,Rencontrez  des projets en recherche d'associé·e·s  et networkez avec d'autres (futur·e·s) entrepreneur·euse·s.,https://www.eventbrite.fr/e/billets-find-your-cofounder-fait-sa-rentree-780673895637,paris
2 heures,NA,Contactez l'organisateur pour demander un remboursement.,"Découvrez le Comedy Club Etoile à quelques pas de l'Arc de Triompheet des Champs Elysées✨ Après une première soirée en janvier ayant fait salle comble, nous sommes heureux d'accueillir pour cette seconde édition 7 étoiles montantes de la scène humoristique parisienne : Tareek (@tareekoff)Nadege 100 gene (@nadege100gene)Ilyes Mela (@ilyesmela)Clemy (@clemydeluxe)Silver Seri (@silver.seri)Lona Jackson (@lonajackson_)Alain Doumbia (@alaindmb)⏰ Ouverture des portes à 19h00. Début du show à 20h3015€  entrée + boisson🍻🌮Tapas à partager (ou pas), bières, vins, soft et cocktails. 🚇Métro L1 - Porte Maillot🚊RER C - Porte Maillot🚊RER A - Charles de Gaulle Etoile Suivez-nous sur Instagram pour connaître nos prochaines dates et programmation N° de Licence : L-D-23-6021",15,15,EUR,Comedy Club Etoile,https://schema.org/EventScheduled,2024-03-13T19:00:00Z,2024-03-13T21:00:00Z,Un nouveau Comedy Club débarque à quelques pas des Champs-Elysées !,Deuxième édition ! Réservez votre place pour une soirée mémorable dans un lieu unique à deux pas de l'Arc de Triomphe.,https://www.eventbrite.fr/e/billets-un-nouveau-comedy-club-debarque-a-quelques-pas-des-champs-elysees-850689955557,paris
NA,Sold out,Pas de remboursements,"Cours de Sexy Cardio Dance Tu recherches une activité sportive mais fun pour te remettre en forme cette année ? Rejoins-moi Tous les Mercredis à 19h00 au Studio Paris Mambo pour un cours de Sexy Cardio Dance : un mélange de Danse-Fitness et de Sexytance. Ta Coach PecheFit débarque sur Paris avec ce Nouveau Concept !! Pendant 1h, on sera entre femmes pour s'enjailler, se Sentir Sexy Féminine en dansant sur des musiques A fro & Soca. Ce n'est pas un cours de danse mais un moment pour t'amuser et te (re)connecter à ta féminité. C'est ouvert à toutes les femmes et à tous les niveaux de fitness. Un vestiaire et des toilettes sont disponibles sur place mais n'hésite pas à venir directement en tenue pour gagner du temps :) Inscris-toi vite car les cours sont limitées à 25 place et ça part viiiiite ! Clique ici pour acheter TON PASS DE 10 SESSIONS VALABLE 3 MOIS POUR : Hâte de te rencontrer pour vivre ce moment unique ! Plus d'informations sur www.PecheFit.com p s : pas de remboursement ni annulation possible pour les sessions achetées à l'unité. Tu auras besoin d'une serviette, une bouteille d'eau et ta bande de résistance Go Choco. Adresse : Studio Paris Mambo - 48 rue de Reuilly, Paris 12. Métro Daumesnil 6&8.",17.18,17.18,EUR,PecheFit,https://schema.org/EventScheduled,2024-03-13T18:00:00Z,2024-03-13T19:00:00Z,PecheFit - Sexy Cardio Dance Class - Afro & Soca Music,Des Cours de Sexy Cardio Dance sur Paris,https://www.eventbrite.fr/e/billets-pechefit-sexy-cardio-dance-class-afro-soca-music-781332124417,paris
NA,Sold out,Remboursements jusqu'à 1 jour avant l'événement,"Salle avec accès PMR. --- ⚠️ Animées par des bénévoles, ces sessions publiques sont destinées avant tout aux particuliers, les participants à titre professionnel sont acceptés, dans la limite de 2 représentants par entreprise. --- 💡 Contenu de l'atelier 🌍 Face à l’urgence climatique, on se sait pas toujours comment agir : Eco-gestes ou actions collectives ? Devenir flexitarien ou acheter de seconde-main ? Rénover son logement ou se déplacer à vélo ? S'engager dans une association ou dans son travail ? 🌡️ Dans cet atelier, vous aurez pour mission de construire un scénario de transition,ensemble, afin de limiter le changement climatique à +1,5°C. Pour cela, vous vivrez en accéléré les 30 prochaines années et devrez choisir des actions individuelles ET collectives à l'échelle du pays. Chaque action aura un impact sur vos émissions de gaz à effet de serre ! ☀️ Quelles actions réaliser ? Lesquelles ont le plus d'impact ? Quel est mon rôle dans la transition écologique et sociale ? 👋 Venez le découvrir en participant à l'atelier.",0,0,EUR,2 tonnes,https://schema.org/EventScheduled,2024-03-13T17:30:00Z,2024-03-13T20:30:00Z,2tonnes - Atelier à  PARIS 11ème (75011),Vous voulez agir pour le climat ? L'atelier 2tonnes vous donne les clés pour passer à l'action de façon ludique et pédagogique !,https://www.eventbrite.fr/e/billets-2tonnes-atelier-a-paris-11eme-75011-841362206007,paris
NA,Sold out,Contactez l'organisateur pour demander un remboursement.,"Vous avez entendu parler de l'intelligence artificielle (IA), mais vous vous demandez encore comment elle peut réellement impacter votre vie quotidienne et votre carrière ? Ne cherchez plus, notre formation exclusive est conçue pour répondre à toutes vos questions et vous équiper des connaissances nécessaires pour tirer pleinement parti de l'IA dans votre travail et au-delà. Rejoignez-nous pour une journée intensive à Paris, où vous découvrirez les dernières avancées de l'IA et apprendrez comment elle peut transformer radicalement votre manière de travailler et d'interagir avec le monde qui vous entoure. Notre équipe d'experts vous guidera à travers des présentations interactives, des démonstrations pratiques et des ateliers concrets, vous permettant d'explorer les applications concrètes de l'IA dans divers domaines professionnels. Au cours de cette formation, vous apprendrez : Que vous soyez un professionnel de l'informatique, un entrepreneur, un cadre ou simplement curieux de découvrir les opportunités offertes par l'IA, cette formation est faite pour vous. Rejoignez-nous et devenez un acteur clé de la révolution de l'IA ! Lieu : Paris, FranceDurée : 1 journée complètePlaces limitées : Réservez dès maintenant pour garantir votre participation ! Ne manquez pas cette occasion unique d'acquérir des compétences précieuses et de rester en avance sur la courbe technologique. Inscrivez-vous dès aujourd'hui et préparez-vous à transformer votre avenir avec l'intelligence artificielle ! À bientôt !",1280.39,1280.39,EUR,All-todigital,https://schema.org/EventScheduled,2024-03-13T08:00:00Z,2024-03-13T16:30:00Z,Maîtrisez l'IA pour Révolutionner Votre Quotidien (Formation Intensive),Venez apprendre les bases de l'intelligence artificielle pour transformer votre vie quotidienne lors de notre formation intensive.,https://www.eventbrite.fr/e/billets-maitrisez-lia-pour-revolutionner-votre-quotidien-formation-intensive-828968385757,paris
NA,Sold out,Contact the organizer to request a refund.,NA,160.03,160.03,EUR,Cozymeal,https://schema.org/EventScheduled,2024-03-13T09:00:00Z,2024-03-13T12:00:00Z,Savor the Best of Saint-Germain - Food Tours by Cozymeal™,"Learn all about Paris's incredible culture while enjoying the city's favorite fare with Cozymeal! Join the upcoming food tour, “Savor the Best of Saint-Germain”, with Guide Stephane or Local Guide for a fun 3-hour experience with 5 tastings along the way.Cozymeal offers a variety of culinary experiences, including cooking classes, team building activities, food tours and private chef services. We’ll give you a unique, unforgettable experience hosted by incredible chefs and guides in over 70 cities across the U.S. and Canada. Book a culinary experience with Cozymeal and let theus take care of the rest.For additional information and dates visit Savor the Best of Saint-Germain",https://www.eventbrite.com/e/savor-the-best-of-saint-germain-food-tours-by-cozymealtm-tickets-797352040417,paris
NA,Sold out,Contact the organizer to request a refund.,NA,149.37,149.37,EUR,Cozymeal,https://schema.org/EventScheduled,2024-03-13T09:00:00Z,2024-03-13T12:00:00Z,The Historic Saint-Germain Neighborhood - Food Tours by Cozymeal™,"Learn all about Paris's incredible culture while enjoying the city's favorite fare with Cozymeal! Join the upcoming food tour, “The Historic Saint-Germain Neighborhood”, with Guide Stephane or Local Guide for a fun 3-hour experience with 5 tastings along the way.Cozymeal offers a variety of culinary experiences, including cooking classes, team building activities, food tours and private chef services. We’ll give you a unique, unforgettable experience hosted by incredible chefs and guides in over 70 cities across the U.S. and Canada. Book a culinary experience with Cozymeal and let theus take care of the rest.For additional information and dates visit The Historic Saint-Germain Neighborhood",https://www.eventbrite.com/e/the-historic-saint-germain-neighborhood-food-tours-by-cozymealtm-tickets-797352010327,paris
NA,Sold out,Contact the organizer to request a refund.,NA,85.41,85.41,EUR,Cozymeal,https://schema.org/EventScheduled,2024-03-13T13:00:00Z,2024-03-13T15:30:00Z,French Chocolate and Pastries in Paris - Food Tours by Cozymeal™,"Learn all about Paris's incredible culture while enjoying the city's favorite fare with Cozymeal! Join the upcoming food tour, “French Chocolate and Pastries in Paris”, with Guide Stephane or Local Guide for a fun 2.5-hour experience with 6 tastings along the way.Cozymeal offers a variety of culinary experiences, including cooking classes, team building activities, food tours and private chef services. We’ll give you a unique, unforgettable experience hosted by incredible chefs and guides in over 70 cities across the U.S. and Canada. Book a culinary experience with Cozymeal and let theus take care of the rest.For additional information and dates visit French Chocolate and Pastries in Paris",https://www.eventbrite.com/e/french-chocolate-and-pastries-in-paris-food-tours-by-cozymealtm-tickets-800401692007,paris
NA,Sold out,Remboursements jusqu'à 7 jours avant l'événement,Vous avez toujours rêvé de dessiner un modèle vivant ! On vous attend avec votre carnet de croquis et vos crayons en toute simplicité.,26.64,26.64,EUR,ENTRE DEUX A,https://schema.org/EventScheduled,2024-03-13T18:30:00Z,2024-03-13T20:30:00Z,AFTER WORK DESSIN MODELE VIVANT,Vous avez toujours rêvé de dessiner un modèle vivant ! On vous attend avec votre carnet de croquis et vos crayons en toute simplicité.,https://www.eventbrite.fr/e/billets-after-work-dessin-modele-vivant-813015670757,paris
