Duration,Ticket_Type,Refund_Policy,Description,LowPrice,HighPrice,Currency,Organizer,EventStatus,StartTime,EndTime,Title,Subtitle,url,City
8 hours 30 minutes,Mobile eTicket,Contact the organiser to request a refund.,"The Power Of A Woman Awards & Mothers Day Celebrations Celebrate the extraordinary power of women and honor the incredible mothers in our lives at The Power Of A Woman Awards & Mothers Day Celebrations. Join us on Sunday, March 10, 2024 at the magnificent De Vere Grand Connaught Rooms. Prepare to be inspired as we recognize and applaud the achievements of remarkable women who have made a significant impact in various fields. From trailblazing entrepreneurs to influential leaders, this event aims to shine a spotlight on the strength, resilience, and accomplishments of women from all walks of life. Immerse yourself in an evening filled with empowering speeches, captivating performances, and heartwarming stories that celebrate the essence of womanhood. Connect with like-minded individuals, forge new friendships, and be part of a community that believes in the power of women. As we coincide with Mother's Day, this event also serves as an opportunity to express our gratitude and appreciation for the incredible mothers who have shaped our lives. Let us come together to honor the unconditional love, sacrifices, and unwavering support that mothers provide. Don't miss this unique celebration of women's achievements and the joy of motherhood. Join us at The Power Of A Woman Awards & Mothers Day Celebrations on March 10, 2024 at De Vere Grand Connaught Rooms. We have performances on the night from the legedary Queen of Lovers Rock Carroll Thompson, Gospel's Queen Lurine Cato, UK's Prince of Soul Don'e as well confirmed special guests to present awards including Peter Andre, Charles Venn, Vanessa Feltz, Patrick Hutchinson, Ashley Walters just to name a few. The event will be hosted by the fabolus Brenda Emmanus and Fredi Nwaka. To find out more about this event and see all of the 2024 Nominees please visit www.thepowerofawomanawards.co.uk",65.71,1625.81,GBP,THE POWER OF A WOMAN,https://schema.org/EventScheduled,2024-03-10T16:30:00Z,2024-03-11T01:00:00Z,The Power Of A Woman Awards & Mothers Day Celebrations,Join us for a spectacular evening of glitz and glamour to celebrate all women of colour and their amazing achievements.,https://www.eventbrite.co.uk/e/the-power-of-a-woman-awards-mothers-day-celebrations-tickets-767551506217,london
6 hours,Mobile eTicket,No Refunds,"The affordable way to update your wardrobe! Shop through tens of thousands of unique items and pay by weight, all just £20 per kilo! We have true vintage to contemporary brands so there's sure to be something for everyone! What's stocked? Find items from the 60's onwards. We have mens, womens & childrens clothing plus shoes, bags, belts & small accessories. Find dress, skirt, blouse, shirts, coats & jacket, knitwear, sportswear, t-shirts, denim & more! We stock a huge range of brands & the occasional designer label, such as Nike, Champion, Tommy Hilfiger, Ralph Lauren, Fred Perry, Levis, Lacoste, Converse, Adidas, Puma etc, How does the price work? Everything is £20 per kilo, though we price in fractions so 0.05kg is just £1, we work out the exact price (no rounding up) so don't worry about hitting whole kilos! Some heavy coats are capped at a maximum of £20! Shoes & bags are also maximum £10 an item too. Your ticket covers the whole day so you can pop in and out as many times as you like. Under 12s are free and no ticket is needed. If you require a carer/assistant, you're welcome to bring one additional person along for free, no ticket required, just let our door team know on entry. Please note: last entry will be half an hour before the event closes. W﻿e're a small family owned business founded in 2016, and since then we've hosted 500 kilo events across the UK from Dundee to Brighton and everywhere between! We also have high street kilo shop in Sheffield open 7 days a week!  A﻿ll our items are hand-picked by our team who travel the globe sourcing the best vintage & brands we know you all love. We even have our own on-site laundrette to freshen up most items, meaning we can provided consistently high quality, ready to wear, vintage & preloved fashion at affordable prices.",0,2,GBP,Preloved Kilo,https://schema.org/EventScheduled,2024-03-10T10:00:00Z,2024-03-10T16:00:00Z,Hackney's Affordable PK Pop-up - £20 per kilo!,Most items are under £20 with items to be found as low as just £1! Shop true vintage & brands all just £20 per kilo!,https://www.eventbrite.co.uk/e/hackneys-affordable-pk-pop-up-20-per-kilo-tickets-798798055487,london
9 hours,Mobile eTicket,Contact the organiser to request a refund.,"RANG BARSE | FESTIVAL OF COLORS WITH DJ KAPIL / DJ SAKSHI / DHOL PLAYERS 🌈🎉 Experience Holi Magic Indoors! 🌧️ Weather-Proof Holi Extravaganza! 👥 1800+ Color Enthusiasts Await! 🎶 Delectable Food, & Color Galore Inside! 👦👧 Kids Under 10 Enter Free! 🎉 Don't Miss Out - Book Your Tickets Now! Get ready to immerse yourself in a vibrant celebration of colors at RANG BARSE, a festival that promises an unforgettable experience! Join us on Sunday March 10, 2024 at Byron Hall as we come together to revel in the spirit of Holi. Experience the pulsating beats of the #1 BOLLYWOOD DJ KAPIL & DJ SAKSHI, who will set the stage on fire with their electrifying mixes. Dance to the rhythm of the music while the DHOL PLAYERS adds an extra dose of excitement to the atmosphere. Indulge in the joyous tradition of throwing and smearing colors, as we celebrate the arrival of spring and bid farewell to winter. Let the vibrant hues paint a picture of happiness and unity. Don't miss out on this incredible event! Gather your friends and family, and come join us at RANG BARSE for an evening filled with music, dance, and unlimited fun! Come Celebrate HOLI with DJ Kapil | DJ Sakshi | Dhol Players | Dance Performer | Play With Colours ! March is the month of HOLI - the festival of colors , love , laughter and peace. Be a part of dance groups DJs, Performances, and Many Many More Fun Things Ahead! 10 March at 11 am to 8pm at Harrow Leisure Centre (Byron Hall) Christ chruch Avenue Harrow, Middlesex HA3 5BD, UK Make memories of love and colors with your family and friends only at #holi #spreadthecolorofpeace #london Please note; No Outside Color allowed. Color will be available at venue for purchase. Let's start the celebrations of HOLI 2024, the beautiful festival of colors, in a very unique way in London - RANG BARSE | FESTIVAL OF COLOURS PARTY Lets bring together the colors of life, love, friendship and unity for all. Anyone can participate to these event ! _______________________________________________________________ DOOR OPENS AT 11:00 AM Harrow Leisure Centre (Byron Hall) Christ chruch Avenue Harrow, Middlesex HA3 5BD, UK FEATURING: DJ KAPIL | DJ SAKSHI | DHOL PLAYERS | DANCE PERFORMER EVENT INFO: > Attendees will receive one FREE packet of Skin-Safe Organic colours, with additional colours available for purchase . Please be aware that outside colours are not allowed. > Colour will be provided at venue for purchase > No outside colors will be allowed > FREE ENTRY FOR KIDS BELOW 10 YEAR >Drinks | Alcohol | Spirits | Champagne >Professional photography > Live Dhol | Dance Performer | Play with Colour > This Event takes place for a cozy and comfortable experience. > Outside Foods & Drinks not allowed at venue. ________________________ Details: Online advance tickets starting at £10. CALL US FOR MORE INFO: 07442102954 | 07460141839 | 07930809038 https://www.krishnaeventslondon.co.uk Follow us: https://www.facebook.com/krishnaeventslondon https://www.instagram.com/krishnaeventslondon #KRISHNAEVENTS #BOLLYWOOD #BHANGRA #HIPHOP #LATIN #EDM _____________ FAQs: Krishna Events have the rights to refuse service to anyone. Anyone can Join the events Are tickets refundable? Unfortunately, tickets are non-refundable",11.55,11.55,GBP,Krishna Events,https://schema.org/EventScheduled,2024-03-10T11:00:00Z,2024-03-10T20:00:00Z,RANG BARSE | FESTIVAL OF COLORS WITH DJ KAPIL / DJ SAKSHI / DHOL PLAYERS,"Dive into vibrant celebration of colors with DJ Kapil, DJ Sakshi, & dhol players at Rang Barse Festival!",https://www.eventbrite.com/e/rang-barse-festival-of-colors-with-dj-kapil-dj-sakshi-dhol-players-tickets-790880503877,london
2 hours 30 minutes,Mobile eTicket,Contact the organiser to request a refund.,"STEP INTO UKRAINE: A BENEFIT CONCERT FOR UKRAINE ЗРОБИ КРОК В УКРАЇНУ: БЛАГОДІЙНИЙ КОНЦЕРТ ДЛЯ УКРАЇНИ SECOND DATE DUE TO POPULAR DEMAND! ДРУГЕ ПОБАЧЕННЯ ЧЕРЕЗ ПОТРЕБУ! An amazing fundraising concert showcasing flamboyant dances from across Ukraine, hosted by leading UK national Ukrainian dance ensemble Prolisok who are celebrating their 10th year anniversary. Дивовижний благодійний концерт, який демонструє яскраві танці (багатоманітну хореографію) з усієї України, організований провідним національним Українським танцювальним ансамблем Великобританії «Пролісок», який святкує своє 10-річчя. Join us on Sun March 10th 1pm at London’s Shaw Theatre at the ""Step into Ukraine"" benefit concert for an incredible evening of music and dance. Get ready to immerse yourself in the vibrant Ukrainian cultural heritage as internationally renowned folk ensemble Prolisok and special guests take to the stage. Приєднуйтесь до нас у  Неділя, 10 березня, о 13:00 у Лондонському “Shaw Theatre” на благодійному концерті «Зроби крок в Україну» на неймовірний вечір музики, пісні та танцю. Приготуйтеся поринути у яскраву Українську культурну спадщину, коли на сцену вийдуть всесвітньо відомий ансамбль українського народного танцю ,,Пролісок,, та спеціальні гості. Experience enchanting melodies, show-stopping dances, and captivating storytelling that have made Prolisok a national sensation as seen on the BBCs One Show. The Vyshyvanky bandura players who performed in BBC's Radio's 2022 carol concert are also in the line-up showcasing the national instrument of Ukraine, alongside musical protege violinist Luka Stepanyak. Відчуйте чарівні мелодії, захоплюючі танці та цікаві історії, які зробили «Пролісок» національною сенсацією. Їх можна побачити в “One Show, BBC”. Бандуристи «Вишиванка», які виступали на концерті колядки “BBC Radio” у 2022 році, також у складі демонстрації національного інструменту України. Ну і звичайно молодий талановитий скрипаль Лука Степаняк. Hosting the concert is Tom Sanders, and Svitlana Chernetska, TV presenter and special correspondent from Ukraine’s “Inter” TV Channel. Ведучими концерту є Том Сандерс,, та Світлана Чернецька телеведуча, спеціальна кореспондентка та міжнародна оглядача Українського телеканалу, “Інтер”. Our special guests include Igor Grohotskyi, a Ukrainian singer, composer and songwriter.The winner of ""Voice of Ukraine"" in 2014, after the victory he was a guest on the magazine about the stars ""Viva!""Igor performed with the band Okean Elsa and Scrabin.Representing Ukraine, he has won international music competitions such as ""Youthvision 2016"" Azerbaijan and ""Stars of Albion 2018"" in London. He performed at the Grand Prix of the ""Ukrainian Song 2019"" competition at the Lviv Arena. Один із наших гостей є Ігор Грохоцький – український співак, композитор та автор пісень. Переможець ""Голосу України"" у 2014 році, після перемоги став гостем журналу про зірок ""Viva!"" Ігор виступав з гуртом Океан Ельзи та Скрябін. Виборював перемоги для України в таких музичних конкурсах як «Youthvision 2016» Азербайджан та «Зірки Альбіону2018» в Лондоні.Гран прі конкурсу ""Українська Пісня 2019"" на Львів Арені. This event will be a memorable celebration of Ukrainian artistry and provide much needed aid for Ukrainian communities, promote cultural exchange and support talented artists. Ця подія стане незабутнім святом українського мистецтва та надасть надзвичайно необхідну допомогу Українцям та нашим воїнам - героям, сприятиме культурному обміну та підтримає талановитих митців. Mark your calendars, gather your friends, and come witness the magic of Ukraine through the mesmerising performance of Prolisok and guests. Get ready to be swept off your feet! Відмічайте свої календарі, збирайте друзів, родину та станьте свідками магії Української культури через захоплюючий виступ Пролісоку та гостей. Будьте готові бути здивованими! Key Details: Date: Sun 10th March 2024 Time: Doors Open 12pm. Show Starts 1pm Tickets: From £29.60 per person. Children under 14 from £10 per person (with an adult ticket). Students £20 per person Location: The Shaw Theatre Pullman London St Pancras complex, 100-110 Euston Road, London NW1 2AJ Важливі деталі: Дата: Неділя, 10 березня 2024 р Час: Двері відчиняються о 12:00. Початок о 13.00 Квитки: ціна від £29,60... Діти до 14 років від £10 з особи (разом з дорослим квитком). Студенти від £20 з особи Розташування: The Shaw Theatre, Pullman London St Pancras complex, 100-110 Euston Road, London NW1 2AJ About our Partner Charities: Prolisok is proud to be supporting Ukrainian Humanitarian charities. Proceeds from the concert will go to the following charities: Про наших партнерів та благодійні організації: «Пролісок» з 2014 року допомагає та підтримує Українські гуманітарні організації. Кошти від концерту підуть із благодійною цілю на:",19.67,49.46,GBP,Prolisok Ukrainian Dance Ensemble,https://schema.org/EventScheduled,2024-03-10T13:00:00Z,2024-03-10T15:30:00Z,STEP INTO UKRAINE 2: A BENEFIT CONCERT FOR UKRAINE,"An amazing fundraising concert showcasing dances from across Ukraine, hosted by leading UK national Ukrainian dance ensemble Prolisok!",https://www.eventbrite.com/e/step-into-ukraine-2-a-benefit-concert-for-ukraine-tickets-828669561967,london
2 hours,Mobile eTicket,No Refunds,"Groovy man! Enjoy a Flower Power themed Mothers' Day rave with the original family rave Big Fish Little Fish at our new historic venue - Woolwich Works! World famous, award winning, Glastonbury Festival performing, family rave sensation BFLF throws the ultimate family event as they bring proper rave to families with 0-8 year olds. DJ set - UTAH SAINTS!!!! Utah Saints have been making music, DJ'ing and playing gigs around the globe since the dawn of House music. With 10 UK Top 40 hits and still playing out regularly across clubs and festivals with sets that have become the stuff of legend. For all the long term BFLF attendees - this is a 'don't miss' event. It will be Something Good. Dance through the bubbles, foam and balloons or make something on the Nifty Natty craft tables. Pop on some fancy dress, grab your toddler and head to the dancefloor. For families with 0-8 year olds but all ages welcome. Family fun for the post-rave generation of parents. Helping parents be responsibly irresponsible since 2013. Licensed bar. Optional fancy dress: Flower Power - flowers, hippie “Reliably excellent” The Guardian “Magical… credible music....expect some serious bangers” Time Out, ‘The best thing we do together as a family’ BFLF Regular ‘The best day of my life’ BFLF 6 year old attendee 'I delayed my c-section to come here' - heavily pregnant attendee 8 times winner Arts Council Fantastic for Families Awards, 2023 Festival Kidz Best Family Music As seen and heard on BBC tv, BBC Music Biggest Weekend, BBC News, 6 Music, Sky News, Mixmag, The Guardian, The Sunday Times, The Mirror, Resident Adviser, PopSugar, Time Out (101 Things to do with Kids in London), Evening Standard, Glastonbury Festival, Victoria & Albert Museum and National Gallery. T&Cs Parents remain responsible for their children at all times. For families with younger children (8s and under) though all ages are welcome. Adult only groups are not admitted . A max of 3 children per adult in a family. If attending as a large party (more than two families)please ensure one adult to two children minimum. If there are more than 4 adults per child in your group please email info@bigfishlittlefishevents.com for pre-approval before buying tickets. Tickets are non-refundable but can be transferred/sold on. Each member of your group must have a ticket and pre-walking infants free (but ticketed). The event will be busy with hundreds of people attending. The dancefloor is for adults and children to dance together. It is meant to create a clublike atmosphere so there are no DJ requests/birthday shout outs. Please be aware that events are standing/dancing with limited seating. There will be low lighting (no strobes) so please allow a few minutes for your eyes to adjust when entering. Each event is stewarded and risk assessed in advance. Buggies must be left in buggy park outside the event space and will not be allowed on the dance floor. A licensed bar will be open during the event but no glass is permitted. We may photograph or film small parts of the event and by entering you are giving your permission for these to be used for BFLF promotion purposes. DJ lineup may be subject to unavoidable change. BFLF sets and monitors the volume using World Health Organisation guidelines - so that is at a safe level for everyone, even the youngest babies, over the 2 hour duration of the event. Though quieter than at adult events, it is still loud enough to feel like you are at a club. Most parents do not use ear defenders on their children but if yours are particularly sensitive to noise or if you want them to nap then you might want to consider it.",0,15.02,GBP,Big Fish Little Fish,https://schema.org/EventScheduled,2024-03-10T14:00:00Z,2024-03-10T16:00:00Z,Big Fish Little Fish x WoolwichWorks Mother's Day FamilyRave ft Utah Saints,Something Good for Mother's Day. Utah Saints bring the tunes to Woolwich Works and the Original Family Rave Big Fish Little Fish.,https://www.eventbrite.co.uk/e/big-fish-little-fish-x-woolwichworks-mothers-day-familyrave-ft-utah-saints-tickets-780632822787,london
2 hours,Mobile eTicket,No Refunds,"🎤 Sergiu Mirică, Ioana Luiza, Dragoș Mitran și Virgil Ciulin vin să facă #StandUpComedy în Londra! Poate i-ai văzut la TV, în emisiuni precum iUmor, Stand-up Revolution, poate-i știi de pe net. Au o grămadă de bucăți de stand-up, un podcast, o emisiune: #NuȘtiuZic, dar și apariții în emisiuni precum Una Scurtă, Râzi ca Prostu și alte producții ComedyBox. Șmecher. --------------------------------- ⚠️ Atenție! Locurile sunt limitate, așa că ia-ți biletele din timp. Ușile se deschid la ora 14:00 Ultima intrare: 14:45 Show-ul începe de la ora 15:00 Accesul la eveniment este permis persoanelor de peste 16 ani.  Limbaj explicit pe alocuri.Biletele conțin un cod QR, care va fi scanat la intrare. Numele care apare pe bilet nu va conta pentru accesul la eveniment. Vă rugăm să urmăriți mailul pentru informații despre eveniment! Parteneri Oficiali Egodent Clinics London & Crystals of London",21.3,31.95,GBP,Enjoy Events,https://schema.org/EventScheduled,2024-03-10T15:00:00Z,2024-03-10T17:00:00Z,Stand-Up Comedy cu NIȘTE OAMENI | LONDRA (The Comedy Store) | 10.03.24,Acesta este singurul website oficial de unde se pot achiziționa bilete pentru show-urile Niște Oameni în UK.,https://www.eventbrite.co.uk/e/stand-up-comedy-cu-niste-oameni-londra-the-comedy-store-100324-tickets-804907970407,london
4 hours 30 minutes,Mobile eTicket,Contact the organiser to request a refund.,"New York transsexual socialite Bella thinks she has scored the masculine hetero man of her dreams. The illusion is shattered when her best friend Natasha tells her Ethan, might not be the man she thinks he is; in fact, he might not want to be a man at all. The film will be followed by a Q&A with director Aimee Armstrong hosted by Gaby Bardot and then drinks and a kiki.",0,0,GBP,Self Help Films,https://schema.org/EventScheduled,2024-03-10T19:00:00Z,2024-03-10T23:30:00Z,Envy/Desire UK,The divas have just touched down in London town for the UK premiere of Envy/Desire,https://www.eventbrite.com/e/envydesire-uk-tickets-849993743167,london
5 hours,Mobile eTicket,Contact the organiser to request a refund.,"Welcome to Ghana's Haus - Ghana's 67th Independence Weekend Finale! Join us on Sunday, March 10, 2024, at 10:00 PM GMT for a night filled with joy, celebration, and Ghanaian pride. This exciting event will be held at the vibrant Cococure Haus Stratford Restaurant, Beer Garden & Club. Get ready to immerse yourself in the rich culture and traditions of Ghana as we commemorate the 67th anniversary of Ghana's independence. Experience the lively atmosphere and indulge in the flavorsome Ghanaian cuisine, renowned for its delicious spices and unique blend of ingredients. Throughout the evening, you'll be treated to electrifying live performances by talented live band, amazing all star DJs from the likes of Kwamz Original, DJ Pocks, DJ M & More! Whether you're a Ghanaian or simply someone who appreciates diverse cultures, this event is a fantastic opportunity to connect with others, make new friends, and celebrate the spirit of Ghana together. So, mark your calendars and join us at Ghana's Haus - Ghana's 67th Independence Weekend Finale for an unforgettable night of fun and unity!",0,22.38,GBP,Abonten HQ x McMillion Ents x 29.Ents,https://schema.org/EventScheduled,2024-03-10T22:00:00Z,2024-03-11T03:00:00Z,Ghana's Haus - Ghana's 67th Independence Weekend Finale,"Get ready to celebrate Ghana's 67th Independence Weekend with a bang at Ghana's Haus, where the finale promises an unforgettable experience",https://www.eventbrite.co.uk/e/ghanas-haus-ghanas-67th-independence-weekend-finale-tickets-817530885887,london
5 hours 30 minutes,Mobile eTicket,Contact the organiser to request a refund.,"Mark your calendars! Got Soul brings you a one-off Sunday session at the Cottons Club. Expect to hear the best in Neo Soul, Alt R&B & Nu Jazz. Special Guest DJ from Philadelphia; DJ Junior. DJ Junior has been dropping soulful gems for some time now. Eavesdrop, his weekly radio show on WKDU 91.7FM (that he co-hosts with lil' Dave) is a staple for music heads tuning in for jazz, soul, hip hop, Latin grooves, afro-beat, broken beat, and everything in-between. In 2006, DJ Junior started Record Breakin’ Music (RBM), a Philadelphia-based indie record label. They have a straightforward approach to releasing quality new music with a soulful foundation. Their focus has been and always will be to present quality music to a culture that embraces it. D J Junior is no stranger to Got Soul having played there a few times. This will be his first set with us since before the pandemic and we can't wait to have him back. Entry is FREE for the first 50 people and you can expect the usual vibes that Got Soul became known for across the globe. T IME: 6pm-11.30pm) - HAPPY HOUR: 6-8PM. DJ Junior starts at 8pm. D Js: Admission: Free (Registrations are given priority) A ttractions: Dresscode: Casual but fly. Accessibility: Please note this is a basement venue and there is no lift so unfortunately, we cannot accommodate wheelchair users. The venue is also dimly lit so please consider this if you are visually impaired. ABOUT GOT SOUL Got Soul started as a DJ centred, Neo Soul lounge brand that took place every Sunday at Juno Bar(Shoreditch) between 2009 and 2016. It then moved to South Place Hotel(Moorgate) where it ran weekly up until March of 2020 when the first covid lockdown took place. It was the perfect laid-back setting ideal for those wanting to wind down after a busy week and chill on a Sunday evening.Music policy is Neo Soul, Soul, Rare Groove, Soulful HipHop, Independent R&B & Alt R&B. Remember, this is a lounge however 2-stepping and singalongs are always welcome and expected 😉. By attending this event, you consent to interview(s), photography, audio recording, video recording and its/their release, publication, exhibition, or reproduction to be used for news, promotional purposes, advertising, and inclusion on websites & social media.Expect to hear music from the likes of Musiq Soulchild - Sault - Erykah Badu - Anderson .Paak - The Internet - Jill Scott - Children of Zeus - Common - Brent Faiyaz - Eric Benet - Alex Isley - Minnie Riperton - D'Angelo - Robert Glasper - Gold Link - IAMDDB - Chaka Khan - J Dilla - Eric Roberson - Cleo Sol - Jazzy Jeff - Ari Lennox - Giveon - Kaytranada - Daniel Caesar - Hiatus Kiayote - Little Simz - Mac Miller - Dwele - Masego - Nao - H.E.R - Noname - Nxworries - SiR - Slum Village - Frank Ocean - Snoh Aalegra - Tiana Major9 - Syd - SZA - Tom Misch - Talib Kweli - Sam Wills - The Roots - Thunder Cat - Green Tea Peng - Moonchild & more FAQs Is my registration/ticket transferrable? Yes, it is. Are there ID requirements or an age limit to enter the event? ID may be required as it's a licensed venue. What are my transport/parking options for getting to the event? Plenty of on-street parking. https://tfl.gov.uk/plan-a-journey/",0,10.46,GBP,Got Soul Events,https://schema.org/EventScheduled,2024-03-10T18:00:00Z,2024-03-10T23:30:00Z,Got Soul Sundays (DJ Junior - U.S. Guest DJ) Sun 10th March,The UK premiere Neo Soul lounge is back in Shoreditch with a US Special guest DJ.,https://www.eventbrite.co.uk/e/got-soul-sundays-dj-junior-us-guest-dj-sun-10th-march-tickets-842287282937,london
5 hours,Mobile eTicket,Contact the organiser to request a refund.,"Vino și alătură-te nouă la evenimentul cultural Mărțishop!Un eveniment fantastic care va are loc la St Mary Abbots Centre din Londra, Marea Britanie pe data de 10 Martie.Este o oportunitate perfectă de a ne întâlni și de a sărbători cu veselie această sărbătoare tradițională a Mărțișorului. Vom sărbători într-un mod autentic și plin de culoare!Descoperiți meșteșuguri realizate manual, mâncare delicioasă și multe alte activități.Mărțishop promite o zi plină de distracție pentru toată lumea. Nu ratați acest eveniment uimitor, care are loc la în Londra pe 10 Martie.Ne vedem acolo!Cu drag,Echipa VATRA și AMMB",3.41,3.41,GBP,AMMB & 'VATRA',https://schema.org/EventScheduled,2024-03-10T12:00:00Z,2024-03-10T17:00:00Z,Martishop,"Pregătiți-vă pentru o extravaganță la Martishop, unde veți găsi tot ce aveți nevoie sub un singur acoperiș",https://www.eventbrite.co.uk/e/martishop-tickets-834230896067,london
